,place_id,name,main_category,phone,address,address_ward,address_street,address_city,address_postal_code,address_state,address_country_code
109,ChIJ9zSsfJ-JoDEREN1-HOkyX-8,Tiệm Xăm TN 1997 Tattoo,Cửa hàng xăm hình,0901 085 892,"Tiệm Xăm TN 1997 Tattoo, Đ. Nguyễn Văn Linh, Long Tuyền, Bình Thủy, Cần Thơ 94211","Long Tuyền, Bình Thủy",Đ. Nguyễn Văn Linh,Cần Thơ,94211.0,"Bình Thủy, Cần Thơ",VN
124,ChIJw43yUE4vdTER08opXNVxxyk,TÂN TRẦN TATTOO - Xăm Hình nghệ thuật quận 5,Cửa hàng xăm mình và xỏ lỗ,0938 790 793,"TÂN TRẦN TATTOO - Xăm Hình nghệ thuật quận 5, 741 Đ. Trần Hưng Đạo, Phường 1, Quận 5, Thành phố Hồ Chí Minh 700000","Phường 1, Quận 5",741 Đ. Trần Hưng Đạo,Thành phố Hồ Chí Minh,700000.0,"Quận 5, Thành phố Hồ Chí Minh",VN
139,ChIJoRpTwf2JoDERn60XxvFsHAY,Chan tattoo Cần Thơ,Cửa hàng xăm mình và xỏ lỗ,0939 800 493,"Chan tattoo Cần Thơ, Lô 23 Đ. Nguyễn Đệ, An Hoà, Bình Thủy, Cần Thơ 900000","An Hoà, Bình Thủy",Lô 23 Đ. Nguyễn Đệ,Cần Thơ,900000.0,"Bình Thủy, Cần Thơ",VN
154,ChIJvbQNCR2JoDERaKAXOQI5Lqk,Trung Đìa Tattoo - Xăm Hình Nghệ Thuật Cần Thơ,Cửa hàng xăm hình,0878 519 519,"Trung Đìa Tattoo - Xăm Hình Nghệ Thuật Cần Thơ, 65/15A Đ. Trần Hưng Đạo, An Cư, Ninh Kiều, Cần Thơ 900000","An Cư, Ninh Kiều",65/15A Đ. Trần Hưng Đạo,Cần Thơ,900000.0,"Ninh Kiều, Cần Thơ",VN
169,ChIJIfB4JCSIoDERTLDijMJ8g3Q,Thép Tattoo - Xăm Nghệ Thuật Cần Thơ,Cửa hàng xăm hình,,"Thép Tattoo - Xăm Nghệ Thuật Cần Thơ, 483/1T Đ. 30 Tháng 4, Hưng Lợi, Ninh Kiều, Cần Thơ 910000","Hưng Lợi, Ninh Kiều",483/1T Đ. 30 Tháng 4,Cần Thơ,910000.0,"Ninh Kiều, Cần Thơ",VN
184,ChIJR8eoQPKJoDEREp2Z_0uUm5o,Tiểu Trần Tattoo Studio,Cửa hàng xăm mình và xỏ lỗ,0931 116 500,"Tiểu Trần Tattoo Studio, 006 Hậu Thạnh Mỹ, Lê Bình, Cái Răng, Cần Thơ","Lê Bình, Cái Răng",006 Hậu Thạnh Mỹ,Cần Thơ,,"Cái Răng, Cần Thơ",VN
188,ChIJXXrbVFyJoDER9x26uIbA4_8,Xăm Hình Nghệ Thuật Cần Thơ,Cửa hàng xăm hình,0777 011 199,"Xăm Hình Nghệ Thuật Cần Thơ, 40/21 Đ. Võ Trường Toản, An Hoà, Ninh Kiều, Cần Thơ 900000","An Hoà, Ninh Kiều",40/21 Đ. Võ Trường Toản,Cần Thơ,900000.0,"Ninh Kiều, Cần Thơ",VN
203,ChIJtQy_brUodTERm2RfZUoO6ts,Tiệm xăm Con Mực,Cửa hàng xăm hình,0936 671 492,"Tiệm xăm Con Mực, 194D Đ. Trần Quang Khải, Phường Tân Định, Quận 1, Thành phố Hồ Chí Minh","Phường Tân Định, Quận 1",194D Đ. Trần Quang Khải,Thành phố Hồ Chí Minh,,"Quận 1, Thành phố Hồ Chí Minh",VN
209,ChIJ3WO40T-JoDERVoQXGel_cbY,Huỳnh Như - Phun Xăm Thẩm Mỹ & Nối Mi,Thẩm mỹ viện,0945 167 986,"Huỳnh Như - Phun Xăm Thẩm Mỹ & Nối Mi, 8 Đ. Tô Hiến Thành, Phường An Khánh, Ninh Kiều, Cần Thơ","Phường An Khánh, Ninh Kiều",8 Đ. Tô Hiến Thành,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
219,ChIJFcZz3ZhjoDERCyeYVKggSu0,Tiệm xăm biết vẽ - V'manbun,Cửa hàng xăm hình,0794 981 649,"Tiệm xăm biết vẽ - V'manbun, 19A Đ. Mạc Thiên Tích, Xuân Khánh, Ninh Kiều, Cần Thơ 900000","Xuân Khánh, Ninh Kiều",19A Đ. Mạc Thiên Tích,Cần Thơ,900000.0,"Ninh Kiều, Cần Thơ",VN
234,ChIJ55LKziEvdTERczMi_E2MDXY,Xam hinh nghê thuat,Cửa hàng xăm hình,0924 789 879,"Xam hinh nghê thuat, 530 Đ. Trường Chinh, Phường 13, Tân Bình, Thành phố Hồ Chí Minh","Phường 13, Tân Bình",530 Đ. Trường Chinh,Thành phố Hồ Chí Minh,,"Tân Bình, Thành phố Hồ Chí Minh",VN
237,ChIJ2ZV4yzApdTERi-5gYJ1U2X4,Xăm hình đẹp gò vấp - perfect tattoo !,Cửa hàng xăm hình,0904 429 128,"Xăm hình đẹp gò vấp - perfect tattoo !, 818 Nguyễn Kiệm, Phường 3, Gò Vấp, Thành phố Hồ Chí Minh 700000","Phường 3, Gò Vấp",818 Nguyễn Kiệm,Thành phố Hồ Chí Minh,700000.0,"Gò Vấp, Thành phố Hồ Chí Minh",VN
238,ChIJi3AASQcvdTERvvQ3qi4zJGU,"Dũng tattoo Xăm nghệ thuật rẻ đẹp 629/18 NguyễnĐìnhChiểu,p2,q3,hcm",Cửa hàng xăm hình,0907 775 670,"Dũng tattoo Xăm nghệ thuật rẻ đẹp 629/18 NguyễnĐìnhChiểu,p2,q3,hcm, 629 Nguyễn Đình Chiểu, Phường 2, Quận 3, Thành phố Hồ Chí Minh","Phường 2, Quận 3",629 Nguyễn Đình Chiểu,Thành phố Hồ Chí Minh,,"Quận 3, Thành phố Hồ Chí Minh",VN
239,ChIJZXbuEqCJoDEReGQZM9UOyY4,ANT Tattoo - Xăm Nghệ Thuật Cần Thơ,Cửa hàng xăm mình và xỏ lỗ,0898 099 196,"ANT Tattoo - Xăm Nghệ Thuật Cần Thơ, 79/57/25B Hùng Vương, An Cư, Ninh Kiều, Cần Thơ 94000","An Cư, Ninh Kiều",79/57/25B Hùng Vương,Cần Thơ,94000.0,"Ninh Kiều, Cần Thơ",VN
252,ChIJxfjPYNBjoDERBUF9jh4teZ4,Lê khang Tattoo,Cửa hàng xăm hình,0969 452 230,"Lê khang Tattoo, hẻm 130 Đường, Nguyễn Thị Minh Khai, Tân An, Ninh Kiều, Cần Thơ 90000","Tân An, Ninh Kiều","hẻm 130 Đường, Nguyễn Thị Minh Khai",Cần Thơ,90000.0,"Ninh Kiều, Cần Thơ",VN
267,ChIJyywPdc-FoDERJrtIkEcfm2g,Tiệm Xăm Huỳnh Đặng-Tattoo Cần Thơ,Cửa hàng xăm hình,0898 888 159,"Tiệm Xăm Huỳnh Đặng-Tattoo Cần Thơ, 91 55, Khu Vực Thới Thuận, Ô Môn, Cần Thơ","Khu Vực Thới Thuận, Ô Môn",91 55,Cần Thơ,,"Ô Môn, Cần Thơ",VN
282,ChIJR3oFrmtjoDER3yhOcrH2hRo,9613 Tattoo & Body Piercing,Cửa hàng xăm hình,,"9613 Tattoo & Body Piercing, 18 Nguyễn Trãi, Tân An, Ninh Kiều, Cần Thơ 900000","Tân An, Ninh Kiều",18 Nguyễn Trãi,Cần Thơ,900000.0,"Ninh Kiều, Cần Thơ",VN
284,ChIJ_0O3dX2JoDER-GGKHeqjV2o,HT - INK TATTOO XĂM HÌNH NGHỆ THUẬT CẦN THƠ,Cửa hàng xăm mình và xỏ lỗ,0939 568 241,"HT - INK TATTOO XĂM HÌNH NGHỆ THUẬT CẦN THƠ, 123 Hoàng Văn Thụ, An Cư, Ninh Kiều, Cần Thơ","An Cư, Ninh Kiều",123 Hoàng Văn Thụ,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
301,ChIJ48kMqMaHoDERm4DRQbuS4_8,Tiệm Xăm Hện Nguyễn,Cửa hàng xăm hình,0335 968 088,"Tiệm Xăm Hện Nguyễn, 7 Lê Quang Chiểu, An Thới, Bình Thủy, Cần Thơ","An Thới, Bình Thủy",7 Lê Quang Chiểu,Cần Thơ,,"Bình Thủy, Cần Thơ",VN
307,ChIJeexz4CahoDERpejb4dmV4rs,Tiệm Xăm Tiến Magic,Cửa hàng xăm hình,0931 031 900,"Tiệm Xăm Tiến Magic, 488 Ấp Vĩnh Tiến, Thị trấn Vĩnh Thạnh, Vĩnh Thạnh, Cần Thơ","Thị trấn Vĩnh Thạnh, Vĩnh Thạnh",488 Ấp Vĩnh Tiến,Cần Thơ,,"Vĩnh Thạnh, Cần Thơ",VN
323,ChIJZV-8jBRjoDERwf0T1a1Bi7o,Heart ink,Cửa hàng xăm hình,,"Heart ink, 71 Đường Châu Văn Liêm, An Lạc, Ninh Kiều, Cần Thơ","An Lạc, Ninh Kiều",71 Đường Châu Văn Liêm,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
325,ChIJFderZeiJoDER7y2ecS8I_p4,Heo Rừng Tattoo - Xăm Nghệ Thuật Cần Thơ,Cửa hàng xăm hình,0856 789 521,"Heo Rừng Tattoo - Xăm Nghệ Thuật Cần Thơ, 158/2 Đ. Nguyễn Việt Hồng, Xuân Khánh, Ninh Kiều, Cần Thơ 94114","Xuân Khánh, Ninh Kiều",158/2 Đ. Nguyễn Việt Hồng,Cần Thơ,94114.0,"Ninh Kiều, Cần Thơ",VN
347,ChIJo1N4jDWJoDERZ-yBXvFlx6U,Tattoo Hiếu,Cửa hàng xăm hình,0939 434 548,"Tattoo Hiếu, 140/47d, Đ. Lý Tự Trọng, An Cư, Ninh Kiều, Cần Thơ","An Cư, Ninh Kiều","140/47d, Đ. Lý Tự Trọng",Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
348,ChIJzcSRkE5loDER2xpsgz0koVw,Tiệm Xăm Hình Vinh TATTOO,Cửa hàng xăm hình,0899 843 626,"XWQ4+GRJ Tiệm Xăm Hình Vinh TATTOO, Ngãi Tứ, Đông Thạnh, Ngãi Tứ, Tam Bình, Vĩnh Long","Ngãi Tứ, Tam Bình","XWQ4+GRJ, Ngãi Tứ, Đông Thạnh",Vĩnh Long,,"Tam Bình, Vĩnh Long",VN
350,ChIJa_uZGxljoDERS2kDDW3TXsU,Út Ty Xăm,Cửa hàng xăm hình,0774 020 154,"Út Ty Xăm, 17 Đ. Ngô Quyền, Tân An, Ninh Kiều, Cần Thơ 900000","Tân An, Ninh Kiều",17 Đ. Ngô Quyền,Cần Thơ,900000.0,"Ninh Kiều, Cần Thơ",VN
376,ChIJj1NYIsEodTER5r2oPhhC_38,Vnstyle Tattoo & Piercing,Cửa hàng xăm hình,0908 587 381,"Vnstyle Tattoo & Piercing, 20 Thích Minh Nguyệt, Phường 2, Tân Bình, Thành phố Hồ Chí Minh","Phường 2, Tân Bình",20 Thích Minh Nguyệt,Thành phố Hồ Chí Minh,,"Tân Bình, Thành phố Hồ Chí Minh",VN
384,ChIJuZNiUTiIoDERSkkqlhf6URg,K3nT Tattoo,Cửa hàng xăm mình và xỏ lỗ,0906 966 266,"K3nT Tattoo, 21 Đ. Lương Định Của, Cái Khế, Ninh Kiều, Cần Thơ 900000","Cái Khế, Ninh Kiều",21 Đ. Lương Định Của,Cần Thơ,900000.0,"Ninh Kiều, Cần Thơ",VN
388,ChIJJYY8Z74udTERyxpVSTeJq1w,Đỗ Nhân Tattoo,Cửa hàng xăm hình,0888 466 166,"Đỗ Nhân Tattoo, 480/10 Lạc Long Quân , Phường 5, Quận 11, Tp, Thành phố Hồ Chí Minh 700000","Phường 5, Tp","480/10 Lạc Long Quân , Phường 5, Quận 11",Thành phố Hồ Chí Minh,700000.0,"Tp, Thành phố Hồ Chí Minh",VN
403,ChIJL2WP87aJoDERKNeBeCdjfFU,MonkeyTattoo,Cửa hàng xăm mình và xỏ lỗ,,"2QRF+VG6 MonkeyTattoo, An Nghiệp, Ninh Kiều, Cần Thơ","An Nghiệp, Ninh Kiều",2QRF+VG6,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
417,ChIJ9z4oY-qJoDERZcJ7L9jduXc,Tân Tattoo,Cửa hàng xăm mình và xỏ lỗ,0899 688 229,"Tân Tattoo, 86/39BIS Đ. Cách Mạng Tháng 8, Cái Khế, Ninh Kiều, Cần Thơ","Cái Khế, Ninh Kiều",86/39BIS Đ. Cách Mạng Tháng 8,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
426,ChIJ5603hNYIJSoRVG4mBss9xiI,Monkey Tattoo,Cửa hàng xăm hình,0939 252 646,,,,,,,
440,ChIJZafZK5yJoDERebPZiRo6ygk,DH Tattoo Cần Thơ,Cửa hàng xăm hình,0939 506 604,"DH Tattoo Cần Thơ, khu dân cư 3a, cuối, Đ. A4, An Bình, Ninh Kiều, Cần Thơ","An Bình, Ninh Kiều","khu dân cư 3a, cuối, Đ. A4",Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
444,ChIJ3QDxRPaFoDERO1pnIBegj-I,Tiệm Xăm Tý Anh,Thẩm mỹ viện,0931 088 662,"Tiệm Xăm Tý Anh, 423 Đường Trần Hưng Đạo, Châu Văn Liêm, Ô Môn, Cần Thơ","Châu Văn Liêm, Ô Môn",423 Đường Trần Hưng Đạo,Cần Thơ,,"Ô Môn, Cần Thơ",VN
445,ChIJI1WccPk7dTERw1_wK5mH2yM,"Tiệm xăm đẹp ở Long hậu ,Hiệp phước",Cửa hàng xăm hình,0939 219 143,"Tiệm xăm đẹp ở Long hậu ,Hiệp phước, JPMH M62, Long Hậu, Cần Giuộc, Long An 853000","Long Hậu, Cần Giuộc",JPMH M62,Long An,853000.0,"Cần Giuộc, Long An",VN
446,ChIJAyaGxGGJoDERNzcnnZczSJQ,Mon&ChrisTattoo,Cửa hàng xăm hình,0773 782 660,"Mon&ChrisTattoo, Đường số 3- 132F9 Tổ 2 - KV 2, Nguyễn Văn Cừ Nối Dài, Phường An Khánh, Ninh Kiều, Cần Thơ 94000","Phường An Khánh, Ninh Kiều","Đường số 3- 132F9 Tổ 2 - KV 2, Nguyễn Văn Cừ Nối Dài",Cần Thơ,94000.0,"Ninh Kiều, Cần Thơ",VN
461,ChIJ_Ysf0vezoDERIItZbNDm5dY,tiệm XĂM,Cửa hàng xăm hình,0962 669 949,"tiệm XĂM, 22 Phan Đình Phùng, Phường Vĩnh Bảo, Rạch Giá, Kiên Giang 921289","Phường Vĩnh Bảo, Rạch Giá",22 Phan Đình Phùng,Kiên Giang,921289.0,"Rạch Giá, Kiên Giang",VN
462,ChIJpZo2jbGJoDER7E3M3z4B8Yg,Tattoo Studio,Cửa hàng xăm hình,0777 011 199,"Tattoo Studio, 77/2 Đ. Phạm Ngũ Lão, Thới Bình, Ninh Kiều, Cần Thơ 90000","Thới Bình, Ninh Kiều",77/2 Đ. Phạm Ngũ Lão,Cần Thơ,90000.0,"Ninh Kiều, Cần Thơ",VN
464,ChIJH4E6OSSIoDERWIANOJ8bcYU,Tiệm Xăm Nghệ Thuật Tin,Cửa hàng quà tặng,0909 667 090,"Tiệm Xăm Nghệ Thuật Tin, 1, Đường 30/4, Phường Xuân Khánh, Quận Ninh Kiều, Thành Phố Cần Thơ, Xuân Khánh, Ninh Kiều, Cần Thơ","Xuân Khánh, Ninh Kiều","1, Đường 30/4, Phường Xuân Khánh, Quận Ninh Kiều, Thành Phố Cần Thơ",Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
491,ChIJr7mZS2aJoDEReSWp0020epE,Lâm ShangHai Tattoo Cần Thơ,Cửa hàng xăm hình,0348 127 751,"Lâm ShangHai Tattoo Cần Thơ, Đ. Nguyễn Văn Cừ, Cái Khế, Ninh Kiều, Cần Thơ 94000","Cái Khế, Ninh Kiều",Đ. Nguyễn Văn Cừ,Cần Thơ,94000.0,"Ninh Kiều, Cần Thơ",VN
492,ChIJ-bcsrB1FoDERkGCP8SONo_E,Cửa hàng xăm Vinh tattoo,Cửa hàng xăm hình,0708 543 420,"Cửa hàng xăm Vinh tattoo, Đường Phan Văn Hùng, TT. Kế Sách, Kế Sách, Sóc Trăng","TT. Kế Sách, Kế Sách",Đường Phan Văn Hùng,Sóc Trăng,,"Kế Sách, Sóc Trăng",VN
503,ChIJOaKq75mJoDERBm44TvPJeBM,TattooTrieuHuynh,Cửa hàng xăm hình,,"TattooTrieuHuynh, 250/28A Tầm Vu, Hưng Lợi, Ninh Kiều, Cần Thơ","Hưng Lợi, Ninh Kiều",250/28A Tầm Vu,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
510,ChIJfbP3u7eJoDERc81vZ_Apmr0,"Bull Tattoo & găm bi, xỏ khuyên",Cửa hàng xăm mình và xỏ lỗ,0766 911 191,"Bull Tattoo & găm bi, xỏ khuyên, Trần Chiên, Lê Bình, Cái Răng, Cần Thơ","Lê Bình, Cái Răng",Trần Chiên,Cần Thơ,,"Cái Răng, Cần Thơ",VN
516,ChIJ1wDOJymHoDER6iistW60bT8,Tiệm Xăm AVin,Cửa hàng xăm hình,0912 331 700,"Tiệm Xăm AVin, 86 Trần Văn Nghiêm, An Thới, Bình Thủy, Cần Thơ","An Thới, Bình Thủy",86 Trần Văn Nghiêm,Cần Thơ,,"Bình Thủy, Cần Thơ",VN
517,ChIJJ9-ptYaJoDERrlKhmT_jHVs,Tiệm xăm 12 December,Cửa hàng xăm hình,0939 932 303,"Tiệm xăm 12 December, 147h5/18, Đ. Nguyễn Văn Cừ, Phường An Khánh, Ninh Kiều, Cần Thơ","Phường An Khánh, Ninh Kiều","147h5/18, Đ. Nguyễn Văn Cừ",Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
518,ChIJaaqKAjSJoDERmYRXtKK9GNE,Tiệm TATTOO,Cửa hàng xăm hình,0961 629 911,"Tiệm TATTOO, 11 Đ. Mạc Thiên Tích, Xuân Khánh, Ninh Kiều, Cần Thơ","Xuân Khánh, Ninh Kiều",11 Đ. Mạc Thiên Tích,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
519,ChIJx4ch2dGJoDERX5xdOC6wbjU,Méo tatoo,Cửa hàng xăm hình,0919 599 012,"Méo tatoo, Đ. Nguyễn Văn Cừ, Xuân Khánh, Ninh Kiều, Cần Thơ 94100","Xuân Khánh, Ninh Kiều",Đ. Nguyễn Văn Cừ,Cần Thơ,94100.0,"Ninh Kiều, Cần Thơ",VN
520,ChIJ5QK4TM-JoDERfsxJ7_-zjzw,xăm nghệ thuật cần thơ,Cửa hàng xăm hình,0933 000 327,"xăm nghệ thuật cần thơ, 19a Đ. 3 Tháng 2, Xuân Khánh, Ninh Kiều, Cần Thơ","Xuân Khánh, Ninh Kiều",19a Đ. 3 Tháng 2,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
533,ChIJFbacjMZjoDERE3hZiG-PcQY,Tattoo Trần Đạt,Cửa hàng xăm hình,0787 864 907,"Tattoo Trần Đạt, 21 Lê Lợi, Cái Khế, Ninh Kiều, Cần Thơ","Cái Khế, Ninh Kiều",21 Lê Lợi,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
553,ChIJz_zftGqIoDERXjca5f3B-X0,Tiệm Phun Xăm Thu Bùi Brows,Thẩm mỹ viện,0939 006 598,"Tiệm Phun Xăm Thu Bùi Brows, 390N1/9, Đ. Nguyễn Văn Cừ, Phường An Khánh, Ninh Kiều, Cần Thơ","Phường An Khánh, Ninh Kiều","390N1/9, Đ. Nguyễn Văn Cừ",Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
557,ChIJj2e9Gt6JoDERX1t-e6l4GYE,Tattoo HOÀNG NHỚ - Xăm Hình Nghệ Thuật Cần Thơ,Cửa hàng xăm mình và xỏ lỗ,0773 393 933,"Tattoo HOÀNG NHỚ - Xăm Hình Nghệ Thuật Cần Thơ, 63 Đ. Trần Hoàng Na, Hưng Lợi, Ninh Kiều, Cần Thơ","Hưng Lợi, Ninh Kiều",63 Đ. Trần Hoàng Na,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
590,ChIJlRuZmqlioDERxsAiK3_CzQM,Hoanganhtattoo,Cửa hàng xăm hình,0909 811 477,"Hoanganhtattoo, 49/10 Quang Trung, An Lạc, Ninh Kiều, Cần Thơ","An Lạc, Ninh Kiều",49/10 Quang Trung,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
592,ChIJ_Sr1QVeJoDERWw8fRnCSizw,Dunz Tattoo & Pod Cần Thơ,Cửa hàng xăm hình,0939 396 164,"Dunz Tattoo & Pod Cần Thơ, Hẻm 387, Phường An Khánh, Ninh Kiều, Cần Thơ 94117","Phường An Khánh, Ninh Kiều",Hẻm 387,Cần Thơ,94117.0,"Ninh Kiều, Cần Thơ",VN
