,place_id,name,main_category,phone,address,address_ward,address_street,address_city,address_postal_code,address_state,address_country_code
25,ChIJE5PU1UqIoDERwuyBIOAk1LU,Quán Phở Tài Hưng,Nhà hàng,0914 247 766,"Quán Phở Tài Hưng, 673 Đ. 30 Tháng 4, Hưng Lợi, Ninh Kiều, Cần Thơ 90000","Hưng Lợi, Ninh Kiều",673 Đ. 30 Tháng 4,Cần Thơ,90000.0,"Ninh Kiều, Cần Thơ",VN
30,ChIJbylDS86JoDER6_h2-sYVu9k,PHỞ A CƯỜNG,Nhà hàng phở,0907 167 745,"PHỞ A CƯỜNG, 99a Đ. Nguyễn Đệ, An Hoà, Ninh Kiều, Cần Thơ","An Hoà, Ninh Kiều",99a Đ. Nguyễn Đệ,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
31,ChIJY7ib9SCIoDERpKdNmYycg88,Phở Thanh,Nhà hàng,,"Phở Thanh, 231 Đ. 30 Tháng 4, Xuân Khánh, Ninh Kiều, Cần Thơ","Xuân Khánh, Ninh Kiều",231 Đ. 30 Tháng 4,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
32,ChIJC3BWFKBioDERBmU-HSnzseU,Quán Phở Bò Kho 34,Quán ăn nhỏ,0902 959 730,"Quán Phở Bò Kho 34, 34 Đ. Đề Thám, Tân An, Ninh Kiều, Cần Thơ","Tân An, Ninh Kiều",34 Đ. Đề Thám,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
33,ChIJL_rDrmqJoDERUToCzu_T8rY,"Cà Phê, Bún bò Huế phở Kim Chi",Nhà hàng,0356 161 262,"Cà Phê, Bún bò Huế phở Kim Chi, Nguyễn Văn Cừ Nối Dài, Mỹ Khánh, Phong Điền, Cần Thơ","Mỹ Khánh, Phong Điền",Nguyễn Văn Cừ Nối Dài,Cần Thơ,,"Phong Điền, Cần Thơ",VN
34,ChIJoWNg8_aJoDER2Wr_idIc_gw,Phở Mến,Quán ăn nhỏ,0938 919 798,"2QH6+FJW Phở Mến, QL91B, Hưng Lợi, Ninh Kiều, Cần Thơ","Hưng Lợi, Ninh Kiều","2QH6+FJW, QL91B",Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
36,ChIJO-M1lxuIoDERyVj2cJcFTTE,Quán Phở-Bún Bò Huế,Nhà hàng,0292 3834 249,"Quán Phở-Bún Bò Huế, 74A, Đường Đ. Huỳnh Thúc Kháng, An Cư, Ninh Kiều, Cần Thơ","An Cư, Ninh Kiều","74A, Đường Đ. Huỳnh Thúc Kháng",Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
40,ChIJWbe3XEyJoDERmNL5SScspUg,"Phở, Hủ tíu, Bún riêu Hòa",Quán ăn nhỏ,,"Phở, Hủ tíu, Bún riêu Hòa, 62 Đ. Tô Hiến Thành, Phường An Khánh, Ninh Kiều, Cần Thơ","Phường An Khánh, Ninh Kiều",62 Đ. Tô Hiến Thành,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
43,ChIJS5PpHrGJoDERfLnOgh3YTu8,Phở Nhật Anh 2,Quán ăn nhỏ,,"2P9Q+6HP Phở Nhật Anh 2, An Bình, Ninh Kiều, Cần Thơ","An Bình, Ninh Kiều",2P9Q+6HP,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
44,ChIJy_JSbLhvdTERGOj30ArM1eU,Quán Bún Phở,Nhà hàng,0944 310 909,"Quán Bún Phở, 26 Trần Huy Liệu, Phường 7, Thành phố Vũng Tầu, Bà Rịa - Vũng Tàu","Phường 7, Thành phố Vũng Tầu",26 Trần Huy Liệu,Bà Rịa - Vũng Tàu,,"Thành phố Vũng Tầu, Bà Rịa - Vũng Tàu",VN
45,ChIJrXLQkfZjoDERsMZGf9LJ4W4,Phở - Bún Bò 132,Quán ăn nhỏ,0819 664 475,"Phở - Bún Bò 132, 132 Phan Đình Phùng, Tân An, Ninh Kiều, Cần Thơ","Tân An, Ninh Kiều",132 Phan Đình Phùng,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
56,ChIJAfk8rqRjoDERLh5NXdSR2eQ,Phở Vũ Thắm,Quán ăn nhỏ,,"Phở Vũ Thắm, 23 Đ. Nam Kỳ Khởi Nghĩa, Tân An, Ninh Kiều, Cần Thơ","Tân An, Ninh Kiều",23 Đ. Nam Kỳ Khởi Nghĩa,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
57,ChIJew1ETMJxdTERxvET87LBBpE,Quán Bún - Phở,Quán ăn nhỏ,0965 604 377,"Quán Bún - Phở, 888/9/8A Hẻm 888 Đường, Phường 11, Thành phố Vũng Tầu, Bà Rịa - Vũng Tàu","Phường 11, Thành phố Vũng Tầu",888/9/8A Hẻm 888 Đường,Bà Rịa - Vũng Tàu,,"Thành phố Vũng Tầu, Bà Rịa - Vũng Tàu",VN
63,ChIJ1wM7SDiIoDER1Xlmof0Gw9I,Bún Hải Sản,Nhà hàng,,"Bún Hải Sản, 17 Đ. Nguyễn Văn Linh, Hưng Lợi, Ninh Kiều, Cần Thơ","Hưng Lợi, Ninh Kiều",17 Đ. Nguyễn Văn Linh,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
66,ChIJ98cLPj6IoDERU6fgFzQznkw,Phở Tài Hưng,Quán ăn nhỏ,,"2QJ7+X5Q Phở Tài Hưng, Đ. Trần Nam Phú, Xuân Khánh, Ninh Kiều, Cần Thơ","Xuân Khánh, Ninh Kiều","2QJ7+X5Q, Đ. Trần Nam Phú",Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
67,ChIJZahWh6FioDER09gZUusBavE,Quán Ăn Phở 18,Nhà hàng,0292 3823 535,"Quán Ăn Phở 18, 18 Đ. Lý Thường Kiệt, Tân An, Ninh Kiều, Cần Thơ","Tân An, Ninh Kiều",18 Đ. Lý Thường Kiệt,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
68,ChIJdUVdcwSIoDERpxnFn4Z4MuI,Nguyễn Dung Phở Bò - Bún Bò Huế - Cơm Phần,Nhà hàng,,"Nguyễn Dung Phở Bò - Bún Bò Huế - Cơm Phần, 52 Đ. Trần Việt Châu, Thới Bình, Ninh Kiều, Cần Thơ","Thới Bình, Ninh Kiều",52 Đ. Trần Việt Châu,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
