,place_id,name,main_category,phone,address,address_ward,address_street,address_city,address_postal_code,address_state,address_country_code
80,ChIJN_g18vWJoDERNagAyY_dOP0,Hair Salon HỒNG ĐẸP,Tiệm chăm sóc móng,,"Hair Salon HỒNG ĐẸP, 11K16/3 Hẻm 3, Khu Vực 3, Phường An Khánh, Ninh Kiều, Cần Thơ","Phường An Khánh, Ninh Kiều","11K16/3 Hẻm 3, Khu Vực 3",Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
81,ChIJx_rwl72JoDER6CNIap1VOnQ,JZANG DE’BEAUTE,Tiệm chăm sóc móng,0866 930 246,"JZANG DE’BEAUTE, 6 Đường số 3, khu dân cư metro p, Ninh Kiều, Cần Thơ","khu dân cư metro p, Ninh Kiều",6 Đường số 3,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
82,ChIJN8DKIkpjoDERNAS-MS4_U-U,MakeUp & Uốn mi Ngân Nguyễn,Nghệ sĩ trang điểm,0855 599 911,"MakeUp & Uốn mi Ngân Nguyễn, Dãy B, 19 đường Đ. Trần Hoàng Na, Hưng Lợi, Ninh Kiều, Cần Thơ","Hưng Lợi, Ninh Kiều","Dãy B, 19 đường Đ. Trần Hoàng Na",Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
84,ChIJDVniriKJoDERFC1L3X9e6nA,Sun Nail Cần Thơ,Tiệm chăm sóc móng,0777 107 143,"Sun Nail Cần Thơ, 182 Hẻm 553, Xuân Khánh, Ninh Kiều, Cần Thơ","Xuân Khánh, Ninh Kiều",182 Hẻm 553,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
85,ChIJ9UReBNWJoDERvRhL7vcmbjI,VIỆN THẨM MỸ HD,Thẩm mỹ viện,0981 620 602,"VIỆN THẨM MỸ HD, Số 74 Đ. 3 Tháng 2, Xuân Khánh, Ninh Kiều, Cần Thơ","Xuân Khánh, Ninh Kiều",Số 74 Đ. 3 Tháng 2,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
86,ChIJb63VyRqJoDERupFE_0dx00o,OLIVA beauty spa,Spa,0388 387 692,"OLIVA beauty spa, 22/23/37 Đ. Mạc Đĩnh Chi, An Cư, Ninh Kiều, Cần Thơ","An Cư, Ninh Kiều",22/23/37 Đ. Mạc Đĩnh Chi,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
87,ChIJw9KKxRqJoDERtI66qJ5Rok8,Jun Nail Cần Thơ,Tiệm chăm sóc móng,0795 468 486,"Jun Nail Cần Thơ, Hẻm 15 Đ. Trần Văn Hoài, Xuân Khánh, Ninh Kiều, Cần Thơ","Xuân Khánh, Ninh Kiều",Hẻm 15 Đ. Trần Văn Hoài,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
88,ChIJs-vTCnBjoDERtWbBREPEfMM,"MAM Spa - Body, Foot Massage Thái Trị Liệu - Gội đầu dưỡng sinh",Thẩm mỹ viện,0903 932 578,"MAM Spa - Body, Foot Massage Thái Trị Liệu - Gội đầu dưỡng sinh, 73 Đ. Trần Đại Nghĩa, Cái Khế, Ninh Kiều, Cần Thơ 94000","Cái Khế, Ninh Kiều",73 Đ. Trần Đại Nghĩa,Cần Thơ,94000.0,"Ninh Kiều, Cần Thơ",VN
90,ChIJu8fNSM9joDERPdLD8Qh5Qyo,Massage Hoàng Linh,,0939 508 078,"Massage Hoàng Linh, Cái Khế, Ninh Kiều, Cần Thơ","Cái Khế, Ninh Kiều",,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
91,ChIJmZfiLnuJoDERcWqTrU1AxVw,Pinky Nails Cần Thơ,Tiệm chăm sóc móng,0762 888 988,"Pinky Nails Cần Thơ, 169 Đ. Nguyễn Việt Hồng, mặt phía sau, Ninh Kiều, Cần Thơ 900000","mặt phía sau, Ninh Kiều",169 Đ. Nguyễn Việt Hồng,Cần Thơ,900000.0,"Ninh Kiều, Cần Thơ",VN
92,ChIJPdbb1KiJoDERUuUhs6WILgs,Phun xăm thẩm mỹ Anna Tran - Phun xăm Cần Thơ,Spa,0901 002 368,"Phun xăm thẩm mỹ Anna Tran - Phun xăm Cần Thơ, 52/1 Hùng Vương, An Hội, Ninh Kiều, Cần Thơ","An Hội, Ninh Kiều",52/1 Hùng Vương,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
96,ChIJKbpa5lhjoDERZnkd6qN5Baw,PHUONG ANH NAIL & GỘI ĐẦU,Tiệm chăm sóc móng,0349 234 350,"PHUONG ANH NAIL & GỘI ĐẦU, 122/10 Trần Phú, Cái Khế, Ninh Kiều, Cần Thơ","Cái Khế, Ninh Kiều",122/10 Trần Phú,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
98,ChIJjVQhMEaJoDERHp_g6L6phgI,THẨM MỸ VIỆN QUỐC TẾ YENA CẦN THƠ,Thẩm mỹ viện,0932 811 885,"THẨM MỸ VIỆN QUỐC TẾ YENA CẦN THƠ, 69 Đ. Mậu Thân, An Nghiệp, Ninh Kiều, Cần Thơ","An Nghiệp, Ninh Kiều",69 Đ. Mậu Thân,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
99,ChIJp5FeNx-IoDERQDfGfg69FgU,Thẩm Mỹ Hồng Đào Allegra,Thẩm mỹ viện,0979 088 882,"Thẩm Mỹ Hồng Đào Allegra, 110A Hùng Vương, An Cư, Ninh Kiều, Cần Thơ 900000","An Cư, Ninh Kiều",110A Hùng Vương,Cần Thơ,900000.0,"Ninh Kiều, Cần Thơ",VN
100,ChIJKfw0wzWJoDERAG9o01R81Y4,Jolie.nails,Chuyên gia làm đẹp,0907 588 738,"Jolie.nails, 171 Đ. Nguyễn Tri Phương, P, Ninh Kiều, Cần Thơ","P, Ninh Kiều",171 Đ. Nguyễn Tri Phương,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
108,ChIJtw63LIiJoDERl0Ih29lF6ZU,Viện Thẩm Mỹ Cát Tiên By Trâm Nguyễn,Thẩm mỹ viện,0888 186 681,"Viện Thẩm Mỹ Cát Tiên By Trâm Nguyễn, 209 Đ. 30 Tháng 4, Xuân Khánh, Ninh Kiều, Cần Thơ","Xuân Khánh, Ninh Kiều",209 Đ. 30 Tháng 4,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
110,ChIJwcNXXfOJoDERsCUlXUMk0xU,Thảo Diệp Pmu,Thẩm mỹ viện,,"Thảo Diệp Pmu, 25A Đinh Công Tráng, Xuân Khánh, Ninh Kiều, Cần Thơ 90000","Xuân Khánh, Ninh Kiều",25A Đinh Công Tráng,Cần Thơ,90000.0,"Ninh Kiều, Cần Thơ",VN
113,ChIJAeq73RGJoDEReFwyXdqcD-o,"SPA AMY "" Thiên đường sắc đẹp _ Phục Vụ Tận Tâm """,Spa mặt,,"SPA AMY "" Thiên đường sắc đẹp _ Phục Vụ Tận Tâm "", 40 Đ. Nguyễn Văn Linh, Hưng Lợi, Ninh Kiều, Cần Thơ","Hưng Lợi, Ninh Kiều",40 Đ. Nguyễn Văn Linh,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
115,ChIJIekcq4CJoDERNmU9b-FztC4,Viện Thẩm Mỹ YOUNG BEAUTY,Thẩm mỹ viện,0901 011 516,"Viện Thẩm Mỹ YOUNG BEAUTY, 40d Đ. Trần Hoàng Na, Hưng Lợi, Ninh Kiều, Cần Thơ","Hưng Lợi, Ninh Kiều",40d Đ. Trần Hoàng Na,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
120,ChIJYTuxzK5ioDERZv7LEGkU_40,Trung tâm chăm sóc sắc đẹp Aperio,Thẩm mỹ viện,7103769246,"Trung tâm chăm sóc sắc đẹp Aperio, 118/9/43B Trần Văn Khéo, An Hội, Ninh Kiều, Cần Thơ","An Hội, Ninh Kiều",118/9/43B Trần Văn Khéo,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
126,ChIJzabI1BeJoDERkewberF1TPw,ROSE SPA CẦN THƠ,Thẩm mỹ viện,0706 534 249,"ROSE SPA CẦN THƠ, 17 Đ. Trần Hoàng Na, Hưng Lợi, Ninh Kiều, Cần Thơ 92000","Hưng Lợi, Ninh Kiều",17 Đ. Trần Hoàng Na,Cần Thơ,92000.0,"Ninh Kiều, Cần Thơ",VN
130,ChIJ5YBd_bCJoDERlq7M9wUBpHo,Thẩm Mỹ Ngọc Khởi,Thẩm mỹ viện,0939 013 907,"Thẩm Mỹ Ngọc Khởi, 161 Đ. Phạm Hùng, Lê Bình, Cái Răng, Cần Thơ","Lê Bình, Cái Răng",161 Đ. Phạm Hùng,Cần Thơ,,"Cái Răng, Cần Thơ",VN
131,ChIJyxnijURjoDEReqwC6nTpTY8,Lux Beauty - nails spa,Tiệm chăm sóc móng,0981 570 808,"Lux Beauty - nails spa, 12 Đ. Trần Đại Nghĩa, Cái Khế, Ninh Kiều, Cần Thơ","Cái Khế, Ninh Kiều",12 Đ. Trần Đại Nghĩa,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
132,ChIJv7K2Fi2JoDERRxC99keeZUg,Kym Spa Cần Thơ,Thẩm mỹ viện,0907 837 081,"Kym Spa Cần Thơ, 52/2 Hùng Vương, Thới Bình, Ninh Kiều, Cần Thơ","Thới Bình, Ninh Kiều",52/2 Hùng Vương,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
133,ChIJp0cR7V6JoDERZmSydF20dr4,Thẩm mỹ viện Thu Anh,Thẩm mỹ viện,0968 321 992,"Thẩm mỹ viện Thu Anh, 110 Đ. Trần Hoàng Na, Khu dân cư 91B, Ninh Kiều, Cần Thơ 94000","Khu dân cư 91B, Ninh Kiều",110 Đ. Trần Hoàng Na,Cần Thơ,94000.0,"Ninh Kiều, Cần Thơ",VN
135,ChIJbxzAKP5joDERGTOolBlOYZQ,Thẩm Mỹ Khánh Mee Beauty,Thẩm mỹ viện,0966 512 277,"Thẩm Mỹ Khánh Mee Beauty, 138a Đường Nguyễn An Ninh, Tân An, Ninh Kiều, Cần Thơ","Tân An, Ninh Kiều",138a Đường Nguyễn An Ninh,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
136,ChIJ3d13HgJjoDERXOmbJ0xh9gQ,Băng Tâm Beauty Suite,Thẩm mỹ viện,0973 426 427,"Băng Tâm Beauty Suite, 5 Trần Quang Khải, An Hội, Ninh Kiều, Cần Thơ 900000","An Hội, Ninh Kiều",5 Trần Quang Khải,Cần Thơ,900000.0,"Ninh Kiều, Cần Thơ",VN
139,ChIJHQXjmo2JoDER9a9r_7R1xjs,VINH PHAN Phun Xăm,Thẩm mỹ viện,,"VINH PHAN Phun Xăm, 15 Đường Số 9, khu dân cư, Ninh Kiều, Cần Thơ","khu dân cư, Ninh Kiều",15 Đường Số 9,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
140,ChIJLwFEROiJoDER7VGD4G6OGsw,HK BEAUTY & ACADEMY,Thẩm mỹ viện,0907 442 402,"HK BEAUTY & ACADEMY, 52b Đường số 25, Phường An Khánh, Ninh Kiều, Cần Thơ","Phường An Khánh, Ninh Kiều",52b Đường số 25,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
142,ChIJ08M2D7eJoDERZYXaKhTwcrY,Võ Kim Phụng Nails,Tiệm chăm sóc móng,0856 462 166,"Võ Kim Phụng Nails, 88/12 Đ. Đề Thám, An Cư, Ninh Kiều, Cần Thơ","An Cư, Ninh Kiều",88/12 Đ. Đề Thám,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
143,ChIJjeezWTuJoDERjRinkkIa2UU,Spa Beauty KP,Cửa hàng chăm sóc sức khỏe và làm đẹp,0333 255 355,"Spa Beauty KP, 268 Đ. Đồng Văn Cống, An Thới, Bình Thủy, Cần Thơ","An Thới, Bình Thủy",268 Đ. Đồng Văn Cống,Cần Thơ,,"Bình Thủy, Cần Thơ",VN
144,ChIJByX4XWqJoDER6x9UIA6R9AQ,"Chuyên Trị mụn Cần Thơ chỉ từ 199k, sạch thâm sạch mụn Tại Spa SƠN HÀ",Thẩm mỹ viện,0939 971 998,"Chuyên Trị mụn Cần Thơ chỉ từ 199k, sạch thâm sạch mụn Tại Spa SƠN HÀ, Hẻm 137, An Hoà, Ninh Kiều, Cần Thơ","An Hoà, Ninh Kiều",Hẻm 137,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
145,ChIJM5pLaoaJoDERwpKRqd4qWTU,Thẩm mỹ viện VICY,Thẩm mỹ viện,0966 660 046,"2QC9+3V5 Thẩm mỹ viện VICY, Hưng Lợi, Ninh Kiều, Cần Thơ","Hưng Lợi, Ninh Kiều",2QC9+3V5,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
