,place_id,name,main_category,phone,address,address_ward,address_street,address_city,address_postal_code,address_state,address_country_code
49,ChIJz5ZJLrlioDERN3DW2fLVMzU,Azerai Cần Thơ,Khách sạn nghỉ dưỡng,0292 3627 888,"Azerai Cần Thơ, Cồn Ấu, Cái Răng, Cần Thơ 94912","Cồn Ấu, Cái Răng",,Cần Thơ,94912.0,"Cái Răng, Cần Thơ",VN
50,ChIJIatBxveLoDERH9vjDhaj5lY,Cantho Eco Resort,Khách sạn nghỉ dưỡng,0832 068 468,"Cantho Eco Resort, Km7+, QL61C, Nhơn Thuận, Nhơn Nghĩa, Phong Điền, Cần Thơ","Nhơn Nghĩa, Phong Điền","Km7+, QL61C, Nhơn Thuận",Cần Thơ,,"Phong Điền, Cần Thơ",VN
51,ChIJzUtJZaFioDERkwd5TGIVrYU,Khách Sạn Sài Gòn Cần Thơ,Khách sạn,0292 3825 831,"Khách Sạn Sài Gòn Cần Thơ, 55 Phan Đình Phùng, Tân An, Ninh Kiều, Cần Thơ","Tân An, Ninh Kiều",55 Phan Đình Phùng,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
52,ChIJ49Xi_ESIoDERUoup8un_QiU,Anh Dao Mekong 2 Hotel,Khách sạn,0292 3819 901,"Anh Dao Mekong 2 Hotel, 8 Đ.Xuân Thủy, Phường An Khánh, Ninh Kiều, Cần Thơ","Phường An Khánh, Ninh Kiều",8 Đ.Xuân Thủy,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
60,ChIJr1Hq8ahioDERxkKCfNPdRhw,Linh Phuong 2 Hotel,Phòng cho thuê,0292 3643 744,"Linh Phuong 2 Hotel, 7 Đ. Trần Đại Nghĩa, Cái Khế, Ninh Kiều, Cần Thơ","Cái Khế, Ninh Kiều",7 Đ. Trần Đại Nghĩa,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
72,ChIJxbZeTYBjoDERKUs4kD1UH3o,CT MORNING HOSTEL(Khách sạn ở Cần Thơ),Khách sạn,0338 658 181,"CT MORNING HOSTEL(Khách sạn ở Cần Thơ), 81 Lý Hồng Thanh, Cái Khế, Ninh Kiều, Cần Thơ","Cái Khế, Ninh Kiều",81 Lý Hồng Thanh,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
76,ChIJHYIEO8FjoDERY7UZ6ks0MS8,Mekong 69 Hostel,Khách sạn,0292 3688 768,"Mekong 69 Hostel, 6/9 Đ. Ng. Hữu Hạnh, Tân An, Ninh Kiều, Cần Thơ","Tân An, Ninh Kiều",6/9 Đ. Ng. Hữu Hạnh,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
78,ChIJ27GsoFiJoDERdhgFLaUT4mk,Lavender Hotel Cần Thơ,Khách sạn,0292 6554 666,"Lavender Hotel Cần Thơ, đối diện chợ Bà Bộ, KDC Quân Báo, khu dân cư P2/131 Đ. Nguyễn Văn Linh, Phường An Khánh, Bình Thủy, Cần Thơ","Phường An Khánh, Bình Thủy","đối diện chợ Bà Bộ, KDC Quân Báo, khu dân cư P2/131 Đ. Nguyễn Văn Linh",Cần Thơ,,"Bình Thủy, Cần Thơ",VN
86,ChIJN6v9OmRioDERu9uE4VOFUws,Tulip Hotel Can Tho (Khách sạn Tulip Cần Thơ),Khách sạn,0988 848 204,"Tulip Hotel Can Tho (Khách sạn Tulip Cần Thơ), D5/10 + D5/11 Đường số 2 Khu dân cư, Long Thịnh, Cái Răng, Cần Thơ","Long Thịnh, Cái Răng",D5/10 + D5/11 Đường số 2 Khu dân cư,Cần Thơ,,"Cái Răng, Cần Thơ",VN
90,ChIJy_wMc92JoDERNsJddUyLfuQ,Hometravel Mekong Cần Thơ,Khách sạn,0978 228 242,"Hometravel Mekong Cần Thơ, 178c Ong Tiem Bridge, Thanh My Area, Cái Răng","Thường Thạnh, Cái Răng","178c Ong Tiem Bridge, Thanh My Area",Cần Thơ,,"Cái Răng, Cần Thơ",VN
94,ChIJG9i5oQKIoDERR1jyrbqMyH0,Lime Hostel (Ninh Kieu Center),Khách sạn,0931 300 808,"Lime Hostel (Ninh Kieu Center), 20 Trần Quang Khải, An Hội, Ninh Kiều, Cần Thơ","An Hội, Ninh Kiều",20 Trần Quang Khải,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
97,ChIJuVALfOWJoDERTl90L8m_I8g,Homestay Can Tho-Green Sunshine,Nhà nghỉ trượt tuyết,0919 513 359,"Homestay Can Tho-Green Sunshine, An Thới, Bình Thủy, Cần Thơ 900000","Long Hoà, Bình Thủy",An Thới,Cần Thơ,900000.0,"Bình Thủy, Cần Thơ",VN
98,ChIJH3FZt6uHoDERA747pvN6Qv4,Khách Sạn Mekong Rose (Mekong Rose Hotel),Khách sạn,0787 837 568,"Khách Sạn Mekong Rose (Mekong Rose Hotel), 59-61 Lý Hồng Thanh, P, Ninh Kiều, Cần Thơ 900000","P, Ninh Kiều",59-61 Lý Hồng Thanh,Cần Thơ,900000.0,"Ninh Kiều, Cần Thơ",VN
103,ChIJNeVrETGIoDER3BeEG8WTHhs,Nhà Nghỉ Xuân Lan Cần Thơ,Nhà nghỉ trượt tuyết,0292 3783 450,"Nhà Nghỉ Xuân Lan Cần Thơ, 482/17 Đường 30/4, Hưng Lợi, Ninh Kiều, Cần Thơ 94116","Hưng Lợi, Ninh Kiều",482/17 Đường 30/4,Cần Thơ,94116.0,"Ninh Kiều, Cần Thơ",VN
106,ChIJ9c_AOZ9ioDERd77TODMYF9E,Khách sạn Mỹ Ngọc,Khách sạn,0292 3769 065,"Khách sạn Mỹ Ngọc, 25 Đường Châu Văn Liêm, Tân An, Ninh Kiều, Cần Thơ","Tân An, Ninh Kiều",25 Đường Châu Văn Liêm,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
115,ChIJrwmGrxpjoDERqKZCXHWOqK0,Hoang Son Hotel Can Tho (Khách sạn Hoàng Sơn),Khách sạn,0292 3857 666,"Hoang Son Hotel Can Tho (Khách sạn Hoàng Sơn), 191A Trần Văn Khéo, Cái Khế, Ninh Kiều, Cần Thơ 900000","Cái Khế, Ninh Kiều",191A Trần Văn Khéo,Cần Thơ,900000.0,"Ninh Kiều, Cần Thơ",VN
117,ChIJK9y1gPFjoDER-qJqR-sBwgM,MIDMOST Boutique Hostel,Nhà trọ,0292 3661 122,"MIDMOST Boutique Hostel, 12/3 Đại lộ Hoà Bình, Tân An, Ninh Kiều, Cần Thơ","Tân An, Ninh Kiều",12/3 Đại lộ Hoà Bình,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
125,ChIJqS4lrpVjoDERTiAkHJebpUc,Nama Hotel (Ngay TTTM Cái Khế),Khách sạn,0774 456 565,"Nama Hotel (Ngay TTTM Cái Khế), 32 Đ. Trần Đại Nghĩa, p, Ninh Kiều, Cần Thơ 900000","p, Ninh Kiều",32 Đ. Trần Đại Nghĩa,Cần Thơ,900000.0,"Ninh Kiều, Cần Thơ",VN
130,ChIJqZG8LgdjoDERkT11tOpP7dk,Hotel Tina 2,Khách sạn,0392 317 317,"Hotel Tina 2, 55 Nguyễn Thị Sáu, Phú Thứ, Cái Răng, Cần Thơ 900000","Phú Thứ, Cái Răng",55 Nguyễn Thị Sáu,Cần Thơ,900000.0,"Cái Răng, Cần Thơ",VN
132,ChIJydkPjKFioDERF3uD2NwVdz4,Khách Sạn Ngân Hà,Khách sạn,0292 6252 575,"Khách Sạn Ngân Hà, 41 Đ. Ngô Quyền, Tân An, Ninh Kiều, Cần Thơ","Tân An, Ninh Kiều",41 Đ. Ngô Quyền,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
133,ChIJoUqzNS9joDERzd2PGEiP4jA,Winter Spring Homestay,Khách sạn,0907 040 033,"Winter Spring Homestay, 75 Đ. Ung Văn Khiêm, An Hội, Ninh Kiều, Cần Thơ 900000","An Hội, Ninh Kiều",75 Đ. Ung Văn Khiêm,Cần Thơ,900000.0,"Ninh Kiều, Cần Thơ",VN
143,ChIJubmU91tjoDERYZmFp4cBvoU,Magnolia's Can Tho,Khách sạn,0292 3680 066,"Magnolia's Can Tho, 79 Đường Châu Văn Liêm, Tân An, Ninh Kiều, Cần Thơ 94113","Tân An, Ninh Kiều",79 Đường Châu Văn Liêm,Cần Thơ,94113.0,"Ninh Kiều, Cần Thơ",VN
144,ChIJPSHwg76JoDEROppM_S13GME,B Home,Nhà trọ,0939 056 605,"B Home, 16 Đường Tôn Thất Tùng, Cái Khế, Ninh Kiều, Cần Thơ","Cái Khế, Ninh Kiều",16 Đường Tôn Thất Tùng,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
145,ChIJ7XMs2C2JoDERim9jQQsrVGU,Adora Central Park,Nhà trọ,0918 946 299,"Adora Central Park, 6/28 Le Lai Can Tho Can Tho City, 94000","An Lạc, Ninh Kiều",6/28 Le Lai Can Tho Can Tho City,Cần Thơ,94000.0,"Ninh Kiều, Cần Thơ",VN
147,ChIJRxh7Gs5ncDERM-Fnx1pC81c,Khách sạn Soda House Homestay Cần Thơ,Khách sạn,0982 559 935,"Khách sạn Soda House Homestay Cần Thơ, Khu dân cư Ngân Thuận, Bình Thủy, Cần Thơ","Khu dân cư Ngân Thuận, Bình Thủy",,Cần Thơ,,"Bình Thủy, Cần Thơ",VN
148,ChIJ8dZEZZGJoDERJ3E84XB8v8k,LION HOTEL,Khách sạn,0292 3777 733,"LION HOTEL, 65 Hùng Vương, P, Ninh Kiều, Cần Thơ 94000","P, Ninh Kiều",65 Hùng Vương,Cần Thơ,94000.0,"Ninh Kiều, Cần Thơ",VN
149,ChIJn3vtOAZjoDERnJfUSrUGSkQ,KHÁCH SẠN LINH PHƯƠNG 3,Khách sạn,0939 628 606,"KHÁCH SẠN LINH PHƯƠNG 3, 55-57 Đ. Phạm Ngọc Thạch, Cái Khế, Ninh Kiều, Cần Thơ 94000","Cái Khế, Ninh Kiều",55-57 Đ. Phạm Ngọc Thạch,Cần Thơ,94000.0,"Ninh Kiều, Cần Thơ",VN
156,ChIJI9OtlTCJoDERduWJEDF2DU0,Motel 6,Khách sạn,0292 3502 468,"Motel 6, A3, TTVH Tây Đô, Phường Hưng Thạnh, Q, Cái Răng","Hưng Thành, Cái Răng","A3, TTVH Tây Đô, Phường Hưng Thạnh, Q",Cần Thơ,,"Cái Răng, Cần Thơ",VN
162,ChIJz1uukKFioDER2xJNxkM1dqM,Madella Hotel,Khách sạn,0292 3832 345,"Madella Hotel, 48 Đ. Ngô Quyền, Tân An, Ninh Kiều, Cần Thơ 94112","Tân An, Ninh Kiều",48 Đ. Ngô Quyền,Cần Thơ,94112.0,"Ninh Kiều, Cần Thơ",VN
163,ChIJI85HELSJoDER9iXSJSZuBdo,MIDMOST VILLA,Khách sạn,0779 661 122,"MIDMOST VILLA, 47 Lê Lai Ninh Kieu Can Tho City, 901700","An Lạc, Ninh Kiều",47 Lê Lai Ninh Kieu Can Tho City,Cần Thơ,901700.0,"Ninh Kiều, Cần Thơ",VN
164,ChIJy5F5N46HoDERE18ZTawlmoo,CHÍNH CHỦ - 299K,Khách sạn,0985 139 179,"CHÍNH CHỦ - 299K, 80 Nguyễn Hữu Trí, Cái Khế, Ninh Kiều, Cần Thơ","Cái Khế, Ninh Kiều",80 Nguyễn Hữu Trí,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
166,ChIJhxg5VgWHoDER03O7O4e86i8,Lasaoma Homestay,Khách sạn,0703 150 276,"Lasaoma Homestay, 27 đường, 01 Cầu Cồn Khương, Cái Khế, Ninh Kiều, Cần Thơ 900000","Cái Khế, Ninh Kiều","27 đường, 01 Cầu Cồn Khương",Cần Thơ,900000.0,"Ninh Kiều, Cần Thơ",VN
169,ChIJl6X2-aFioDERSxF7aJsHCjU,Winter Spring Hotel,Khách sạn,0292 3861 111,"Winter Spring Hotel, 22B Đ. Lê Thánh Tôn, Tân An, Ninh Kiều, Cần Thơ","Tân An, Ninh Kiều",22B Đ. Lê Thánh Tôn,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
171,ChIJ3WW7jSaJoDERrK7VkKoCMA8,Homestay Chez Moi,Khách sạn,0988 258 649,"2P63+59P Homestay Chez Moi, ấp Mỹ Thuận, Phong Điền, Cần Thơ","ấp Mỹ Thuận, Phong Điền",2P63+59P,Cần Thơ,,"Phong Điền, Cần Thơ",VN
173,ChIJrbz_WxWJoDER87eKdW_AOzk,HO GIA AN Home,Đại lý cho thuê văn phòng,0939 668 943,"HO GIA AN Home, 15A - G1 KDC, Tổ 3A, P, Ninh Kiều, Cần Thơ 900000","P, Ninh Kiều","15A - G1 KDC, Tổ 3A",Cần Thơ,900000.0,"Ninh Kiều, Cần Thơ",VN
177,ChIJEcA31HNjoDER1y2YTkVIdTg,MỸ KIM HOTEL- Ngay Bến Ninh Kiều,Khách sạn,0705 066 565,"MỸ KIM HOTEL- Ngay Bến Ninh Kiều, 12 Đ. Tân Trào, Tân An, Ninh Kiều, Cần Thơ","Tân An, Ninh Kiều",12 Đ. Tân Trào,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
178,ChIJf0S-MOiJoDERF-3Z9FJpnTg,Cato Homestay,Lưu trú nhà dân,0399 301 068,"Cato Homestay, Bông Vang, Mỹ Khánh, Phong Điền, Cần Thơ 940000","Mỹ Khánh, Phong Điền","Cato Homestay, Bông Vang",Cần Thơ,940000.0,"Phong Điền, Cần Thơ",VN
180,ChIJ3zQYmvpjoDERMBa0netwWiU,Hotel MONACO,Khách sạn,0937 848 508,"Hotel MONACO, 63 Đ. Nguyễn Ngọc Bích, Hưng Phú, Cái Răng, Cần Thơ","Hưng Phú, Cái Răng",63 Đ. Nguyễn Ngọc Bích,Cần Thơ,,"Cái Răng, Cần Thơ",VN
186,ChIJ4T5rgdiJoDERJIwTZ64StjE,Hân Cao Hotel,Khách sạn,0916 039 679,"Hân Cao Hotel, 53B Đường Số 4, khu dân cư, Ninh Kiều, Cần Thơ","khu dân cư, Ninh Kiều",53B Đường Số 4,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
189,ChIJ45GnQV1joDERQlxn7NiUq7k,Lucasta Hotel,Khách sạn,0292 3756 668,"Lucasta Hotel, 2 4 B22, KDC Hưng Phú 1, Cái Răng, Cần Thơ 90000","KDC Hưng Phú 1, Cái Răng",2 4 B22,Cần Thơ,90000.0,"Cái Răng, Cần Thơ",VN
195,ChIJnzu2R4ljoDER42BBD0WtxIE,Emerald Boutique Stay,Lưu trú nhà dân,0988 777 698,"Emerald Boutique Stay, 42 Đ. Đề Thám, Tân An, Ninh Kiều, Cần Thơ 94000","Tân An, Ninh Kiều",42 Đ. Đề Thám,Cần Thơ,94000.0,"Ninh Kiều, Cần Thơ",VN
196,ChIJ82zgLl1joDERh5ga76fWpMk,AMY HOTEL,Khách sạn,0376 363 299,"AMY HOTEL, 9B Đ. Lê Thánh Tôn, Tân An, Ninh Kiều, Cần Thơ","Tân An, Ninh Kiều",9B Đ. Lê Thánh Tôn,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
197,ChIJr3RJlRSJoDERzqOKgcnPdyM,Rich Hotel,Khách sạn,0365 550 024,"Rich Hotel, 86D Hùng Vương, An Cư, Ninh Kiều, Cần Thơ 90000","An Cư, Ninh Kiều",86D Hùng Vương,Cần Thơ,90000.0,"Ninh Kiều, Cần Thơ",VN
211,ChIJX1IaN5mJoDER_JzYqn4ZFt8,Kiely’s Homestay 1,Khách sạn,0914 444 574,"Kiely’s Homestay 1, 609 Đ. 30 Tháng 4, Hưng Lợi, Ninh Kiều, Cần Thơ","Hưng Lợi, Ninh Kiều",609 Đ. 30 Tháng 4,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
217,ChIJh8nR6M6JoDERF_9F4wBFSCU,Huy Hoàng Motel - Cần Thơ,Khách sạn,0907 738 677,"Huy Hoàng Motel - Cần Thơ, 25 Đ. Lê Lai, P, Ninh Kiều, Cần Thơ 94000","P, Ninh Kiều",25 Đ. Lê Lai,Cần Thơ,94000.0,"Ninh Kiều, Cần Thơ",VN
219,ChIJ0b4mSfdjoDERK9z29_MUCdk,De RiVé HomeStay,Khách sạn,0789 664 777,"De RiVé HomeStay, 10 Đ. Thủ Khoa Huân, Tân An, Ninh Kiều, Cần Thơ","Tân An, Ninh Kiều",10 Đ. Thủ Khoa Huân,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
221,ChIJ8cdiCueJoDERFh2ao_ZcBmg,LA' ANH Boutique Stay,Lưu trú nhà dân,0939 461 389,"LA' ANH Boutique Stay, 43 Đoàn Thị Điểm, p, Ninh Kiều, Cần Thơ 94000","p, Ninh Kiều",43 Đoàn Thị Điểm,Cần Thơ,94000.0,"Ninh Kiều, Cần Thơ",VN
222,ChIJrTxCfoBjoDERIyp2UiPJTqY,De Aquar Home Can Tho,Khách sạn,0396 188 008,"De Aquar Home Can Tho, 71 Trần Phú, Cái Khế, Ninh Kiều, Cần Thơ 90000","Cái Khế, Ninh Kiều",71 Trần Phú,Cần Thơ,90000.0,"Ninh Kiều, Cần Thơ",VN
227,ChIJs77ogrljoDERkRWOKQoyeSU,Hà Phương Hotel,Khách sạn,0975 642 943,"Hà Phương Hotel, 120/10B Trần Phú, Cái Khế, Ninh Kiều, Cần Thơ 94000","Cái Khế, Ninh Kiều",120/10B Trần Phú,Cần Thơ,94000.0,"Ninh Kiều, Cần Thơ",VN
231,ChIJBd0Gb06HoDER8WE8N1qV7qU,Khách sạn homestay KV II,Khách sạn,0975 741 761,"Khách sạn homestay KV II, 117 Trần Văn Nghiêm, An Thới, Bình Thủy, Cần Thơ 900000","An Thới, Bình Thủy",117 Trần Văn Nghiêm,Cần Thơ,900000.0,"Bình Thủy, Cần Thơ",VN
234,ChIJldzJUFWJoDER5IxGV1uEN1E,Quyen's House,Khách sạn,0947 122 514,"Quyen's House, 14/54B Đ. Lý Tự Trọng, An Cư, Ninh Kiều, Cần Thơ 90000","An Cư, Ninh Kiều",14/54B Đ. Lý Tự Trọng,Cần Thơ,90000.0,"Ninh Kiều, Cần Thơ",VN
236,ChIJiTYt3hFjoDER5EbQ1gS93w0,Khách sạn 101,Khách sạn,0292 3699 899,"Khách sạn 101, 101 Võ Văn Tần, Tân An, Ninh Kiều, Cần Thơ","Tân An, Ninh Kiều",101 Võ Văn Tần,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
237,ChIJOZdQXndjoDERq7ziM7plSzE,Winter Spring Homestay Center,Khách sạn,0348 030 303,"Winter Spring Homestay Center, 14 Đ. Trần Đại Nghĩa, Cái Khế, Ninh Kiều, Cần Thơ 900000","Cái Khế, Ninh Kiều",14 Đ. Trần Đại Nghĩa,Cần Thơ,900000.0,"Ninh Kiều, Cần Thơ",VN
242,ChIJPSOpOwqJoDER_cunxnb_Sqs,Nhà Nghỉ Gia Bảo Tây Đô 68 - 4,Khách sạn,0826 111 222,"Nhà Nghỉ Gia Bảo Tây Đô 68 - 4, Đ. Số 1/46 LÔ 5C, Khu Đô Thị Mới Hồng Loan, Cái Răng, Cần Thơ","Khu Đô Thị Mới Hồng Loan, Cái Răng",Đ. Số 1/46 LÔ 5C,Cần Thơ,,"Cái Răng, Cần Thơ",VN
244,ChIJlY6DL7ljoDERGELyMYnHJSI,Hotel An Ngọc,Khách sạn,0292 3863 456,"Hotel An Ngọc, 26 Lý Hồng Thanh, Cái Khế, Ninh Kiều, Cần Thơ","Cái Khế, Ninh Kiều",26 Lý Hồng Thanh,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
248,ChIJCWEwS6mJoDERb2Yo-D25Who,Emerald Homestay & Tea,Lưu trú nhà dân,0988 777 698,"Emerald Homestay & Tea, 65 Đ. Trần Bình Trọng, An Phú, Ninh Kiều, Cần Thơ","An Phú, Ninh Kiều",65 Đ. Trần Bình Trọng,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
253,ChIJM2X17t6JoDERBCBiDmDj7EU,Nhà nghỉ Lê Anh 49,Khách sạn nghỉ dưỡng,0292 3898 152,"Nhà nghỉ Lê Anh 49, tp 49 Trần Văn Ơn, P, Ninh Kiều, Cần Thơ 90000","P, Ninh Kiều",tp 49 Trần Văn Ơn,Cần Thơ,90000.0,"Ninh Kiều, Cần Thơ",VN
254,ChIJYdIqSKhioDERZ8z-i2Wsi0c,Massage & Hotel Quý Phi Cần Thơ,Khách sạn,0886 079 079,"Massage & Hotel Quý Phi Cần Thơ, 65-67 Đ. Hồ Tùng Mậu, Cái Khế, Ninh Kiều, Cần Thơ 94107","Cái Khế, Ninh Kiều",65-67 Đ. Hồ Tùng Mậu,Cần Thơ,94107.0,"Ninh Kiều, Cần Thơ",VN
261,ChIJOxOS26eJoDER01ighJEB-cc,07 LUXSTAY CẦN THƠ,Khách sạn,,"07 LUXSTAY CẦN THƠ, 32 Đ. Trần Hoàng Na, Hưng Lợi, Ninh Kiều, Cần Thơ","Hưng Lợi, Ninh Kiều",32 Đ. Trần Hoàng Na,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
265,ChIJIwgad6FjoDERDJfCQ36T_qc,Khách sạn Mường Thanh Luxury Cần Thơ,Khách sạn,0292 3688 888,"Khách sạn Mường Thanh Luxury Cần Thơ, Khu E1, cồn, Ninh Kiều, Cần Thơ 900000","Cái Khế, Ninh Kiều","Khu E1, cồn",Cần Thơ,900000.0,"Ninh Kiều, Cần Thơ",VN
267,ChIJI8KQsKZioDERUP9U7k_StIk,Khách Sạn Kim Thơ,Khách sạn,0292 3817 517,"Khách Sạn Kim Thơ, 1 Ngô Gia Tự, Tân An, Ninh Kiều, Cần Thơ","Tân An, Ninh Kiều",1 Ngô Gia Tự,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
273,ChIJpxvXQp9ioDERZ3VRset6K-s,Khách sạn Hậu Giang,Khách sạn,0292 3821 851,"Khách sạn Hậu Giang, 34 Đ. Nam Kỳ Khởi Nghĩa, Tân An, Ninh Kiều, Cần Thơ 92000","Tân An, Ninh Kiều",34 Đ. Nam Kỳ Khởi Nghĩa,Cần Thơ,92000.0,"Ninh Kiều, Cần Thơ",VN
274,ChIJMVo7oJ9ioDER-Vwj7m1aQlQ,Khách sạn Á Châu,Khách sạn,0886 814 777,"Khách sạn Á Châu, 91 Đường Châu Văn Liêm, Tân An, Ninh Kiều, Cần Thơ","Tân An, Ninh Kiều",91 Đường Châu Văn Liêm,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
280,ChIJq6qqqq5ioDERX8Y8fIKI25c,Khách Sạn Aura Cần Thơ,Khách sạn,0292 3750 099,"Khách Sạn Aura Cần Thơ, 79B Đ. Phạm Ngọc Thạch, Cái Khế, Ninh Kiều, Cần Thơ","Cái Khế, Ninh Kiều",79B Đ. Phạm Ngọc Thạch,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
287,ChIJsdeg0rpioDERs-0JbfoDFuw,Khách sạn Công Đoàn,Khách sạn,0292 3824 349,"2QRV+8FJ Khách sạn Công Đoàn, Khu Bãi Cát, Ninh Kiều, Cần Thơ","Khu Bãi Cát, Ninh Kiều",2QRV+8FJ,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
288,ChIJlz29M6JioDERlZsi3kCqkhQ,Khách Sạn International,Khách sạn,0292 6254 567,"Khách Sạn International, Đường Hai Bà Trưng, Tân An, Ninh Kiều, Cần Thơ","Tân An, Ninh Kiều",Đường Hai Bà Trưng,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
292,ChIJHzsKmzeIoDERLOhCAwK-uSo,Khách Sạn Ngọc Lâm,Phòng cho thuê,0292 3783 961,"Khách Sạn Ngọc Lâm, 172C Đ. 3 Tháng 2, Xuân Khánh, Ninh Kiều, Cần Thơ 92000","Xuân Khánh, Ninh Kiều",172C Đ. 3 Tháng 2,Cần Thơ,92000.0,"Ninh Kiều, Cần Thơ",VN
301,ChIJ1S9NLaBioDERnVlW2tDnsyQ,Kim Lân Hotel,Khách sạn,0292 3817 049,"Kim Lân Hotel, 138A Đường Nguyễn An Ninh, Tân An, Ninh Kiều, Cần Thơ","Tân An, Ninh Kiều",138A Đường Nguyễn An Ninh,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
