,place_id,name,main_category,phone,address,address_ward,address_street,address_city,address_postal_code,address_state,address_country_code,coordinates
243,ChIJf3OK352JoDERCkzn2K1qgqI,Bamboo Eco Village,Lưu trú nhà dân,0982 937 546,"Bamboo Eco Village, City, My Thuan Hamlet, Village, Mỹ Khánh, Phong Điền, Cần Thơ","Mỹ Khánh, Phong Điền","City, My Thuan Hamlet, Village",Cần Thơ,,"Phong Điền, Cần Thơ",VN,"10.00747,105.70543839999999"
254,ChIJn3vtOAZjoDERnJfUSrUGSkQ,KHÁCH SẠN LINH PHƯƠNG 3,Khách sạn,0939 628 606,"KHÁCH SẠN LINH PHƯƠNG 3, 55-57 Đ. Phạm Ngọc Thạch, Cái Khế, Ninh Kiều, Cần Thơ 94000","Cái Khế, Ninh Kiều",55-57 Đ. Phạm Ngọc Thạch,Cần Thơ,94000.0,"Ninh Kiều, Cần Thơ",VN,"10.0438869,105.7861971"
256,ChIJudtD9VCJoDERi-nVGE80SGc,FARMER Homestay,Nhà tranh,0908 112 398,"FARMER Homestay, Trường Chuyên Lý Tự Trọng mới, 30D/4, khu vực 2, Cái Răng, Cần Thơ 94000","khu vực 2, Cái Răng","Trường Chuyên Lý Tự Trọng mới, 30D/4",Cần Thơ,94000.0,"Cái Răng, Cần Thơ",VN,"10.0003377,105.79001009999999"
271,ChIJM2X17t6JoDERBCBiDmDj7EU,Nhà nghỉ Lê Anh 49,Khách sạn nghỉ dưỡng,0292 3898 152,"Nhà nghỉ Lê Anh 49, tp 49 Trần Văn Ơn, P, Ninh Kiều, Cần Thơ 90000","P, Ninh Kiều",tp 49 Trần Văn Ơn,Cần Thơ,90000.0,"Ninh Kiều, Cần Thơ",VN,"10.0503203,105.7697039"
286,ChIJIwgad6FjoDERDJfCQ36T_qc,Khách sạn Mường Thanh Luxury Cần Thơ,Khách sạn,0292 3688 888,"Khách sạn Mường Thanh Luxury Cần Thơ, Khu E1, cồn, Ninh Kiều, Cần Thơ 900000","Cái Khế, Ninh Kiều","Khu E1, cồn",Cần Thơ,900000.0,"Ninh Kiều, Cần Thơ",VN,"10.0424887,105.79033539999999"
290,ChIJI8KQsKZioDERUP9U7k_StIk,Khách Sạn Kim Thơ,Khách sạn,0292 3817 517,"Khách Sạn Kim Thơ, 1 Ngô Gia Tự, Tân An, Ninh Kiều, Cần Thơ","Tân An, Ninh Kiều",1 Ngô Gia Tự,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN,"10.0355179,105.788378"
298,ChIJsdeg0rpioDERs-0JbfoDFuw,Khách sạn Công Đoàn,Khách sạn,0292 3824 349,"2QRV+8FJ Khách sạn Công Đoàn, Khu Bãi Cát, Ninh Kiều, Cần Thơ","Khu Bãi Cát, Ninh Kiều",2QRV+8FJ,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN,"10.040833,105.7936316"
312,ChIJlz29M6JioDERlZsi3kCqkhQ,Khách Sạn International,Khách sạn,0292 6254 567,"Khách Sạn International, Đường Hai Bà Trưng, Tân An, Ninh Kiều, Cần Thơ","Tân An, Ninh Kiều",Đường Hai Bà Trưng,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN,"10.034669,105.788769"
313,ChIJK5O1YrqJoDERmjmhBXenhc8,NguyenShack Mekong,Khách sạn,,"NguyenShack Mekong, 185c Cầu Ông Tiêm, Thường Thạnh, Cái Răng, Cần Thơ","Thường Thạnh, Cái Răng",185c Cầu Ông Tiêm,Cần Thơ,,"Cái Răng, Cần Thơ",VN,"9.9763106,105.7636242"
328,ChIJ__R1FJKJoDERDTJoz7SFaME,Hưng's Homestay (Hung's Homestay).,Nhà tranh,0903 849 881,"Hưng's Homestay (Hung's Homestay)., 163 Thạnh Huề, Thường Thạnh, Cái Răng, Cần Thơ 0710","Thường Thạnh, Cái Răng",163 Thạnh Huề,Cần Thơ,710.0,"Cái Răng, Cần Thơ",VN,"9.98048,105.7531455"
343,ChIJndeG3eWPoDERyZZ_BNBtEVA,Lodge,Nhà nghỉ trượt tuyết,0768 666 836,"Lodge, Namnnamed Road, Ấp Trường Phú 1, Phong Điền, Cần Thơ","Ấp Trường Phú 1, Phong Điền",Namnnamed Road,Cần Thơ,,"Phong Điền, Cần Thơ",VN,"9.9825508,105.6014167"
347,ChIJJz8CNxiIoDERyj5gc4Mqv5g,Can Tho Riverside Hostel,Phòng cho thuê,0934 188 687,"Can Tho Riverside Hostel, 454B Đinh Công Chánh, Long Hoà, Bình Thủy, Cần Thơ","Long Hoà, Bình Thủy",454B Đinh Công Chánh,Cần Thơ,,"Bình Thủy, Cần Thơ",VN,"10.0623548,105.74152029999999"
362,ChIJqyXgmBiKoDERECQUXSeHvRg,Minh Việt homestay,Nhà nghỉ trượt tuyết,0978 123 213,"Minh Việt homestay, 245/1 khu vực Phú Quới . Phường Thường Thạnh . Quận Cái Răng o, Cần Thơ 94908","Thường Thạnh, Cái Răng",245/1 khu vực Phú Quới . Phường Thường Thạnh . Quận Cái Răng o,Cần Thơ,94908.0,"Cái Răng, Cần Thơ",VN,"9.9614876,105.7591504"
377,ChIJhV5st22IoDERn6JcyqSGHkU,Homestay ut hoai cai son,Chỗ trọ trong nhà,0986 266 401,"Homestay ut hoai cai son, KV Lợi Dũ A, Đường nội bộ KDC Lợi Dũ, An Bình, Ninh Kiều, Cần Thơ","An Bình, Ninh Kiều","KV Lợi Dũ A, Đường nội bộ KDC Lợi Dũ",Cần Thơ,,"Ninh Kiều, Cần Thơ",VN,"10.0086056,105.7457132"
392,ChIJ5cHvY0CJoDERhsrkVEZ0eX4,Ba Xinh Homestay,Khách sạn,0961 809 761,"Ba Xinh Homestay, 303 Mỹ Long, Mỹ Khánh, Phong Điền, Cần Thơ","Mỹ Khánh, Phong Điền",303 Mỹ Long,Cần Thơ,,"Phong Điền, Cần Thơ",VN,"9.9918216,105.7090291"
407,ChIJ28aOr-Z9oDERUrhqfSH2Y7o,Samba Posh Hostel,Khách sạn,0939 999 112,"Samba Posh Hostel, 6138c Đ. Nguyễn Văn Cừ, Cái Khế, Ninh Kiều, Cần Thơ","Cái Khế, Ninh Kiều",6138c Đ. Nguyễn Văn Cừ,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN,"10.0593302,105.7819067"
422,ChIJT7adeBiKoDERVuWEju581bM,Du lịch sinh thái Bảo Gia Trang Viên,Nhà hàng,,"XQ65+353 Du lịch sinh thái Bảo Gia Trang Viên, Đường Huỳnh Thị Nỡ, Phú Qưới, Cái Răng, Cần Thơ","Phú Qưới, Cái Răng","XQ65+353, Đường Huỳnh Thị Nỡ",Cần Thơ,,"Cái Răng, Cần Thơ",VN,"9.9601314,105.75792709999999"
427,ChIJxQLYH5KJoDERvmjdBDgzt8A,KIDU HOMESTAY,Lưu trú nhà dân,0907 370 918,"KIDU HOMESTAY, 139 ấp Mỹ Lộc, Mỹ Khánh, Phong Điền, Cần Thơ","Mỹ Khánh, Phong Điền",139 ấp Mỹ Lộc,Cần Thơ,,"Phong Điền, Cần Thơ",VN,"9.9970907,105.712119"
442,ChIJ1xBVu4pjoDEROwwamPxn5jQ,Binh Minh Ecolodge,Khách sạn nghỉ dưỡng,0939 729 996,"Binh Minh Ecolodge, 10 Hai Bà Trưng Phường Tân An, Quận Ninh Kiều Can Tho City, 94000","Tân An, Ninh Kiều","10 Hai Bà Trưng Phường Tân An, Quận Ninh Kiều Can Tho City",Cần Thơ,94000.0,"Ninh Kiều, Cần Thơ",VN,"10.030518899999999,105.7877269"
457,ChIJ_____zuJoDERzSrgj_vT8i8,Nhà Nghỉ,Khách sạn,0707 447 902,"Nhà Nghỉ, Lô 48C, Khu Tái Định Cư, Xã Mỹ Khánh, Huyện Phong Điền, Thành Phố Cần Thơ, Mỹ Khánh, Phong Điền, Cần Thơ","Mỹ Khánh, Phong Điền","Lô 48C, Khu Tái Định Cư, Xã Mỹ Khánh, Huyện Phong Điền, Thành Phố Cần Thơ",Cần Thơ,,"Phong Điền, Cần Thơ",VN,"9.9983647,105.7057792"
471,ChIJx4bCkWWJoDERY1ejBeFMCMI,Công ty TNHH một thành viên nhà Bungalow,Khách sạn nghỉ dưỡng,,"Công ty TNHH một thành viên nhà Bungalow, Mỹ Khánh, Phong Điền, Cần Thơ","Mỹ Khánh, Phong Điền",,Cần Thơ,,"Phong Điền, Cần Thơ",VN,"9.9983647,105.7057792"
472,ChIJsZ3ShK-JoDER68GSHXQ9OPs,Homestay/ Nhà trọ Special Life,,,"Homestay/ Nhà trọ Special Life, 286 Đ. Phạm Hùng, Lê Bình, Cái Răng, Cần Thơ","Lê Bình, Cái Răng",286 Đ. Phạm Hùng,Cần Thơ,,"Cái Răng, Cần Thơ",VN,"9.9942684,105.7491254"
