,place_id,name,main_category,phone,address,address_ward,address_street,address_city,address_postal_code,address_state,address_country_code,coordinates
180,ChIJR3TZaRGJoDERwjXFF4dP7Mw,Cửa Hàng Mắt Kính Mắt Việt,Cửa hàng phụ kiện thời trang,1900 6081,"Cửa Hàng Mắt Kính Mắt Việt, PG 102 Trung tâm thương mại Vincom, 209 Hẻm 553, Xuân Khánh, Ninh Kiều, Cần Thơ 900000","Xuân Khánh, Ninh Kiều","PG 102 Trung tâm thương mại Vincom, 209 Hẻm 553",Cần Thơ,900000.0,"Ninh Kiều, Cần Thơ",VN,"10.0114454,105.7602246"
193,ChIJeQxJIyaJoDERa1GGbJkxY28,Mắt Kính Eye Care,Cửa hàng kính mát,0767 997 585,"2QQ5+JP2 Mắt Kính Eye Care, 171A Đ. Nguyễn Tri Phương, Phường An Khánh, Ninh Kiều, Cần Thơ 90000","Phường An Khánh, Ninh Kiều","2QQ5+JP2, 171A Đ. Nguyễn Tri Phương",Cần Thơ,90000.0,"Ninh Kiều, Cần Thơ",VN,"10.0389742,105.7593443"
208,ChIJb4AV-CiJoDERCkQ8y9GFtg0,Mắt kính Sunday - Cần thơ,Nhà bán buôn thiết bị quang học,0939 350 345,"Mắt kính Sunday - Cần thơ, 32 Đ. Lý Tự Trọng, Tân An, TP, Cần Thơ","Tân An, TP",32 Đ. Lý Tự Trọng,Cần Thơ,,"TP, Cần Thơ",VN,"10.034606,105.7795311"
223,ChIJSSu_P9NjoDERShEFibclnaI,AN GIA OPTIC,Cửa hàng kính mát,0908 999 906,"AN GIA OPTIC, 184 Đ. Trần Hưng Đạo, An Phú, Ninh Kiều, Cần Thơ","An Phú, Ninh Kiều",184 Đ. Trần Hưng Đạo,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN,"10.035690899999999,105.77548639999999"
224,ChIJwZBGPSaJoDERwo-LM6IPdys,Bảo Anh Optic - Mắt Kính Chính Hãng Cần Thơ,Phòng khám,0913 145 424,"Bảo Anh Optic - Mắt Kính Chính Hãng Cần Thơ, 18 Huỳnh Cương, An Cư, Ninh Kiều, Cần Thơ 900000","An Cư, Ninh Kiều",18 Huỳnh Cương,Cần Thơ,900000.0,"Ninh Kiều, Cần Thơ",VN,"10.0396248,105.7780543"
248,ChIJCUiD0hyIoDERLC0Ejvesw6A,Cửa Hàng Mắt Kính Văn Nhiều,Cửa hàng kính,0292 3825 453,"Cửa Hàng Mắt Kính Văn Nhiều, 60 Hùng Vương, An Cư, Ninh Kiều, Cần Thơ","An Cư, Ninh Kiều",60 Hùng Vương,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN,"10.0433194,105.7782897"
263,ChIJkwRKyqKJoDER9z8dxnyatZc,Mắt Kính HMK,Cửa hàng,0385 006 571,"Mắt Kính HMK, 71 Đ. Mậu Thân, An Nghiệp, Ninh Kiều, Cần Thơ","An Nghiệp, Ninh Kiều",71 Đ. Mậu Thân,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN,"10.0428663,105.76557269999999"
277,ChIJ4Q-V8R-IoDER3a5Z4M_zMus,Mắt Kính 42 Cần Thơ,Người đo thị lực,0292 3734 906,"Mắt Kính 42 Cần Thơ, 42 Đ. Lý Tự Trọng, An Cư, Ninh Kiều, Cần Thơ 94000","An Cư, Ninh Kiều",42 Đ. Lý Tự Trọng,Cần Thơ,94000.0,"Ninh Kiều, Cần Thơ",VN,"10.0348131,105.779376"
291,ChIJjdW18gKIoDERH50AWHBuNWw,MẮT KÍNH PHẠM SĨ,Bác sĩ,0943 349 268,"MẮT KÍNH PHẠM SĨ, 17 Trần Phú, Thới Bình, Ninh Kiều, Cần Thơ","Thới Bình, Ninh Kiều",17 Trần Phú,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN,"10.0457022,105.7803295"
306,ChIJ0xQqabOJoDERrQpirdKBAyw,Mắt Kính BV Sài Gòn,Trung tâm mua sắm,0909 713 699,"Mắt Kính BV Sài Gòn, 1A đường 3, An Bình, Ninh Kiều, Cần Thơ","An Bình, Ninh Kiều",1A đường 3,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN,"10.0106705,105.7519198"
321,ChIJuUXzz0OIoDERejaDoxzcjJE,Cửa Hàng Mắt Kính Italy 2,Cửa hàng quần áo,,"Cửa Hàng Mắt Kính Italy 2, 289 Nguyễn Văn Cừ Nối Dài, Phường An Khánh, Ninh Kiều, Cần Thơ","Phường An Khánh, Ninh Kiều",289 Nguyễn Văn Cừ Nối Dài,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN,"10.0308305,105.751965"
322,ChIJAy4CC12JoDERWt12580wFHA,MẮT KÍNH CUB,Chuyên gia nhãn khoa,0396 561 851,"MẮT KÍNH CUB, 91 Đ. Trần Việt Châu, Thới Bình, Ninh Kiều, Cần Thơ","Thới Bình, Ninh Kiều",91 Đ. Trần Việt Châu,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN,"10.0485238,105.77471589999999"
323,ChIJdxklQtOJoDERERZTCuQ4v4o,Thế Giới Mắt Kính Cần Thơ,Người đo thị lực,0912 136 583,"Thế Giới Mắt Kính Cần Thơ, 162C Đ. 3 Tháng 2, Xuân Khánh, Ninh Kiều, Cần Thơ 900000","Xuân Khánh, Ninh Kiều",162C Đ. 3 Tháng 2,Cần Thơ,900000.0,"Ninh Kiều, Cần Thơ",VN,"10.0250703,105.76823189999999"
344,ChIJ1ZHvwrCJoDERjS9Fmtlsiws,Mắt kính điện biên phủ,Cửa hàng kính mát,,"2Q32+9HR Mắt kính điện biên phủ, Lê Bình, Cái Răng, Cần Thơ","Lê Bình, Cái Răng",2Q32+9HR,Cần Thơ,,"Cái Răng, Cần Thơ",VN,"10.0034985,105.7513895"
353,ChIJXc6tV0yJoDERca0-ExRyGqc,Cửa hàng Mắt kính Khải Minh,Cửa hàng kính mát,0919 743 968,"Cửa hàng Mắt kính Khải Minh, 58 BIS Hùng Vương, Thới Bình, Ninh Kiều, Cần Thơ 900000","Thới Bình, Ninh Kiều",58 BIS Hùng Vương,Cần Thơ,900000.0,"Ninh Kiều, Cần Thơ",VN,"10.0434269,105.77828609999999"
354,ChIJX4CyFiOIoDER1PTVz3Ntmy0,Cửa Hàng Mắt Kính Sao Việt,Cửa hàng,0932 273 737,"Cửa Hàng Mắt Kính Sao Việt, 106, Đường 3/2, Phường Xuân Khánh, Quận Ninh Kiều, Thành Phố Cần Thơ, Xuân Khánh, Ninh Kiều, Cần Thơ","Xuân Khánh, Ninh Kiều","106, Đường 3/2, Phường Xuân Khánh, Quận Ninh Kiều, Thành Phố Cần Thơ",Cần Thơ,,"Ninh Kiều, Cần Thơ",VN,"10.0294127,105.77215179999999"
376,ChIJQ3EedAOIoDER7ioaThrGTCo,Cửa Hàng Mắt Kiếng Ngọc Sáng,Cửa hàng,0937 151 451,"Cửa Hàng Mắt Kiếng Ngọc Sáng, 35 34 Đ. Phạm Ngũ Lão, Thới Bình, Ninh Kiều, Cần Thơ","Thới Bình, Ninh Kiều",35 34 Đ. Phạm Ngũ Lão,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN,"10.046059099999999,105.77735849999999"
383,ChIJxwwmOh2JoDERoynisu2uz9k,Mắt Kính Nhật Bản,Trung tâm mua sắm,0772 233 666,"Mắt Kính Nhật Bản, 404A Đ. Nguyễn Văn Linh, Phường An Khánh, Ninh Kiều, Cần Thơ","Phường An Khánh, Ninh Kiều",404A Đ. Nguyễn Văn Linh,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN,"10.025767,105.758837"
384,ChIJPUje2SydCjERCQndzWqNtiY,Cửa Hàng Mắt Kính Á Âu,Cửa hàng kính mát,,"Cửa Hàng Mắt Kính Á Âu, 39 Đ. 3 Tháng 2, Phường 1, Vĩnh Long","Phường 1, Vĩnh Long",39 Đ. 3 Tháng 2,Vĩnh Long,,Vĩnh Long,VN,"10.254048599999999,105.9707547"
409,ChIJ3c0Hu7OJoDERqJ_ahmkT2GY,Mắt Kính Đăng Khôi,Cửa hàng,,"Mắt Kính Đăng Khôi, 198 Đ. Lý Tự Trọng, An Phú, Ninh Kiều, Cần Thơ","An Phú, Ninh Kiều",198 Đ. Lý Tự Trọng,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN,"10.0378302,105.7766097"
424,ChIJI38p7aFioDERSorhm3H_bqk,Mắt Kính Phước Thành,Cửa hàng,,"Mắt Kính Phước Thành, 17 Phan Đình Phùng, Tân An, Ninh Kiều, Cần Thơ","Tân An, Ninh Kiều",17 Phan Đình Phùng,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN,"10.0337477,105.78703739999999"
425,ChIJ492v_TqIoDERvNO11OebDa0,Cửa Hàng Mắt Kính Việt Anh,Cửa hàng,0907 305 606,"Cửa Hàng Mắt Kính Việt Anh, 45 Đ. 3 Tháng 2, Xuân Khánh, Ninh Kiều, Cần Thơ","Xuân Khánh, Ninh Kiều",45 Đ. 3 Tháng 2,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN,"10.025141,105.7677051"
426,ChIJw_ZOW2uIoDERGcRuDq-jU7A,Cửa Hàng Mắt Kính Thanh Liệt,Cửa hàng,0909 121 459,"Cửa Hàng Mắt Kính Thanh Liệt, 34 Đường số 24, Phường An Khánh, Ninh Kiều, Cần Thơ","Phường An Khánh, Ninh Kiều",34 Đường số 24,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN,"10.0385809,105.75754099999999"
427,ChIJ4yqW0B-IoDERm-H6Un9vw1U,Cửa Hàng Mắt Kính Hải Vân,,0292 2220 427,"Cửa Hàng Mắt Kính Hải Vân, 88 Đ. Đề Thám, Tân An, Ninh Kiều, Cần Thơ","Tân An, Ninh Kiều",88 Đ. Đề Thám,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN,"10.0347827,105.7816639"
464,ChIJ4682J96EoDERtBTo6jfZWxU,Cửa Hàng Mắt Kính Á Âu,Cửa hàng kính mát,0292 3860 870,"Cửa Hàng Mắt Kính Á Âu, 517 Đường 26 Tháng 3, Châu Văn Liêm, Ô Môn, Cần Thơ","Châu Văn Liêm, Ô Môn",517 Đường 26 Tháng 3,Cần Thơ,,"Ô Môn, Cần Thơ",VN,"10.1094239,105.6178333"
477,ChIJS51ig59ioDERmV68YH786cM,Cửa Hàng Mắt Kính Tuyết Mai,Nhà kim hoàn,7103825890,"Cửa Hàng Mắt Kính Tuyết Mai, 21 Đ. Nam Kỳ Khởi Nghĩa, Tân An, Ninh Kiều, Cần Thơ","Tân An, Ninh Kiều",21 Đ. Nam Kỳ Khởi Nghĩa,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN,"10.031625799999999,105.78598319999999"
478,ChIJ0VAI1qiJoDERzDYMSC4CcxI,Mắt kính Sài Gòn Star,Cửa hàng,0907 485 874,"Mắt kính Sài Gòn Star, 622 Đ. 30 Tháng 4, Hưng Lợi, Ninh Kiều, Cần Thơ","Hưng Lợi, Ninh Kiều",622 Đ. 30 Tháng 4,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN,"10.014601599999999,105.76234029999999"
479,ChIJFfD0_QeJoDERvMJfvZixOLk,Măt Kính 170,Cửa hàng đồ gia dụng,0918 492 170,"2QC4+556 Măt Kính 170, Khu dân cư 91B, Ninh Kiều, Cần Thơ","Khu dân cư 91B, Ninh Kiều",2QC4+556,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN,"10.0204136,105.7553823"
480,ChIJJapBZp9ioDERK-9Bbmu2QCw,Cửa Hàng Mắt Kính Phước Tân,Cửa hàng,0292 3820 052,"Cửa Hàng Mắt Kính Phước Tân, 11 Đ. Nam Kỳ Khởi Nghĩa, Tân An, Ninh Kiều, Cần Thơ","Tân An, Ninh Kiều",11 Đ. Nam Kỳ Khởi Nghĩa,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN,"10.031685,105.7861744"
482,ChIJ7R5BFpaJoDER_EsYiaTsi1E,Mắt Kính Thời Trang - Hàng Hiệu Giá Rẻ,Cửa hàng kính mát,,"Mắt Kính Thời Trang - Hàng Hiệu Giá Rẻ, 531C/8 Nguyễn Thị Tạo, Long Hoà, Bình Thủy, Cần Thơ","Long Hoà, Bình Thủy",531C/8 Nguyễn Thị Tạo,Cần Thơ,,"Bình Thủy, Cần Thơ",VN,"10.0502647,105.74179919999999"
543,ChIJTbem-6_bCTERzOEy88iL1PY,Mắt Kính Sài Gòn,Cửa hàng kính mát,0989 377 389,"Mắt Kính Sài Gòn, 135 Mạc Thiên Tích, Pháo Đài, Thành phố, Kiên Giang","Pháo Đài, Thành phố",135 Mạc Thiên Tích,Kiên Giang,,"Thành phố, Kiên Giang",VN,"10.3793119,104.48375039999999"
544,ChIJgdYLjKFioDER498KTVeWeTk,Cửa Hàng Mắt Kính Tây Đô,Cửa hàng,0292 3829 296,"Cửa Hàng Mắt Kính Tây Đô, 37 Đ. Ngô Quyền, Tân An, Ninh Kiều, Cần Thơ","Tân An, Ninh Kiều",37 Đ. Ngô Quyền,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN,"10.0339413,105.78753259999999"
545,ChIJIxlfjgeJoDERGyhvtMt9tKQ,Mắt Kính HN Lens,Cửa hàng phụ kiện thời trang,0766 689 686,"Mắt Kính HN Lens, TP, 116b Hẻm 132 Đ. 3 Tháng 2, Xuân Khánh, Ninh Kiều, Cần Thơ 90000","Xuân Khánh, Ninh Kiều","TP, 116b Hẻm 132 Đ. 3 Tháng 2",Cần Thơ,90000.0,"Ninh Kiều, Cần Thơ",VN,"10.0177632,105.7613306"
546,ChIJO8sbxHGJoDERkqJaJzAv5mk,SỈ MẮT KÍNH CẦN THƠ,Trung tâm mua sắm,0939 824 152,"SỈ MẮT KÍNH CẦN THƠ, 1A Đường B4, Khu dân cư 91B, Ninh Kiều, Cần Thơ","Khu dân cư 91B, Ninh Kiều",1A Đường B4,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN,"10.0232317,105.7577754"
547,ChIJFzMz-i-IoDER06mHi11ZaRs,Trung Tâm Mắt Kính Cần Thơ,,0907 854 274,"Trung Tâm Mắt Kính Cần Thơ, 374 Đ. 30 Tháng 4, Xuân Khánh, Ninh Kiều, Cần Thơ","Xuân Khánh, Ninh Kiều",374 Đ. 30 Tháng 4,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN,"10.0219236,105.7708794"
548,ChIJh9v8wZhloDERz1uaG5bBzzA,Mắt kính Sài Gòn,Cửa hàng kính mát,0796 946 888,"Mắt kính Sài Gòn, 63 Phan Thanh Giản, Trà Ôn, vĩnh long, Vĩnh Long","Trà Ôn, vĩnh long",63 Phan Thanh Giản,Vĩnh Long,,"vĩnh long, Vĩnh Long",VN,"9.9651003,105.9213187"
577,ChIJY2wwjp-JoDERvzBP7gMZw1E,Mắt kính Thạnh Phát,Cửa hàng kính,,"Mắt kính Thạnh Phát, 16 Trưng Nữ Vương, Lê Bình, Cái Răng, Cần Thơ","Lê Bình, Cái Răng",16 Trưng Nữ Vương,Cần Thơ,,"Cái Răng, Cần Thơ",VN,"10.004546399999999,105.75182339999999"
578,ChIJ9cfXHCSIoDERiCEOdNlJoTg,Tiệm Kiếng Mắt Tâm Nhung,Cửa hàng,0292 3751 038,"Tiệm Kiếng Mắt Tâm Nhung, 6A1 Đ. 30 Tháng 4, Xuân Khánh, Ninh Kiều, Cần Thơ","Xuân Khánh, Ninh Kiều",6A1 Đ. 30 Tháng 4,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN,"10.026759199999999,105.77598739999999"
629,ChIJGyyO6gaIoDERbXgH-ryqAjg,Cửa Hàng Mắt Kính Nhật Long,Cửa hàng,0292 3760 251,"Cửa Hàng Mắt Kính Nhật Long, 107 Đ. Cách Mạng Tháng 8, An Hoà, Ninh Kiều, Cần Thơ 900000","An Hoà, Ninh Kiều",107 Đ. Cách Mạng Tháng 8,Cần Thơ,900000.0,"Ninh Kiều, Cần Thơ",VN,"10.0506593,105.7746086"
630,ChIJMaly2zaIoDERhPxwUA54Q7U,Tiệm Mắt Kính Sài Gòn,Cửa hàng,7103835152,"Tiệm Mắt Kính Sài Gòn, 150B Đ. 3 Tháng 2, Hưng Lợi, Ninh Kiều, Cần Thơ","Hưng Lợi, Ninh Kiều",150B Đ. 3 Tháng 2,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN,"10.019419599999999,105.763449"
631,ChIJzYMx2D-IoDER_R9NknlR0Lc,Cửa Hàng Mắt Kính Huê Mỹ,Cửa hàng,0783 997 988,"Cửa Hàng Mắt Kính Huê Mỹ, 381Q2 Đ. Trần Nam Phú, Phường An Khánh, Ninh Kiều, Cần Thơ","Phường An Khánh, Ninh Kiều",381Q2 Đ. Trần Nam Phú,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN,"10.0334678,105.7604514"
632,ChIJi2lTryaIoDERBDI5DRo98jY,Cửa Hàng Mắt Kính Tâm Nhung,Cửa hàng,0292 3751 138,"Cửa Hàng Mắt Kính Tâm Nhung, 1 Đ. 30 Tháng 4, Xuân Khánh, Ninh Kiều, Cần Thơ","Xuân Khánh, Ninh Kiều",1 Đ. 30 Tháng 4,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN,"10.026959,105.7764998"
633,ChIJN9cgOuaEoDERdYCFipDSN-s,Cơ Sở In Và Mắt Kính Quý,Cửa hàng,0292 3862 678,"Cơ Sở In Và Mắt Kính Quý, 46 Đường Trần Hưng Đạo, Châu Văn Liêm, Ô Môn, Cần Thơ","Châu Văn Liêm, Ô Môn",46 Đường Trần Hưng Đạo,Cần Thơ,,"Ô Môn, Cần Thơ",VN,"10.1144333,105.621817"
634,ChIJw9ToXSWIoDERcJQp7XkLAwQ,Cửa Hàng Dồng Hồ Mắt Kính Tâm,Cửa hàng,,"Cửa Hàng Dồng Hồ Mắt Kính Tâm, 2 Đ. 30 Tháng 4, Xuân Khánh, Ninh Kiều, Cần Thơ","Xuân Khánh, Ninh Kiều",2 Đ. 30 Tháng 4,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN,"10.0227317,105.77165629999999"
635,ChIJxQbghUtnoDERruflYuHsQ4M,Mắt kính nhãn khoa,Chuyên gia nhãn khoa,0947 789 220,"WVJV+PHQ Mắt kính nhãn khoa, Chợ Cái Côn, TT, An Lạc Thôn, Kế Sách, Sóc Trăng","An Lạc Thôn, Kế Sách","WVJV+PHQ, Chợ Cái Côn, TT",Sóc Trăng,,"Kế Sách, Sóc Trăng",VN,"9.9317932,105.8940234"
636,ChIJx-PZ91JnoDERMlkNagWw1PQ,Mắt kính nhãn khoa,Chuyên gia nhãn khoa,,"Mắt kính nhãn khoa, 52 ấp an ninh 2, An Lạc Thôn, Kế Sách, Sóc Trăng","An Lạc Thôn, Kế Sách",52 ấp an ninh 2,Sóc Trăng,,"Kế Sách, Sóc Trăng",VN,"9.8901831,105.92886419999999"
638,ChIJX7tHXZ9ioDERrLWJADwHpqY,Cửa Hàng Kính Thời Trang Kỳ Quang,Cửa hàng kính mát,0292 3824 658,"Cửa Hàng Kính Thời Trang Kỳ Quang, 2 Đ. Nam Kỳ Khởi Nghĩa, Tân An, Ninh Kiều, Cần Thơ","Tân An, Ninh Kiều",2 Đ. Nam Kỳ Khởi Nghĩa,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN,"10.0317992,105.7865272"
640,ChIJ_6aSf9uJoDER0ZTsH3GondM,Mắt Kính Vinh Hiển,Cửa hàng kính mát,0947 989 535,"Mắt Kính Vinh Hiển, 390D/14B khu vực 2, Đ. Trần Nam Phú, Phường An Khánh, Ninh Kiều, Cần Thơ","Phường An Khánh, Ninh Kiều","390D/14B khu vực 2, Đ. Trần Nam Phú",Cần Thơ,,"Ninh Kiều, Cần Thơ",VN,"10.0343412,105.7591568"
642,ChIJY39D_rOHoDERAFPc_cai5AI,Mắt Kính Hòa Phát,Cửa hàng kính mát,0378 887 873,"Mắt Kính Hòa Phát, 11a Lê Hồng Phong, Bình Thuỷ, Bình Thủy, Cần Thơ","Bình Thuỷ, Bình Thủy",11a Lê Hồng Phong,Cần Thơ,,"Bình Thủy, Cần Thơ",VN,"10.0739825,105.7503876"
