,place_id,name,main_category,phone,address,address_ward,address_street,address_city,address_postal_code,address_state,address_country_code
56,ChIJQUl0WTwvdTEReY58J_zZmqI,Thẩm Mỹ Viện Thủy Tiên,Thẩm mỹ viện,1900 6878,"Thẩm Mỹ Viện Thủy Tiên, 82-84 Đ. Lê Thị Riêng, Phường Phạm Ngũ Lão, Quận 1, Thành phố Hồ Chí Minh 700000","Phường Phạm Ngũ Lão, Quận 1",82-84 Đ. Lê Thị Riêng,Thành phố Hồ Chí Minh,700000.0,"Quận 1, Thành phố Hồ Chí Minh",VN
58,ChIJt601IxovdTER_yTLJ4nCSHo,Bệnh viện Thẩm Mỹ Việt Mỹ,Thẩm mỹ viện,028 3838 9595,"Bệnh viện Thẩm Mỹ Việt Mỹ, 331 Đ. Nguyễn Trãi, Phường Nguyễn Cư Trinh, Quận 1, Thành phố Hồ Chí Minh","Phường Nguyễn Cư Trinh, Quận 1",331 Đ. Nguyễn Trãi,Thành phố Hồ Chí Minh,,"Quận 1, Thành phố Hồ Chí Minh",VN
67,ChIJedquCn0pdTERBHJDP_0CuSU,Viện thẩm mỹ Korea,Thẩm mỹ viện,0828 536 666,"Viện thẩm mỹ Korea, 149B Trương Định, P.9, Quận 3, Thành phố Hồ Chí Minh 71008","P.9, Quận 3",149B Trương Định,Thành phố Hồ Chí Minh,71008.0,"Quận 3, Thành phố Hồ Chí Minh",VN
68,ChIJhce23TaIoDERE1xa5WYpmqw,Thẩm Mỹ Viện Quốc Tế Aura,Thẩm mỹ viện,0833 082 222,"Thẩm Mỹ Viện Quốc Tế Aura, 207 Đ. 30 Tháng 4, Xuân Khánh, Ninh Kiều, Cần Thơ 900000","Xuân Khánh, Ninh Kiều",207 Đ. 30 Tháng 4,Cần Thơ,900000.0,"Ninh Kiều, Cần Thơ",VN
73,ChIJsxcs8oUvdTERTFKYDv0dxiY,Bệnh Viện Thẩm Mỹ Sao Hàn,Bệnh viện,1900 0045,"Bệnh Viện Thẩm Mỹ Sao Hàn, 781 C9 Đ. Lê Hồng Phong, Phường 12, Quận 10, Thành phố Hồ Chí Minh 70000","Phường 12, Quận 10",781 C9 Đ. Lê Hồng Phong,Thành phố Hồ Chí Minh,70000.0,"Quận 10, Thành phố Hồ Chí Minh",VN
74,ChIJgT_k7h-IoDERvxssFX1Hsdo,Viện Thẩm mỹ Kangnam Cần Thơ,Thẩm mỹ viện,0962 778 866,"Viện Thẩm mỹ Kangnam Cần Thơ, 28 Đ. Lý Tự Trọng, An Cư, Ninh Kiều, Cần Thơ 900000","An Cư, Ninh Kiều",28 Đ. Lý Tự Trọng,Cần Thơ,900000.0,"Ninh Kiều, Cần Thơ",VN
81,ChIJ-8uzlG0vdTERWH4ursveZPk,Thẩm Mỹ Viện Tấm,Thẩm mỹ viện,0966 605 600,"Thẩm Mỹ Viện Tấm, 98 Hoàng Trọng Mậu, Tân Hưng, Quận 7, Thành phố Hồ Chí Minh 700000","Tân Hưng, Quận 7",98 Hoàng Trọng Mậu,Thành phố Hồ Chí Minh,700000.0,"Quận 7, Thành phố Hồ Chí Minh",VN
88,ChIJDQY7dHYZVRARo_aP-kX9Bos,Thẩm Mỹ Viện Thu Minh,Thẩm mỹ viện,0292 3653 939,"Thẩm Mỹ Viện Thu Minh, 122 Đ. 30 Tháng 4, An Phú, Ninh Kiều, Cần Thơ","An Phú, Ninh Kiều",122 Đ. 30 Tháng 4,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
92,ChIJ3WO40T-JoDERVoQXGel_cbY,Huỳnh Như - Phun Xăm Thẩm Mỹ & Nối Mi,Thẩm mỹ viện,0945 167 986,"Huỳnh Như - Phun Xăm Thẩm Mỹ & Nối Mi, 8 Đ. Tô Hiến Thành, Phường An Khánh, Ninh Kiều, Cần Thơ","Phường An Khánh, Ninh Kiều",8 Đ. Tô Hiến Thành,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
95,ChIJ9bGDXdiJoDERS1FnOOGsGBY,Thẩm Mỹ Viện Quốc Tế Bắc Mỹ - TP Cần Thơ,Thẩm mỹ viện,0867 385 229,"Thẩm Mỹ Viện Quốc Tế Bắc Mỹ - TP Cần Thơ, 86B Hùng Vương, An Cư, Ninh Kiều, Cần Thơ 94000","An Cư, Ninh Kiều",86B Hùng Vương,Cần Thơ,94000.0,"Ninh Kiều, Cần Thơ",VN
102,ChIJh21_pXOJoDERanDvw8L41PU,Phòng khám Chuyên Khoa Thẩm Mỹ Việt Đức,Thẩm mỹ viện,0907 909 093,"Phòng khám Chuyên Khoa Thẩm Mỹ Việt Đức, 287A Nguyễn Văn Cừ Nối Dài, An Bình, Ninh Kiều, Cần Thơ","An Bình, Ninh Kiều",287A Nguyễn Văn Cừ Nối Dài,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
108,ChIJX8ZQ3gKIoDERQIF_hwumnGQ,Thẩm Mỹ Thái - Hàn Cần Thơ,Thẩm mỹ viện,0907 515 568,"Thẩm Mỹ Thái - Hàn Cần Thơ, Hẻm 54 Hùng Vương, Thới Bình, Ninh Kiều, Cần Thơ 94000","Thới Bình, Ninh Kiều",Hẻm 54 Hùng Vương,Cần Thơ,94000.0,"Ninh Kiều, Cần Thơ",VN
117,ChIJtRptgXWJoDERoLrZU_WEpiU,Phòng Khám Phẫu Thuật Thẩm Mỹ - Ths.Bs Nguyễn Trung Hiếu,Bác sĩ phẫu thuật thẩm mỹ,0939 331 357,"Phòng Khám Phẫu Thuật Thẩm Mỹ - Ths.Bs Nguyễn Trung Hiếu, 146 Đ. Trần Hưng Đạo, An Phú, Ninh Kiều, Cần Thơ 94000","An Phú, Ninh Kiều",146 Đ. Trần Hưng Đạo,Cần Thơ,94000.0,"Ninh Kiều, Cần Thơ",VN
128,ChIJ0cDQGo0vdTERwdSySyyQiLY,Bác Sĩ Nguyễn Tiến Huy - Thẩm mỹ Saigon Venus,Bác sĩ phẫu thuật thẩm mỹ,0846 302 233,"Bác Sĩ Nguyễn Tiến Huy - Thẩm mỹ Saigon Venus, 702/2 Đ. Sư Vạn Hạnh, Phường 12, Quận 10, Thành phố Hồ Chí Minh 72410","Phường 12, Quận 10",702/2 Đ. Sư Vạn Hạnh,Thành phố Hồ Chí Minh,72410.0,"Quận 10, Thành phố Hồ Chí Minh",VN
129,ChIJyftpk3CJoDERd_K7bjzneG4,Viện Thẩm Mỹ JANGMI - Cần Thơ,Thẩm mỹ viện,0793 998 966,"Viện Thẩm Mỹ JANGMI - Cần Thơ, 3a Đ. Trần Văn Hoài, Xuân Khánh, Ninh Kiều, Cần Thơ","Xuân Khánh, Ninh Kiều",3a Đ. Trần Văn Hoài,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
136,ChIJq-BWHT8vdTERH6v6kauA5K0,Thẩm mỹ Dr.Nose,Thẩm mỹ viện,0903 667 375,"Thẩm mỹ Dr.Nose, 147 Đ. Nhật Tảo, Phường 8, Quận 10, Thành phố Hồ Chí Minh 11183","Phường 8, Quận 10",147 Đ. Nhật Tảo,Thành phố Hồ Chí Minh,11183.0,"Quận 10, Thành phố Hồ Chí Minh",VN
137,ChIJ-9B8yjWIoDERl9k7VC6dWfE,"THIẾT BỊ, DỤNG CỤ, VẬT TƯ Y KHOA - NHA KHOA - THẨM MỸ TÍN",Nhóm y khoa,0939 940 366,"THIẾT BỊ, DỤNG CỤ, VẬT TƯ Y KHOA - NHA KHOA - THẨM MỸ TÍN, 110A Đ. 3 Tháng 2, Hưng Lợi, Ninh Kiều, Cần Thơ","Hưng Lợi, Ninh Kiều",110A Đ. 3 Tháng 2,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
140,ChIJGVFdH1mJoDERb7bGFuLLl28,Viện Thẩm Mỹ Mayo Clinic - Cần Thơ,Thẩm mỹ viện,0328 115 724,"Viện Thẩm Mỹ Mayo Clinic - Cần Thơ, 727 Đ. Nguyễn Văn Cừ, Phường An Khánh, Ninh Kiều, Cần Thơ","Phường An Khánh, Ninh Kiều",727 Đ. Nguyễn Văn Cừ,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
144,ChIJ9QPfoDaIoDERzOqCnSwo-eY,Viện Thẩm Mỹ Quốc Tế Dencos Luxury Cần Thơ,Thẩm mỹ viện,0907 888 836,"Viện Thẩm Mỹ Quốc Tế Dencos Luxury Cần Thơ, 357 Hẻm 558 -30/4, Hưng Lợi, Ninh Kiều, Cần Thơ","Hưng Lợi, Ninh Kiều",357 Hẻm 558 -30/4,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
147,ChIJYQPRZKeJoDERq9vxXH57Jpw,Phun Xăm Thẩm Mỹ Ngọc Duyên,Thẩm mỹ viện,0947 218 335,"2QWF+QJ2 Phun Xăm Thẩm Mỹ Ngọc Duyên, 54/22B Đ. Trần Việt Châu, Thới Bình, Ninh Kiều, Cần Thơ","Thới Bình, Ninh Kiều","2QWF+QJ2, 54/22B Đ. Trần Việt Châu",Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
148,ChIJT1h0N2OJoDERi1Xu0YPjZCQ,Viện thẩm mỹ Quốc tế Hoàn Mỹ,Thẩm mỹ viện,0939 607 766,"Viện thẩm mỹ Quốc tế Hoàn Mỹ, 15B Đ. Mậu Thân, Xuân Khánh, Ninh Kiều, Cần Thơ 90000","Xuân Khánh, Ninh Kiều",15B Đ. Mậu Thân,Cần Thơ,90000.0,"Ninh Kiều, Cần Thơ",VN
149,ChIJGU2e5waJoDERfvJgIVqBIPo,Thẩm Mỹ Ngọc Duyên,Thẩm mỹ viện,0947 218 335,"Thẩm Mỹ Ngọc Duyên, Hẻm 107, 62/9 Hoàng Văn Thụ, An Cư, Ninh Kiều, Cần Thơ 94000","An Cư, Ninh Kiều","Hẻm 107, 62/9 Hoàng Văn Thụ",Cần Thơ,94000.0,"Ninh Kiều, Cần Thơ",VN
151,ChIJi8brO0GJoDEROf_hbUxUTF4,Thẩm Mỹ Haneul Cần Thơ,Thẩm mỹ viện,0832 516 555,"Thẩm Mỹ Haneul Cần Thơ, Số 207 Đường 30/4, An Phú, Ninh Kiều, Cần Thơ 900000","An Phú, Ninh Kiều",Số 207 Đường 30/4,Cần Thơ,900000.0,"Ninh Kiều, Cần Thơ",VN
152,ChIJe5rQ6TmJoDERZEkOiea7iys,Thẩm Mỹ Viện Quốc Tế Bắc Mỹ - TP Cần Thơ,Spa,0985 702 086,"Thẩm Mỹ Viện Quốc Tế Bắc Mỹ - TP Cần Thơ, 86B Hùng Vương, An Cư, Ninh Kiều, Cần Thơ","An Cư, Ninh Kiều",86B Hùng Vương,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
170,ChIJ4fp_MO-JoDERmzqKXAV0Zy8,Thẩm mỹ Mộc Thanh Clinic & Spa,Thẩm mỹ viện,0292 3886 686,"Thẩm mỹ Mộc Thanh Clinic & Spa, Số 40 Đường B24, Khu dân cư 91B, Ninh Kiều, Cần Thơ","Khu dân cư 91B, Ninh Kiều",Số 40 Đường B24,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
173,ChIJeZthgqGJoDER1ZPMwEuSJAU,SPa Phan Thắm - Phun Xâm Thẩm Mĩ,Thẩm mỹ viện,0947 598 878,"SPa Phan Thắm - Phun Xâm Thẩm Mĩ, 88 Ngô Sĩ Liên, Hưng Lợi, Ninh Kiều, Cần Thơ","Hưng Lợi, Ninh Kiều",88 Ngô Sĩ Liên,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
174,ChIJ9w7taiuJoDERmciPwChKVEA,Viện Thẩm Mỹ MARU,Thẩm mỹ viện,0767 931 234,"Viện Thẩm Mỹ MARU, 146E Đ. Trần Văn Hoài, Xuân Khánh, Ninh Kiều, Cần Thơ","Xuân Khánh, Ninh Kiều",146E Đ. Trần Văn Hoài,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
192,ChIJC4Tyq3djoDER-OyyB5B-Tvo,Thẩm mỹ viện Bích Phượng,Thẩm mỹ viện,0906 601 605,"Thẩm mỹ viện Bích Phượng, 26-24-22 Trần Văn Khéo, An Hội, Ninh Kiều, Cần Thơ","An Hội, Ninh Kiều",26-24-22 Trần Văn Khéo,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
194,ChIJ9UReBNWJoDERvRhL7vcmbjI,VIỆN THẨM MỸ HD,Thẩm mỹ viện,0981 620 602,"VIỆN THẨM MỸ HD, Số 74 Đ. 3 Tháng 2, Xuân Khánh, Ninh Kiều, Cần Thơ","Xuân Khánh, Ninh Kiều",Số 74 Đ. 3 Tháng 2,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
195,ChIJ39w-C86JoDERgnYPeputeDI,Viện Thẩm Mỹ HD Luxury Beauty Center,Thẩm mỹ viện,0978 067 133,"Viện Thẩm Mỹ HD Luxury Beauty Center, 180C Đ. Mạc Thiên Tích, Xuân Khánh, Ninh Kiều, Cần Thơ","Xuân Khánh, Ninh Kiều",180C Đ. Mạc Thiên Tích,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
205,ChIJST_kcI6JoDERp4KNQPLyCMY,PHÒNG KHÁM PHẪU THUẬT THẨM MỸ UY TÍN HÀNG ĐẦU TẠI CẦN THƠ - PHẪU THUẬT THẨM MỸ PHÚ LÂM,Thẩm mỹ viện,0913 759 959,"PHÒNG KHÁM PHẪU THUẬT THẨM MỸ UY TÍN HÀNG ĐẦU TẠI CẦN THƠ - PHẪU THUẬT THẨM MỸ PHÚ LÂM, 47 Đ. Lý Chính Thắng, Hưng Lợi, Ninh Kiều, Cần Thơ 900000","Hưng Lợi, Ninh Kiều",47 Đ. Lý Chính Thắng,Cần Thơ,900000.0,"Ninh Kiều, Cần Thơ",VN
207,ChIJCX3ThIaJoDERDSnx99dPtNI,Viện Thẩm Mỹ CÁT TIÊN By Trâm Nguyễn,Thẩm mỹ viện,0888 186 681,"Viện Thẩm Mỹ CÁT TIÊN By Trâm Nguyễn, 22b Đ. Trần Hoàng Na, Khu dân cư hàng bàng, Ninh Kiều, Cần Thơ","Khu dân cư hàng bàng, Ninh Kiều",22b Đ. Trần Hoàng Na,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
209,ChIJq8xxz0mIoDERGDLBjWJho7o,Công Ty Cổ Phần Thẩm Mỹ Viện Aura,Thẩm mỹ viện,,"Công Ty Cổ Phần Thẩm Mỹ Viện Aura, 172A Hẻm 132 Đ. 3 Tháng 2, Hưng Lợi, Ninh Kiều, Cần Thơ 900000","Hưng Lợi, Ninh Kiều",172A Hẻm 132 Đ. 3 Tháng 2,Cần Thơ,900000.0,"Ninh Kiều, Cần Thơ",VN
217,ChIJw8Dk3V2JoDERi_MzZxdprNI,Trung Tâm Thẩm Mỹ Y Khoa Meraki,Thẩm mỹ viện,0367 003 005,"Trung Tâm Thẩm Mỹ Y Khoa Meraki, 444 446 Đ. 30 Tháng 4, Hưng Lợi, Ninh Kiều, Cần Thơ 94116","Hưng Lợi, Ninh Kiều",444 446 Đ. 30 Tháng 4,Cần Thơ,94116.0,"Ninh Kiều, Cần Thơ",VN
223,ChIJtV2J_HaJoDERlYeOl11aH_o,THẨM MỸ GANG NAM SG,Thẩm mỹ viện,0522 333 345,"THẨM MỸ GANG NAM SG, 52 Khu dân cư Hồng Loan, Hưng Thành, Cái Răng, Cần Thơ 90000","Hưng Thành, Cái Răng",52 Khu dân cư Hồng Loan,Cần Thơ,90000.0,"Cái Răng, Cần Thơ",VN
231,ChIJb-YCoCUvdTER9mFaGws2gME,Bác sĩ Chiêm Quốc Thái,Thẩm mỹ viện,0942 757 888,"Bác sĩ Chiêm Quốc Thái, 331 Đ. Nguyễn Trãi, Phường Nguyễn Cư Trinh, Quận 1, Thành phố Hồ Chí Minh 700000","Phường Nguyễn Cư Trinh, Quận 1",331 Đ. Nguyễn Trãi,Thành phố Hồ Chí Minh,700000.0,"Quận 1, Thành phố Hồ Chí Minh",VN
238,ChIJncDGzKNioDERBPc_tAGbPgU,Thẩm Mỹ Viện IIC,Thẩm mỹ viện,0909 098 669,"Thẩm Mỹ Viện IIC, 03 Ngô Gia Tự, Tân An, Ninh Kiều, Cần Thơ","Tân An, Ninh Kiều",03 Ngô Gia Tự,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
243,ChIJ301JH_CvCjERXGq5-tAU_5U,Thẩm Mỹ Thanh My,Thẩm mỹ viện,0273 6250 245,"Thẩm Mỹ Thanh My, 402 Trần Hưng Đạo, Phường 5, Thành phố Mỹ Tho, Tiền Giang","Phường 5, Thành phố Mỹ Tho",402 Trần Hưng Đạo,Tiền Giang,,"Thành phố Mỹ Tho, Tiền Giang",VN
249,ChIJjVQhMEaJoDERHp_g6L6phgI,THẨM MỸ VIỆN QUỐC TẾ YENA CẦN THƠ,Thẩm mỹ viện,0932 811 885,"THẨM MỸ VIỆN QUỐC TẾ YENA CẦN THƠ, 69 Đ. Mậu Thân, An Nghiệp, Ninh Kiều, Cần Thơ","An Nghiệp, Ninh Kiều",69 Đ. Mậu Thân,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
256,ChIJp5FeNx-IoDERQDfGfg69FgU,Thẩm Mỹ Hồng Đào Allegra,Thẩm mỹ viện,0979 088 882,"Thẩm Mỹ Hồng Đào Allegra, 110A Hùng Vương, An Cư, Ninh Kiều, Cần Thơ 900000","An Cư, Ninh Kiều",110A Hùng Vương,Cần Thơ,900000.0,"Ninh Kiều, Cần Thơ",VN
265,ChIJtw63LIiJoDERl0Ih29lF6ZU,Viện Thẩm Mỹ Cát Tiên By Trâm Nguyễn,Thẩm mỹ viện,0888 186 681,"Viện Thẩm Mỹ Cát Tiên By Trâm Nguyễn, 209 Đ. 30 Tháng 4, Xuân Khánh, Ninh Kiều, Cần Thơ","Xuân Khánh, Ninh Kiều",209 Đ. 30 Tháng 4,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
269,ChIJIekcq4CJoDERNmU9b-FztC4,Viện Thẩm Mỹ YOUNG BEAUTY,Thẩm mỹ viện,0901 011 516,"Viện Thẩm Mỹ YOUNG BEAUTY, 40d Đ. Trần Hoàng Na, Hưng Lợi, Ninh Kiều, Cần Thơ","Hưng Lợi, Ninh Kiều",40d Đ. Trần Hoàng Na,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
272,ChIJ5YBd_bCJoDERlq7M9wUBpHo,Thẩm Mỹ Ngọc Khởi,Thẩm mỹ viện,0939 013 907,"Thẩm Mỹ Ngọc Khởi, 161 Đ. Phạm Hùng, Lê Bình, Cái Răng, Cần Thơ","Lê Bình, Cái Răng",161 Đ. Phạm Hùng,Cần Thơ,,"Cái Răng, Cần Thơ",VN
277,ChIJgdM1XueJoDERWmtD6VHdPuo,VIỆN THẨM MỸ JINHI,Thẩm mỹ viện,0916 867 169,"VIỆN THẨM MỸ JINHI, 89 Đ. Mạc Thiên Tích, Xuân Khánh, Ninh Kiều, Cần Thơ","Xuân Khánh, Ninh Kiều",89 Đ. Mạc Thiên Tích,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
280,ChIJp0cR7V6JoDERZmSydF20dr4,Thẩm mỹ viện Thu Anh,Thẩm mỹ viện,0968 321 992,"Thẩm mỹ viện Thu Anh, 110 Đ. Trần Hoàng Na, Khu dân cư 91B, Ninh Kiều, Cần Thơ 94000","Khu dân cư 91B, Ninh Kiều",110 Đ. Trần Hoàng Na,Cần Thơ,94000.0,"Ninh Kiều, Cần Thơ",VN
285,ChIJbxzAKP5joDERGTOolBlOYZQ,Thẩm Mỹ Khánh Mee Beauty,Thẩm mỹ viện,0966 512 277,"Thẩm Mỹ Khánh Mee Beauty, 138a Đường Nguyễn An Ninh, Tân An, Ninh Kiều, Cần Thơ","Tân An, Ninh Kiều",138a Đường Nguyễn An Ninh,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
287,ChIJ4ej3UcKJoDERMJ-H_ulPmmg,thẩm mỹ viện nguyên chu,Thẩm mỹ viện,0345 382 825,"thẩm mỹ viện nguyên chu, 511a Trần Hưng Đạo, Lê Bình, Cái Răng, Cần Thơ","Lê Bình, Cái Răng",511a Trần Hưng Đạo,Cần Thơ,,"Cái Răng, Cần Thơ",VN
288,ChIJWS3NDCWIoDER_k4T4kt_fd8,Thẩm Mỹ Viện,Thẩm mỹ viện,0292 3783 387,"Thẩm Mỹ Viện, 310 Đ. 30 Tháng 4, Xuân Khánh, Ninh Kiều, Cần Thơ","Xuân Khánh, Ninh Kiều",310 Đ. 30 Tháng 4,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
294,ChIJM5pLaoaJoDERwpKRqd4qWTU,Thẩm mỹ viện VICY,Thẩm mỹ viện,0966 660 046,"2QC9+3V5 Thẩm mỹ viện VICY, Hưng Lợi, Ninh Kiều, Cần Thơ","Hưng Lợi, Ninh Kiều",2QC9+3V5,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
299,ChIJb7iGnPhjoDER0Wg0Q8iN3pY,Angel Beauty,Thẩm mỹ viện,0938 669 004,"Angel Beauty, 131 Trần Văn Khéo, Cái Khế, Ninh Kiều, Cần Thơ 700000","Cái Khế, Ninh Kiều",131 Trần Văn Khéo,Cần Thơ,700000.0,"Ninh Kiều, Cần Thơ",VN
302,ChIJLa7NF-KJoDERASGUa8cXF-E,Thẩm Mỹ HeaVen,Thẩm mỹ viện,0987 170 868,"Thẩm Mỹ HeaVen, 32 Đ. Trần Hoàng Na, Phường An Khánh, Ninh Kiều, Cần Thơ","Phường An Khánh, Ninh Kiều",32 Đ. Trần Hoàng Na,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
303,ChIJV7_FlEeIoDER9h-H_AEyDcY,Viện Thẩm Mỹ Việt Đức,Thẩm mỹ viện,0907 009 093,"2PHX+4QW Viện Thẩm Mỹ Việt Đức, Đ. Nguyễn Hiền, Khu dân cư 91B, Ninh Kiều, Cần Thơ","Khu dân cư 91B, Ninh Kiều","2PHX+4QW, Đ. Nguyễn Hiền",Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
313,ChIJ4UZAKBmIoDERN7zfzXVz8U4,Thẩm Mỹ Viện Kim Linh,Thẩm mỹ viện,0292 6292 144,"Thẩm Mỹ Viện Kim Linh, 11 Đường A1, Cái Khế, Ninh Kiều, Cần Thơ","Cái Khế, Ninh Kiều",11 Đường A1,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
314,ChIJ_XJYZQ-IoDERJYeaavf9Dig,Thẩm Mỹ Kim Thanh,Thẩm mỹ viện,0939 992 646,"Thẩm Mỹ Kim Thanh, 233 Đ. Nguyễn Văn Cừ, An Hoà, Ninh Kiều, Cần Thơ","An Hoà, Ninh Kiều",233 Đ. Nguyễn Văn Cừ,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
315,ChIJPZ9lJR2IoDERAgnR7yqJKxQ,Thẩm Mỹ Thủy,Thẩm mỹ viện,0292 3826 437,"Thẩm Mỹ Thủy, 1 Hẻm 8 Đinh Tiên Hoàng, An Hội, Ninh Kiều, Cần Thơ","An Hội, Ninh Kiều",1 Hẻm 8 Đinh Tiên Hoàng,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
