,place_id,name,main_category,phone,address,address_ward,address_street,address_city,address_postal_code,address_state,address_country_code
36,ChIJ84ujgSOIoDERqbtL_vb5sjs,Quán nướng Sửu Ca,Nhà hàng,0939 345 079,"Quán nướng Sửu Ca, 85 Đ. Mạc Thiên Tích, Xuân Khánh, Ninh Kiều, Cần Thơ","Xuân Khánh, Ninh Kiều",85 Đ. Mạc Thiên Tích,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
41,ChIJORbk-IaJoDERH4t5k56gJ9g,BUFFET LẨU & NƯỚNG SOOWON CẦN THƠ,Nhà hàng món nướng,0776 891 889,"BUFFET LẨU & NƯỚNG SOOWON CẦN THƠ, 127/4b Võ Văn Kiệt, An Hoà, Ninh Kiều, Cần Thơ","An Hoà, Ninh Kiều",127/4b Võ Văn Kiệt,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
43,ChIJIdhJ1CiJoDERD31RVAxyNiY,Vườn Mây,Nhà hàng món nướng,0975 663 953,"Vườn Mây, TP, Đường số 7 KDC Đại học, Phường An Khánh, Ninh Kiều, Cần Thơ 92000","Phường An Khánh, Ninh Kiều","TP, Đường số 7 KDC Đại học",Cần Thơ,92000.0,"Ninh Kiều, Cần Thơ",VN
44,ChIJjzscOjutNTER1cNSvaWjGx4,Lẩu Nướng Tươi Quán,Nhà hàng,0965 281 988,"Lẩu Nướng Tươi Quán, 415 Giải Phóng, Phương Liệt, Thanh Xuân, Hà Nội 100000","Phương Liệt, Thanh Xuân",415 Giải Phóng,Hà Nội,100000.0,"Thanh Xuân, Hà Nội",VN
45,ChIJCSZ3vrGJoDERgaTQtfTTI0k,Tiệm Lẩu - Nướng A Nhỉu,Quán ăn nhỏ,0358 113 968,"2QR8+548 Tiệm Lẩu - Nướng A Nhỉu, Đ. Nguyễn Văn Cừ, Phường An Khánh, Ninh Kiều, Cần Thơ","Phường An Khánh, Ninh Kiều","2QR8+548, Đ. Nguyễn Văn Cừ",Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
58,ChIJR5BFUVyJoDERg8f9tonAL0M,Nướng- Lẩu Tomyum (Macsu Tea),Quán ăn nhỏ,0968 835 657,"Nướng- Lẩu Tomyum (Macsu Tea), hẻm liên tô 12_20 NVC, Hẻm 160, tổ 13, Ninh Kiều, Cần Thơ","tổ 13, Ninh Kiều","hẻm liên tô 12_20 NVC, Hẻm 160",Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
60,ChIJqw_CN2qJoDERFH6fP4quwjQ,Quán nướng NHÀ TOLE,Quán ăn nhỏ,0913 683 937,"Quán nướng NHÀ TOLE, Hẻm 51 Hẻm 132 Đ. 3 Tháng 2, Xuân Khánh, Ninh Kiều, Cần Thơ 94000","Xuân Khánh, Ninh Kiều",Hẻm 51 Hẻm 132 Đ. 3 Tháng 2,Cần Thơ,94000.0,"Ninh Kiều, Cần Thơ",VN
61,ChIJedpfnLKJoDERNldMEdOYl2c,Lẩu Nướng 8888,Nhà hàng món nướng,0796 872 868,"2QQ6+9C4 Lẩu Nướng 8888, KDC Đại Ngân, Phường An Khánh, Ninh Kiều, Cần Thơ","Phường An Khánh, Ninh Kiều",2QQ6+9C4 KDC Đại Ngân,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
70,ChIJO6SWQumJoDERIhfce7Y4UgI,Quán Nướng Lẩu KUMAN,Quán ăn nhỏ,0706 886 099,"Quán Nướng Lẩu KUMAN, 91 Đ. Nguyễn Đệ, An Hoà, Ninh Kiều, Cần Thơ","An Hoà, Ninh Kiều",91 Đ. Nguyễn Đệ,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
72,ChIJIVNNK6CJoDERuCNSn-zdtaY,Lẩu Nướng 777,Quán ăn nhỏ,0344 443 222,"Lẩu Nướng 777, 102/10A Đ. Trần Hoàng Na, Hưng Lợi, Ninh Kiều, Cần Thơ","Hưng Lợi, Ninh Kiều",102/10A Đ. Trần Hoàng Na,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
74,ChIJD4Fg0KyHoDERB_a2HMCH1L4,Chuỗi Buffet Lẩu và Nướng Cô 3 Còi_ Cần Thơ,Nhà hàng,0903 922 311,"Chuỗi Buffet Lẩu và Nướng Cô 3 Còi_ Cần Thơ, 44-46 Đ. Nguyễn Văn Cừ, Cái Khế, Ninh Kiều, Cần Thơ","Cái Khế, Ninh Kiều",44-46 Đ. Nguyễn Văn Cừ,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
79,ChIJ75JzwDEpdTERwOCPq2lFSFI,Sumo Yakiniku BBQ,Nhà hàng món Yakiniku,028 7300 0462,"Sumo Yakiniku BBQ, 300 Đ. Lê Văn Sỹ, Phường 1, Tân Bình, Thành phố Hồ Chí Minh","Phường 1, Tân Bình",300 Đ. Lê Văn Sỹ,Thành phố Hồ Chí Minh,,"Tân Bình, Thành phố Hồ Chí Minh",VN
80,ChIJHU-AEWwvdTERg3jO31KIhUQ,Chilli Lẩu Nướng Quán,Quán ăn nhỏ,0902 935 667,"Chilli Lẩu Nướng Quán, 232 Vĩnh Khánh, Phường 10, Quận 4, Thành phố Hồ Chí Minh","Phường 10, Quận 4",232 Vĩnh Khánh,Thành phố Hồ Chí Minh,,"Quận 4, Thành phố Hồ Chí Minh",VN
83,ChIJ-R0Iqe4vdTERVmDsU1M90bs,TAKA BBQ,Nhà hàng món nướng Hàn Quốc,028 6680 1769,"TAKA BBQ, 327 Đ. Nguyễn Tri Phương, Phường 5, Quận 10, Thành phố Hồ Chí Minh","Phường 5, Quận 10",327 Đ. Nguyễn Tri Phương,Thành phố Hồ Chí Minh,,"Quận 10, Thành phố Hồ Chí Minh",VN
84,ChIJ13YQUI-rNTERzFutDogutyE,Nhà Hàng Lẩu Nướng Đường Tàu,Nhà hàng,0704 051 111,"Nhà Hàng Lẩu Nướng Đường Tàu, 298 Đ. Lê Duẩn, Trung Phụng, Đống Đa, Hà Nội","Trung Phụng, Đống Đa",298 Đ. Lê Duẩn,Hà Nội,,"Đống Đa, Hà Nội",VN
85,ChIJG9K52AOJoDERpJh3cbpP0dE,Thế Giới Lẩu,Nhà hàng,0949 296 163,"Thế Giới Lẩu, 151/4 Đ. Trần Hoàng Na, Hưng Lợi, Ninh Kiều, Cần Thơ","Hưng Lợi, Ninh Kiều",151/4 Đ. Trần Hoàng Na,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
86,ChIJufaAhX6JoDER6hjJluRUoG8,Lẩu Nhúng,Nhà hàng,0909 744 222,"Lẩu Nhúng, 53 Ngô Sĩ Liên, Hưng Lợi, Ninh Kiều, Cần Thơ","Hưng Lợi, Ninh Kiều",53 Ngô Sĩ Liên,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
97,ChIJB-xIiDKJoDERWNWxT72nEAg,Phố Lẩu,Nhà hàng,,"Phố Lẩu, 158H/6 Đ. Nguyễn Văn Cừ, Phường An Khánh, Ninh Kiều, Cần Thơ","Phường An Khánh, Ninh Kiều",158H/6 Đ. Nguyễn Văn Cừ,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
98,ChIJ4bFpCt4udTERMXkEpmMOOOk,Dolpan Sam,Nhà hàng món nướng,028 7305 8979,"Dolpan Sam, số 11 Đ. Sư Vạn Hạnh, Phường 12, Quận 10, Thành phố Hồ Chí Minh","Phường 12, Quận 10",số 11 Đ. Sư Vạn Hạnh,Thành phố Hồ Chí Minh,,"Quận 10, Thành phố Hồ Chí Minh",VN
99,ChIJe-RyVaSJoDERffvlYIaUaZQ,Tiệm Nướng Chí Phèo KanTho,Nhà hàng món nướng,0292 7303 979,"Tiệm Nướng Chí Phèo KanTho, Đường số 3 khu cán bộ gv dhct, Hẻm 51, Hưng Lợi, Ninh Kiều, Cần Thơ","Hưng Lợi, Ninh Kiều","Đường số 3 khu cán bộ gv dhct, Hẻm 51",Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
106,ChIJlRakUIaJoDER_GtZbCbwzY4,Thích Lẩu,Nhà hàng món lẩu,0946 748 333,"Thích Lẩu, 2B Đ. Trần Hoàng Na, Hưng Lợi, Ninh Kiều, Cần Thơ 900000","Hưng Lợi, Ninh Kiều",2B Đ. Trần Hoàng Na,Cần Thơ,900000.0,"Ninh Kiều, Cần Thơ",VN
116,ChIJ3ZbfeSOIoDERQf2BhTHhde0,Delio House - Lẩu nướng sân thượng,Quán ăn nhẹ,0907 515 581,"Delio House - Lẩu nướng sân thượng, 48 bờ kè Mậu Thân, 3/2, Xuân Khánh, Ninh Kiều, Cần Thơ","Xuân Khánh, Ninh Kiều","48 bờ kè Mậu Thân, 3/2",Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
126,ChIJ-1GevF2JoDERDFlfMn0KraU,Vườn Nướng Nhà Ngân,Nhà hàng món nướng,,"2QQ8+6WG Vườn Nướng Nhà Ngân, Hẻm Lò Mổ, P, Ninh Kiều, Cần Thơ","P, Ninh Kiều","2QQ8+6WG, Hẻm Lò Mổ",Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
127,ChIJS9Fcy_GHoDERh_JDK9X8ozk,Quán Gà Vườn Táo Cồn Khương.,Quán ăn nhỏ,0707 322 328,"3Q6H+M3F Quán Gà Vườn Táo Cồn Khương., Đường số 1, Cái Khế, Ninh Kiều, Cần Thơ","Cái Khế, Ninh Kiều","3Q6H+M3F, Đường số 1",Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
128,ChIJ9TiLY7mJoDER7S7ers_dqFQ,THẾ GIỚI NƯỚNG,Món nướng,0939 065 965,"THẾ GIỚI NƯỚNG, Hẻm 51-Bờ hồ bún xáng, Cần Thơ","Xuân Khánh, Ninh Kiều",Hẻm 51-Bờ hồ bún xáng,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
129,ChIJ78QL6UOHoDERZALzYlTO2Xs,Buffet Home BBQ,Nhà hàng,,"Buffet Home BBQ, 42 Đ. Nguyễn Văn Cừ, Cái Khế, Ninh Kiều, Cần Thơ","Cái Khế, Ninh Kiều",42 Đ. Nguyễn Văn Cừ,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
130,ChIJbVaN0vOJoDERnlsL842h6SA,NƯỚNG LẨU 59 CẦN THƠ,Nhà hàng gia đình,0939 607 604,"NƯỚNG LẨU 59 CẦN THƠ, Số 1B đường 3/2, An Bình, Ninh Kiều, Cần Thơ","An Bình, Ninh Kiều",Số 1B đường 3/2,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
131,ChIJsbKXwmeJoDERj-_d99p8qc0,Tiệm bia Chị Dậu,Quán bia sân vườn,0775 836 826,"Tiệm bia Chị Dậu, 51A9A, Đ. Trần Nam Phú, Phường An Khánh, Ninh Kiều, Cần Thơ","Phường An Khánh, Ninh Kiều","51A9A, Đ. Trần Nam Phú",Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
136,ChIJ8ZP3f8OJoDERjg4Mt6EMxrs,Dê Tươi Tây Sơn,Nhà hàng quán rượu dành cho người sành ăn,0899 678 778,"2PCV+QCM Dê Tươi Tây Sơn, Nguyễn Văn Cừ Nối Dài, An Bình, Ninh Kiều, Cần Thơ","An Bình, Ninh Kiều","2PCV+QCM, Nguyễn Văn Cừ Nối Dài",Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
137,ChIJ96orouyJoDERKQ7X4x7bbGg,THÍCH LẨU CẦN THƠ 2,Nhà hàng,0938 313 397,"THÍCH LẨU CẦN THƠ 2, 117/4A Đ. 3 Tháng 2, Hưng Lợi, Ninh Kiều, Cần Thơ","Hưng Lợi, Ninh Kiều",117/4A Đ. 3 Tháng 2,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
138,ChIJxTBRQ7WJoDERBQsJAAA_PTw,Quán Lẩu Dê Thanh Thuý,Nhà hàng thịt cừu nướng,0918 485 177,"Quán Lẩu Dê Thanh Thuý, Hẻm 553, Hưng Lợi, Ninh Kiều, Cần Thơ","Hưng Lợi, Ninh Kiều",Hẻm 553,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
139,ChIJQbI8BAVjoDERILbrd1271Ho,Lẩu nướng Hàn Quốc Seong,Nhà hàng,0933 858 966,"Lẩu nướng Hàn Quốc Seong, 55 Đường Nguyễn An Ninh, Tân An, Ninh Kiều, Cần Thơ","Tân An, Ninh Kiều",55 Đường Nguyễn An Ninh,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
149,ChIJ10JVX96JoDER7_82zEIqBuA,TIỆM NHÀ VIVU,Nhà hàng,0706 899 979,"2QM7+JQ3 TIỆM NHÀ VIVU, Hẻm 51, Xuân Khánh, Ninh Kiều, Cần Thơ","Xuân Khánh, Ninh Kiều","2QM7+JQ3, Hẻm 51",Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
151,ChIJ8V5lirlEoDER_YzuB4io6_c,Quán lẩu nướng,Nhà hàng,,"QX9M+F9W Quán lẩu nướng, TT. Kế Sách, Kế Sách, Sóc Trăng","TT. Kế Sách, Kế Sách",QX9M+F9W,Sóc Trăng,,"Kế Sách, Sóc Trăng",VN
165,ChIJszrTDLtEoDER1H3jXM5ALVE,"Quán Lẩu, Nướng - CÔ NĂM",Nhà hàng,0939 958 969,"Quán Lẩu, Nướng - CÔ NĂM, Đường Ngô Quyền, TT. Kế Sách, Kế Sách, Sóc Trăng","TT. Kế Sách, Kế Sách",Đường Ngô Quyền,Sóc Trăng,,"Kế Sách, Sóc Trăng",VN
178,ChIJ0yYovCOIoDERXqemveXkq2o,Quán Lẩu Nướng 39k,Nhà hàng,0939 839 742,"Quán Lẩu Nướng 39k, 20 Đ. 3 Tháng 2, Xuân Khánh, Ninh Kiều, Cần Thơ 90000","Xuân Khánh, Ninh Kiều",20 Đ. 3 Tháng 2,Cần Thơ,90000.0,"Ninh Kiều, Cần Thơ",VN
183,ChIJm74DgOSJoDERNpIGyuE_-s0,Lẩu Vua - King HotPot,Nhà hàng,0982 199 339,"Lẩu Vua - King HotPot, 27 Đ. Phan Đăng Lưu, An Hội, Ninh Kiều, Cần Thơ","An Hội, Ninh Kiều",27 Đ. Phan Đăng Lưu,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
194,ChIJl_E1uk0pdTERD086FM8Enyo,Lẩu Nướng LỤC TỶ,Nhà hàng,0796 768 482,"Lẩu Nướng LỤC TỶ, 63 Đ. Cộng Hòa, Phường 4, Tân Bình, Thành phố Hồ Chí Minh 700000","Phường 4, Tân Bình",63 Đ. Cộng Hòa,Thành phố Hồ Chí Minh,700000.0,"Tân Bình, Thành phố Hồ Chí Minh",VN
195,ChIJx0IJXvOJoDERFJVbSn-io9s,Lẩu Nướng 3CE,Nhà hàng,,"Lẩu Nướng 3CE, Bún Xáng, 59/3, đường Bờ Hồ/Hẻm 51 Hẻm 132 Đ. 3 Tháng 2, Phường An Khánh, Ninh Kiều, Cần Thơ","Phường An Khánh, Ninh Kiều","Bún Xáng, 59/3, đường Bờ Hồ/Hẻm 51 Hẻm 132 Đ. 3 Tháng 2",Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
210,ChIJS9OOCWFjoDERuP2Ckt_tzc0,MÈN ƠI! LẨU - NƯỚNG - BIA TƯƠI 8K,Quán ăn nhỏ,0963 653 365,"MÈN ƠI! LẨU - NƯỚNG - BIA TƯƠI 8K, 45 Lê Lợi, Cái Khế, Ninh Kiều, Cần Thơ 900000","Cái Khế, Ninh Kiều",45 Lê Lợi,Cần Thơ,900000.0,"Ninh Kiều, Cần Thơ",VN
214,ChIJg2ZTmkeIoDERDPmHg94vXQA,Quán Nướng Vỉa Hè,Nhà hàng,,"Quán Nướng Vỉa Hè, 1A Đường B1, Hưng Lợi, Ninh Kiều, Cần Thơ","Hưng Lợi, Ninh Kiều",1A Đường B1,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
215,ChIJVSE5VjCIoDERm7fqhk97Ou4,Lẩu Nướng Bbq Thống,Nhà hàng,0292 3783 303,"Lẩu Nướng Bbq Thống, 272 Đ. Nguyễn Văn Linh, Hưng Lợi, Cái Răng, Cần Thơ","Hưng Lợi, Cái Răng",272 Đ. Nguyễn Văn Linh,Cần Thơ,,"Cái Răng, Cần Thơ",VN
217,ChIJs2bImSCJoDERAUb152zKmU0,Quán lẩu sinh viên 39k,Nhà hàng hải sản,0336 382 074,"2QM7+FJH Quán lẩu sinh viên 39k, Phường An Khánh, Ninh Kiều, Cần Thơ","Phường An Khánh, Ninh Kiều",2QM7+FJH,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
218,ChIJPTwnbKtjoDER_11TXcTjE_0,Quán nướng 3 Chì,Nhà hàng,0584 444 833,"2QVV+X49 Quán nướng 3 Chì, công viên, Bờ kè, Cái Khế, Ninh Kiều, Cần Thơ","Cái Khế, Ninh Kiều","2QVV+X49 công viên, Bờ kè",Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
223,ChIJaatiSOiJoDERC8KDpuxIlYw,Lẩu Nướng Nhà Mình,Quán ăn nhỏ,,"Lẩu Nướng Nhà Mình, khu cán bộ giảng viên, Đ. Số 4, Hưng Lợi, Ninh Kiều, Cần Thơ","Hưng Lợi, Ninh Kiều","khu cán bộ giảng viên, Đ. Số 4",Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
233,ChIJoU056x-JoDERz2A1l4skNsU,Lẩu Nướng Chill Thương Một Xíu,Nhà hàng món lẩu,0932 994 556,"Lẩu Nướng Chill Thương Một Xíu, 92 Đ. Lê Bình, Hưng Lợi, Ninh Kiều, Cần Thơ 94000","Hưng Lợi, Ninh Kiều",92 Đ. Lê Bình,Cần Thơ,94000.0,"Ninh Kiều, Cần Thơ",VN
237,ChIJ6-ZGtLWJoDERv8qfByL38E8,Quán Ốc Chị Hai,Nhà hàng gia đình,0878 506 111,"Quán Ốc Chị Hai, 102/14 Đ. Trần Hoàng Na, Hưng Lợi, Ninh Kiều, Cần Thơ","Hưng Lợi, Ninh Kiều",102/14 Đ. Trần Hoàng Na,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
243,ChIJXyqiuuuJoDERicWCYsUESaw,Lẩu Nướng No Nê,Quán ăn nhỏ,0393 136 848,"Lẩu Nướng No Nê, 124/22 Đ. Mạc Thiên Tích, bờ kè 3/2, Ninh Kiều, Cần Thơ 900000","bờ kè 3/2, Ninh Kiều",124/22 Đ. Mạc Thiên Tích,Cần Thơ,900000.0,"Ninh Kiều, Cần Thơ",VN
253,ChIJhcWa4bSJoDER3Qb_zyUHAaw,Lẩu nướng A Tài,Quán ăn nhỏ,,"2Q85+WFV Lẩu nướng A Tài, Đ. Trần Hoàng Na, An Bình, Ninh Kiều, Cần Thơ","An Bình, Ninh Kiều","2Q85+WFV, Đ. Trần Hoàng Na",Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
258,ChIJwRIs_uiJoDERCyy2IKqxVtQ,Lẩu nướng 123,Quán ăn nhỏ,0794 382 345,"Lẩu nướng 123, 123/5a Đ. Hồ Bún Xáng, Phường An Khánh, Ninh Kiều, Cần Thơ","Phường An Khánh, Ninh Kiều",123/5a Đ. Hồ Bún Xáng,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
259,ChIJPcgxzAGJoDER-t2oND8afT4,Lẩu Nướng Nhà Mình,Nhà hàng,0907 103 143,"2QJG+FH7 Lẩu Nướng Nhà Mình, Hẻm 1 Đ. Lý Tự Trọng, Xuân Khánh, Ninh Kiều, Cần Thơ","Xuân Khánh, Ninh Kiều","2QJG+FH7, Hẻm 1 Đ. Lý Tự Trọng",Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
264,ChIJs48VH0FjoDERkjf6gwKHMLA,Mèn ơi! Lẩu-Nướng-Bia Tươi 45 Lê Lợi,Món nướng,,"Mèn ơi! Lẩu-Nướng-Bia Tươi 45 Lê Lợi, 45 Lê Lợi, Cái Khế, Ninh Kiều, Cần Thơ 900000","Cái Khế, Ninh Kiều",45 Lê Lợi,Cần Thơ,900000.0,"Ninh Kiều, Cần Thơ",VN
274,ChIJmyGt2qKJoDEREO1ZvKVvTAA,Phố Lẩu - Nướng FuXy 39k,Nhà hàng lẩu lòng kiểu Nhật Bản,,"Phố Lẩu - Nướng FuXy 39k, Hẻm 51 Hẻm 132 Đ. 3 Tháng 2, Hưng Lợi, Ninh Kiều, Cần Thơ 900000","Hưng Lợi, Ninh Kiều",Hẻm 51 Hẻm 132 Đ. 3 Tháng 2,Cần Thơ,900000.0,"Ninh Kiều, Cần Thơ",VN
281,ChIJd_UVMpSJoDERTXaoccfjU6M,Quán BEN,Quán ăn nhỏ,0888 808 107,"Quán BEN, 76 Đ. Mạc Thiên Tích, Xuân Khánh, Ninh Kiều, Cần Thơ 900000","Xuân Khánh, Ninh Kiều",76 Đ. Mạc Thiên Tích,Cần Thơ,900000.0,"Ninh Kiều, Cần Thơ",VN
284,ChIJzyBWObCJoDERhCjynxZqYOU,Quán Lẩu & Nướng 79K,Nhà hàng món nướng,0939 737 377,"Quán Lẩu & Nướng 79K, 380d Đ. Trần Nam Phú, Phường An Khánh, Ninh Kiều, Cần Thơ","Phường An Khánh, Ninh Kiều",380d Đ. Trần Nam Phú,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
285,ChIJl6nMQwWJoDERDk4DcGMIqxU,Quán Lẩu Nướng Ven Biển 35k,Nhà hàng,,"Quán Lẩu Nướng Ven Biển 35k, 656 Đ. 30 Tháng 4, Hưng Lợi, Ninh Kiều, Cần Thơ","Hưng Lợi, Ninh Kiều",656 Đ. 30 Tháng 4,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
286,ChIJtZ5STBWIoDERLTWD6Kb9T0o,Quán Nhậu Mẹ Nấu Xào - Lẩu - Nướng,Nhà hàng,,"2QM5+RGW Quán Nhậu Mẹ Nấu Xào - Lẩu - Nướng, Đ. Trần Nam Phú, Phường An Khánh, Ninh Kiều, Cần Thơ","Phường An Khánh, Ninh Kiều","2QM5+RGW, Đ. Trần Nam Phú",Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
287,ChIJuREa6Q-JoDERWJ8ioWJRc38,Xo Quán - Chiên - Xào - Lẩu - Nướng & Beer,Quán bia,,"Xo Quán - Chiên - Xào - Lẩu - Nướng & Beer, 10 A Hồ Bún Xáng &, Hẻm 51, Phường An Khánh, Ninh Kiều, Cần Thơ","Phường An Khánh, Ninh Kiều","10 A Hồ Bún Xáng &, Hẻm 51",Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
288,ChIJI8brCr2boDERML7zaORhocY,Quán Lẩu-Nướng Thái,Nhà hàng món lẩu,,"Quán Lẩu-Nướng Thái, số 55 Bằng B, Hoàng Liệt, Hoàng Mai, Hà Nội","Hoàng Liệt, Hoàng Mai",số 55 Bằng B,Hà Nội,,"Hoàng Mai, Hà Nội",VN
290,ChIJD7INsY-JoDEROJ2fO2mB-TU,Lẩu Nướng Hải Sản Ka3,Quán bia,0702 902 001,"Lẩu Nướng Hải Sản Ka3, Hẻm 51, 51C Đ. 3 Tháng 2, Cần Thơ, 90000","Xuân Khánh, Cần Thơ","Hẻm 51, 51C Đ. 3 Tháng 2",Cần Thơ,90000.0,Cần Thơ,VN
297,ChIJoyPms65ioDERgYp3wV4uXtw,Quán Nem Nướng 68,Nhà hàng,0908 679 639,"Quán Nem Nướng 68, 68 Lê Lợi, Cái Khế, Ninh Kiều, Cần Thơ","Cái Khế, Ninh Kiều",68 Lê Lợi,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
