,place_id,name,main_category,phone,address,address_ward,address_street,address_city,address_postal_code,address_state,address_country_code
31,ChIJ2UWgXDApdTERZaZQjG0Elow,Karaoke Nốt Nhạc Vui,Karaoke theo video,028 3844 1311,"Karaoke Nốt Nhạc Vui, 293 Hoàng Văn Thụ, Phường 2, Tân Bình, Thành phố Hồ Chí Minh 100000","Phường 2, Tân Bình",293 Hoàng Văn Thụ,Thành phố Hồ Chí Minh,100000.0,"Tân Bình, Thành phố Hồ Chí Minh",VN
33,ChIJTTcenh-IoDERotzqxLda1Rk,KARAOKE KHOA,Quán bar karaoke,0292 3834 524,"KARAOKE KHOA, 1/36A Đ. Lý Tự Trọng, An Phú, Ninh Kiều, Cần Thơ","An Phú, Ninh Kiều",1/36A Đ. Lý Tự Trọng,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
35,ChIJE87BjpsvdTERcUor3CwyPYE,Karaoke Sinh Đôi SUPER VIP,Quán bar karaoke,028 2246 4777,"Karaoke Sinh Đôi SUPER VIP, 450A Nguyễn Thị Thập, Tân Quy, Quận 7, Thành phố Hồ Chí Minh","Tân Quy, Quận 7",450A Nguyễn Thị Thập,Thành phố Hồ Chí Minh,,"Quận 7, Thành phố Hồ Chí Minh",VN
37,ChIJC9J3WqEndTERhKn0a89fCEo,Karaoke Ấn Tượng,Quán bar karaoke,028 2246 7328,"Karaoke Ấn Tượng, 21 Dân Chủ, Bình Thọ, Thủ Đức, Thành phố Hồ Chí Minh","Bình Thọ, Thủ Đức",21 Dân Chủ,Thành phố Hồ Chí Minh,,"Thủ Đức, Thành phố Hồ Chí Minh",VN
39,ChIJgenvl6MpdTERKhM40-ifJFA,Karaoke Gold Star,Karaoke theo video,028 6257 7511,"Karaoke Gold Star, 142 Lê Văn Thọ, Phường 11, Gò Vấp, Thành phố Hồ Chí Minh","Phường 11, Gò Vấp",142 Lê Văn Thọ,Thành phố Hồ Chí Minh,,"Gò Vấp, Thành phố Hồ Chí Minh",VN
41,ChIJPVOVZ9UudTERps2ZsxKpfpQ,KARAOKE LÀN SÓNG XANH,Quán bar karaoke,0948 258 651,"KARAOKE LÀN SÓNG XANH, 514 Đ. Lê Văn Sỹ, Phường 14, Quận 3, Thành phố Hồ Chí Minh 70000","Phường 14, Quận 3",514 Đ. Lê Văn Sỹ,Thành phố Hồ Chí Minh,70000.0,"Quận 3, Thành phố Hồ Chí Minh",VN
43,ChIJQ9bIs65ioDERb-8EF7FFhxQ,Nhà Hàng - Karaoke Bến Cát,Nhà hàng,,"Nhà Hàng - Karaoke Bến Cát, 66 Lê Lợi, Cái Khế, Ninh Kiều, Cần Thơ","Cái Khế, Ninh Kiều",66 Lê Lợi,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
45,ChIJqYLh66hioDERhORN1EHDBGM,Karaoke M.Star,Quán bar karaoke,0292 3760 179,"Karaoke M.Star, 39 Đ. Trần Đại Nghĩa, Cái Khế, Ninh Kiều, Cần Thơ","Cái Khế, Ninh Kiều",39 Đ. Trần Đại Nghĩa,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
48,ChIJmUkLwxMvdTERfz1dRxz__dc,Crystal K Karaoke,Quán bar karaoke,0946 661 166,"Crystal K Karaoke, 103 Đ. Bùi Thị Xuân, Phường Phạm Ngũ Lão, Quận 1, Thành phố Hồ Chí Minh 700000","Phường Phạm Ngũ Lão, Quận 1",103 Đ. Bùi Thị Xuân,Thành phố Hồ Chí Minh,700000.0,"Quận 1, Thành phố Hồ Chí Minh",VN
50,ChIJTUtJE1xjoDERvQnrPgZUgpw,Karaoke - Massage Tokyo,Quán bar karaoke,0292 3767 000,"Karaoke - Massage Tokyo, 76 Đ. Lương Định Của, Cái Khế, Ninh Kiều, Cần Thơ","Cái Khế, Ninh Kiều",76 Đ. Lương Định Của,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
53,ChIJeyAOXBUvdTERfCzrMRA4h4M,Quán Karaoke,Quán bar,,"Quán Karaoke, 92 Đ. Ký Con, Phường Nguyễn Thái Bình, Quận 1, Thành phố Hồ Chí Minh","Phường Nguyễn Thái Bình, Quận 1",92 Đ. Ký Con,Thành phố Hồ Chí Minh,,"Quận 1, Thành phố Hồ Chí Minh",VN
57,ChIJn1jC7KaHoDERCQJ80uKmdCQ,Karaoke Thiên Tường,Nhà hàng,,"Karaoke Thiên Tường, 26 Phạm Công Trứ, Cái Khế, Ninh Kiều, Cần Thơ","Cái Khế, Ninh Kiều",26 Phạm Công Trứ,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
64,ChIJcVqYOcSJoDERTCH4HEYiIoU,Quán Nhậu- KARAOKE ĐỒNG QUÊ,Nhà hàng,0937 429 936,"Quán Nhậu- KARAOKE ĐỒNG QUÊ, 59A khu vực, Yên Hạ, Thường Thạnh, Cái Răng, Cần Thơ","Thường Thạnh, Cái Răng","59A khu vực, Yên Hạ",Cần Thơ,,"Cái Răng, Cần Thơ",VN
65,ChIJ9QfW8ahioDEROUEXmKjO2fo,Karaoke Hoa Anh Đào,Quán bar karaoke,,"Karaoke Hoa Anh Đào, 8 Đ. Trần Đại Nghĩa, Cái Khế, Ninh Kiều, Cần Thơ","Cái Khế, Ninh Kiều",8 Đ. Trần Đại Nghĩa,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
67,ChIJkbtvra5ioDERoaAEGe39EoM,Nhà Hàng - Karaoke Hưng Thiên Hà,Quán bar karaoke,,"Nhà Hàng - Karaoke Hưng Thiên Hà, 58 Lê Lợi, Cái Khế, Ninh Kiều, Cần Thơ","Cái Khế, Ninh Kiều",58 Lê Lợi,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
71,ChIJ9ZCiaTqIoDER8TtJfsxhEDk,Quán Karaoke Ngô Hữu Phước,Quán bar karaoke,0937 109 749,"Quán Karaoke Ngô Hữu Phước, 174/A1, Đường 3 Tháng 2, Phường Hưng Lợi, Quận Ninh Kiều, Hưng Lợi, Ninh Kiều, Cần Thơ","Hưng Lợi, Ninh Kiều","174/A1, Đường 3 Tháng 2, Phường Hưng Lợi, Quận Ninh Kiều",Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
72,ChIJW7E2YzqIoDER0gUOI0sisYI,Quán Karaoke Trần Thị Thêm,Quán bar karaoke,0937 104 362,"Quán Karaoke Trần Thị Thêm, 174/A1, Đ. Lê Bình, Hưng Lợi, Ninh Kiều, Cần Thơ","Hưng Lợi, Ninh Kiều","174/A1, Đ. Lê Bình",Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
76,ChIJ9TSKnKVioDER4BstapD79Rw,Quán Karaoke Cây Bưởi,Quán bar karaoke,0292 3731 287,"2QRR+G78 Quán Karaoke Cây Bưởi, Vòng Xoay Công Viên Nước, Đường Lê Lợi, Phường Cái Khế, Quận Ninh Kiều, Tp Cần Thơ, Cái Khế, Ninh Kiều, Cần Thơ","Cái Khế, Ninh Kiều","2QRR+G78, Vòng Xoay Công Viên Nước, Đường Lê Lợi, Phường Cái Khế, Quận Ninh Kiều, Tp Cần Thơ",Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
107,ChIJ_U7s_byHoDERea27DD7fhCc,Karaoke Phương Nhi 2,Quán bar karaoke,0962 343 577,"Karaoke Phương Nhi 2, 29 đường số 2, Khu dân cư Ngân Thuận, Bình Thủy, Cần Thơ","Khu dân cư Ngân Thuận, Bình Thủy",29 đường số 2,Cần Thơ,,"Bình Thủy, Cần Thơ",VN
108,ChIJIe4nGAKEoDERq6YyGUuId7E,Quán Karaoke,Karaoke theo video,0775 494 533,"Quán Karaoke, Tổ 18, Ấp An Thới, Xã Tân An Thạnh, Huyện Bình Tân, Tỉnh Vĩnh Long, Tân An Thạnh, Bình Tân, Vĩnh Long","Tân An Thạnh, Bình Tân","Tổ 18, Ấp An Thới, Xã Tân An Thạnh, Huyện Bình Tân, Tỉnh Vĩnh Long",Vĩnh Long,,"Bình Tân, Vĩnh Long",VN
109,ChIJPzxV_dRloDERnennLkG-ILM,Quán Karaoke,Quán bar,,"XW7G+83W Quán Karaoke, Đường 19/5, Trà Ôn, Vĩnh Long",Trà Ôn,"XW7G+83W, Đường 19/5",Vĩnh Long,,"Trà Ôn, Vĩnh Long",VN
110,ChIJkR5eXmxmoDERmtjRlqCAMf4,Quán Karaoke,Quán bar,0906 678 794,"WWWV+28J Quán Karaoke, Ấp Giồng Thanh Bạch, Xã Thiện Mỹ, Huyện Trà Ôn, Tỉnh Vĩnh Long, Thiện Mỹ, Trà Ôn, Vĩnh Long","Thiện Mỹ, Trà Ôn","WWWV+28J, Ấp Giồng Thanh Bạch, Xã Thiện Mỹ, Huyện Trà Ôn, Tỉnh Vĩnh Long",Vĩnh Long,,"Trà Ôn, Vĩnh Long",VN
127,ChIJPX-WG7iJoDERg9lq4oFy1oY,Karaoke Thúy Kiều,Quán bar karaoke,,"Karaoke Thúy Kiều, Lê Bình, Cái Răng, Cần Thơ","Lê Bình, Cái Răng",,Cần Thơ,,"Cái Răng, Cần Thơ",VN
151,ChIJOZWYIiCIoDERxG1cmoJM-9o,Karaoke Cần Thơ,Quán bar karaoke,0292 2223 456,"Karaoke Cần Thơ, 22 Đ. Nguyễn Việt Hồng, An Lạc, Ninh Kiều, Cần Thơ 900000","An Lạc, Ninh Kiều",22 Đ. Nguyễn Việt Hồng,Cần Thơ,900000.0,"Ninh Kiều, Cần Thơ",VN
154,ChIJyQy_bMiJoDER2HHFWhq9TRU,Karaoke Dũng,Quán bar karaoke,0898 808 219,"Karaoke Dũng, 9B Đ. Trần Ngọc Quế, Xuân Khánh, Ninh Kiều, Cần Thơ","Xuân Khánh, Ninh Kiều",9B Đ. Trần Ngọc Quế,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
155,ChIJDRALxa5ioDERGBlZF4Xm8ZQ,Quán Cà Phê Số Đỏ,,,"Quán Cà Phê Số Đỏ, 19, Lê Lợi, Quận Ninh Kiều, Tp Cần Thơ, Cái Khế, Ninh Kiều, Cần Thơ","Cái Khế, Ninh Kiều","19, Lê Lợi, Quận Ninh Kiều, Tp Cần Thơ",Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
156,ChIJ7d9YjahioDERQWLEiUynyNQ,Karaoke Paris,Quán bar karaoke,0292 3760 080,"Karaoke Paris, 24 Đ. Phạm Ngọc Thạch, Cái Khế, Ninh Kiều, Cần Thơ","Cái Khế, Ninh Kiều",24 Đ. Phạm Ngọc Thạch,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
160,ChIJyz3etrCJoDERdel1RB7TmXo,Mimosa Karaoke Club,Quán bar karaoke,0292 3848 987,"Mimosa Karaoke Club, 511, Tran Hung Dao Street, Cai Rang District, Can Tho City, Lê Bình, Cái Răng, Cần Thơ","Lê Bình, Cái Răng","511, Tran Hung Dao Street, Cai Rang District, Can Tho City",Cần Thơ,,"Cái Răng, Cần Thơ",VN
170,ChIJ8f3S7h-IoDERFeeEADxHDWE,Karaoke,Quán bar karaoke,0292 3825 960,"Karaoke, 14/20, Ly Tu Trong Street, An Cu Ward, Ninh Kieu District, Can Tho City, Tân An, Ninh Kiều, Cần Thơ","Tân An, Ninh Kiều","14/20, Ly Tu Trong Street, An Cu Ward, Ninh Kieu District, Can Tho City",Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
171,ChIJq6qqBw-IoDERmYgpoRmzeDE,Quán Karaoke Anh Đào Quán 2,Quán bar karaoke,0939 585 552,"Quán Karaoke Anh Đào Quán 2, 199E Đ. Nguyễn Văn Cừ, An Hoà, Ninh Kiều, Cần Thơ","An Hoà, Ninh Kiều",199E Đ. Nguyễn Văn Cừ,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
172,ChIJMT2-W6SAoDERUwTw_h17UoU,Quán Karaoke,Karaoke theo video,0987 535 366,"Quán Karaoke, Tổ 5, Ấp Tân Lập, Xã Tân Thành, Huyện Bình Tân, Tỉnh Vĩnh Long, Tân Thành, Bình Tân, Vĩnh Long","Tân Thành, Bình Tân","Tổ 5, Ấp Tân Lập, Xã Tân Thành, Huyện Bình Tân, Tỉnh Vĩnh Long",Vĩnh Long,,"Bình Tân, Vĩnh Long",VN
177,ChIJm6PMPqVioDERvnFytQ9i-YA,Karaoke Cá Vàng,Quán bar karaoke,,"Karaoke Cá Vàng, 206 Lê Lợi, Cái Khế, Ninh Kiều, Cần Thơ","Cái Khế, Ninh Kiều",206 Lê Lợi,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
185,ChIJTwgMFmWJoDERvANnlSMSuyY,Karaoke For You,Quán bar karaoke,,"Karaoke For You, 109 Đ. Nguyễn Tri Phương, Phường An Khánh, Ninh Kiều, Cần Thơ","Phường An Khánh, Ninh Kiều",109 Đ. Nguyễn Tri Phương,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
189,ChIJa8cIz0mIoDERxmXO9Z78T0U,Karaoke Thúy Kiều,Quán bar karaoke,,"Karaoke Thúy Kiều, 92B Hẻm 132 Đ. 3 Tháng 2, Hưng Lợi, Ninh Kiều, Cần Thơ","Hưng Lợi, Ninh Kiều",92B Hẻm 132 Đ. 3 Tháng 2,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
209,ChIJ6USJPCKIoDERK289VovaRCk,Quán Karaoke Ninety One,Quán bar,7103688788,"Quán Karaoke Ninety One, 91 Đ. Mậu Thân, An Hoà, Ninh Kiều, Cần Thơ","An Hoà, Ninh Kiều",91 Đ. Mậu Thân,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
212,ChIJqTHxdoCLoDER3fjbRb8GkgY,QUÁN KARAOKE CÂY XANH,Quán bar karaoke,0939 416 165,"QUÁN KARAOKE CÂY XANH, 151 QL61, Thanh Xuân, Châu Thành A, Hậu Giang","Thanh Xuân, Châu Thành A",151 QL61,Hậu Giang,,"Châu Thành A, Hậu Giang",VN
213,ChIJEf-Fg6VioDERn7kbUkykXIY,Công Ty Trách Nhiệm Hữu Hạn Karaoke Đô Rê Mi,Quán bar karaoke,0915 168 267,"Công Ty Trách Nhiệm Hữu Hạn Karaoke Đô Rê Mi, 118/9/43A, Đường Lê Lợi, Phường Cái Khế, Quận Ninh Kiều, Cái Khế, Ninh Kiều, Cần Thơ","Cái Khế, Ninh Kiều","118/9/43A, Đường Lê Lợi, Phường Cái Khế, Quận Ninh Kiều",Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
214,ChIJEUk3wDqIoDERCIEcwUgKQjc,Karaoke Gia Đình Út Dương,Quán bar karaoke,0292 3738 662,"Karaoke Gia Đình Út Dương, 164 Đ. Trần Ngọc Quế, Xuân Khánh, Ninh Kiều, Cần Thơ","Xuân Khánh, Ninh Kiều",164 Đ. Trần Ngọc Quế,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
220,ChIJD3dfYTGJoDERKWEXBpMQ6EQ,karaoke beta three cn1,Quán bar karaoke,,"karaoke beta three cn1, 4 Đ. Cách Mạng Tháng 8, Thới Bình, Ninh Kiều, Cần Thơ","Thới Bình, Ninh Kiều",4 Đ. Cách Mạng Tháng 8,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
233,ChIJaYCViDaIoDERnroKNOTgLFk,Quán Karaoke Như Ý,Nhà hàng,0939 851 757,"Quán Karaoke Như Ý, 118 Hẻm 132 Đ. 3 Tháng 2, Hưng Lợi, Ninh Kiều, Cần Thơ","Hưng Lợi, Ninh Kiều",118 Hẻm 132 Đ. 3 Tháng 2,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
240,ChIJwxptRiSKoDERFm-itGLDEwY,Quán Nhậu Karaoke Thái Ngân,Quán bar,,"XQ62+R6P Quán Nhậu Karaoke Thái Ngân, ĐT925, Đông Thạnh, Cái Răng, Cần Thơ","Đông Thạnh, Cái Răng","XQ62+R6P, ĐT925",Cần Thơ,,"Cái Răng, Cần Thơ",VN
249,ChIJ_xWXQjiIoDERDuZMEuoc9_U,Karaoke Chiến,Quán bar,0706 667 999,"Karaoke Chiến, 211, Nguyễn Văn Linh, Phường Hưng Lợi, Quận Ninh Kiều, Thành Phố Cần Thơ, Hưng Lợi, Ninh Kiều, Cần Thơ","Hưng Lợi, Ninh Kiều","211, Nguyễn Văn Linh, Phường Hưng Lợi, Quận Ninh Kiều, Thành Phố Cần Thơ",Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
257,ChIJYw25BTuIoDERMnZ_WF_lnLE,Công Ty TNHH Dịch Vụ Giải Trí Lô Tuyên,Mát-xa,0973 838 345,"Công Ty TNHH Dịch Vụ Giải Trí Lô Tuyên, 156, Đường Ba Tháng Hai, Phường Xuân Khánh, Quận Ninh Kiều, Xuân Khánh, Ninh Kiều, Cần Thơ","Xuân Khánh, Ninh Kiều","156, Đường Ba Tháng Hai, Phường Xuân Khánh, Quận Ninh Kiều",Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
266,ChIJwWPecB-IoDERPiZhRZmOOZ8,Karaoke Nhung,Quán bar karaoke,0292 3833 810,"Karaoke Nhung, 1 Đ. Lý Tự Trọng, An Phú, Ninh Kiều, Cần Thơ","An Phú, Ninh Kiều",1 Đ. Lý Tự Trọng,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
