,place_id,name,main_category,phone,address,address_ward,address_street,address_city,address_postal_code,address_state,address_country_code
133,ChIJQTtXjyAldTERk6Ay6Q8toCM,Tiệm Bida H,Câu lạc bộ bi da lỗ,+84 988 839 746,"Tiệm Bida H, Block S2, Chung Cư Sài Gòn Riverside Complex, 04 Đ. Đào Trí, Quận 7, Thành phố Hồ Chí Minh 700000, Việt Nam","Phú Mỹ, Quận 7","Block S2, Chung Cư Sài Gòn Riverside Complex, 04 Đ. Đào Trí",Thành phố Hồ Chí Minh,700000.0,"Quận 7, Thành phố Hồ Chí Minh",VN
156,ChIJsazLkhqJoDER3wH5Gf_bZZc,BIDA ÔNG PHỔ,Câu lạc bộ thể thao,+84 917 111 555,"BIDA ÔNG PHỔ, 199 Đ. Phạm Hùng, Lê Bình, Cái Răng, Cần Thơ 94952, Việt Nam","Lê Bình, Cái Răng",199 Đ. Phạm Hùng,Cần Thơ,94952.0,"Cái Răng, Cần Thơ",VN
172,ChIJNwkW9MErdTERE3ySJ_oapMk,CLB Bida Máy Lạnh T2 Quận Tân Phú,Câu lạc bộ,+84 935 233 521,"CLB Bida Máy Lạnh T2 Quận Tân Phú, 347 Tân Kỳ Tân Quý, Tân Quý, Tân Phú, Thành phố Hồ Chí Minh, Việt Nam","Tân Quý, Tân Phú",347 Tân Kỳ Tân Quý,Thành phố Hồ Chí Minh,,"Tân Phú, Thành phố Hồ Chí Minh",VN
188,ChIJOdFhCfuJoDER09E4EI5wzcM,Cafe bida hoa hồng 3,Câu lạc bộ giải trí tư nhân,+84 982 735 154,"Cafe bida hoa hồng 3, 81-83 Đ. Trần Hoàng Na, Phường An Khánh, Ninh Kiều, Cần Thơ, Việt Nam","Phường An Khánh, Ninh Kiều",81-83 Đ. Trần Hoàng Na,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
204,ChIJq4Wm3VZ9oDER1BFT0TOXFqU,Cafe Vườn nhiệt đới & BiDa,Quán cà phê,+84 978 194 204,"Cafe Vườn nhiệt đới & BiDa, Cái Vồn, Bình Minh, Vĩnh Long, Việt Nam","Cái Vồn, Bình Minh",,Vĩnh Long,,"Bình Minh, Vĩnh Long",VN
212,ChIJGRjHnJuJoDERiJEodhJM9QU,Quán cà phê Bida Guitar,Quán cà phê,+84 939 822 338,"Quán cà phê Bida Guitar, 16 Bông Vang, Đối diện công an xã, Phong Điền, Cần Thơ 000000, Việt Nam","Đối diện công an xã, Phong Điền",16 Bông Vang,Cần Thơ,0.0,"Phong Điền, Cần Thơ",VN
217,ChIJ5aiijk-JoDEREOEKoXDbu9E,The Wind 1 - Billiards & Coffee,Câu lạc bộ thể thao,+84 943 965 779,"The Wind 1 - Billiards & Coffee, 41 Đ. A4, Phường An Khánh, Ninh Kiều, Cần Thơ, Việt Nam","Phường An Khánh, Ninh Kiều",41 Đ. A4,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
233,ChIJhxpQBOaJoDERFjFQVVuD1Fw,CSSX BÀN BIDA SƠN NGUYỄN - CẦN THƠ,Cửa hàng bán dụng cụ Bi-a,+84 913 705 515,"CSSX BÀN BIDA SƠN NGUYỄN - CẦN THƠ, 46 Ngô Thì Nhậm, Phường An Khánh, Ninh Kiều, Cần Thơ, Việt Nam","Phường An Khánh, Ninh Kiều",46 Ngô Thì Nhậm,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
249,ChIJnxIBabBfoDERlOV4vMRkg6w,Clb bida Bi Nguyễn,Cửa hàng bán dụng cụ Bi-a,+84 938 809 909,"Clb bida Bi Nguyễn, 15 Đường Đ. Phan Đình Phùng, Ngã Bảy, Hậu Giang, Việt Nam",Ngã Bảy,15 Đường Đ. Phan Đình Phùng,Hậu Giang,,"Ngã Bảy, Hậu Giang",VN
252,ChIJMa5WvWKHoDERPC0_QlvRBz4,Bida Cafe 1989,Câu lạc bộ bi da lỗ,+84 903 361 088,"Bida Cafe 1989, Lê Hồng Phong, Bình Thuỷ, Bình Thủy, Cần Thơ, Việt Nam","Bình Thuỷ, Bình Thủy",Lê Hồng Phong,Cần Thơ,,"Bình Thủy, Cần Thơ",VN
253,ChIJj90sQwctdTERsxK11ek-nWY,Quán Bida Sule Quận 7,Câu lạc bộ giải trí tư nhân,+84 878 599 799,"Quán Bida Sule Quận 7, Chung Cư Đức Khải, Sule Billiards Club 01-01A, Tầng G, Block A1, Quận 7, Thành phố Hồ Chí Minh 72900, Việt Nam","Phú Mỹ, Quận 7","Chung Cư Đức Khải, Sule Billiards Club 01-01A, Tầng G, Block A1",Thành phố Hồ Chí Minh,72900.0,"Quận 7, Thành phố Hồ Chí Minh",VN
281,ChIJzRxjwCSIoDERMIblYHsVDkE,Coffee Bida Hoàng Phát Pro 2,Quán cà phê,,"Coffee Bida Hoàng Phát Pro 2, 21 Đ. Trần Văn Hoài, Xuân Khánh, Ninh Kiều, Cần Thơ, Việt Nam","Xuân Khánh, Ninh Kiều",21 Đ. Trần Văn Hoài,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
293,ChIJ4-XgsTqIoDERWuJcgTujnrk,MiLano Billiards Clb,Công viên xe dã ngoại,+84 292 6283 939,"MiLano Billiards Clb, 230/22b Đ. Trần Ngọc Quế, Xuân Khánh, Ninh Kiều, Cần Thơ, Việt Nam","Xuân Khánh, Ninh Kiều",230/22b Đ. Trần Ngọc Quế,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
305,ChIJfdWX6IkvdTERicm2JXY01M8,Bida Sao - Thành Thái,Câu lạc bộ bi da lỗ,+84 28 2213 1562,"Bida Sao - Thành Thái, 22-24 Đ. Thành Thái, Phường 12, Quận 10, Thành phố Hồ Chí Minh, Việt Nam","Phường 12, Quận 10",22-24 Đ. Thành Thái,Thành phố Hồ Chí Minh,,"Quận 10, Thành phố Hồ Chí Minh",VN
321,ChIJq0YuocUudTERPIL7YB_wpDg,Clb Bida Thành Thái,Câu lạc bộ bi da lỗ,,"QMH6+9FR Clb Bida Thành Thái, Đ. Thành Thái, Phường 14, Quận 10, Thành phố Hồ Chí Minh, Việt Nam","Phường 14, Quận 10","QMH6+9FR, Đ. Thành Thái",Thành phố Hồ Chí Minh,,"Quận 10, Thành phố Hồ Chí Minh",VN
337,ChIJ9QuxmYEudTERmeXGg-WDI3s,Clb Bida Danton,Câu lạc bộ bi da lỗ,+84 28 2228 7289,"Clb Bida Danton, 154 Đ Đặng Nguyên Cẩn, Phường 13, Quận 6, Thành phố Hồ Chí Minh 700000, Việt Nam","Phường 13, Quận 6",154 Đ Đặng Nguyên Cẩn,Thành phố Hồ Chí Minh,700000.0,"Quận 6, Thành phố Hồ Chí Minh",VN
353,ChIJOVLeGS4pdTERHoWj52RW1Gk,CLB Bida 143,Câu lạc bộ bi da lỗ,,"CLB Bida 143, 9 Phạm Văn Hai, Phường 1, Tân Bình, Thành phố Hồ Chí Minh, Việt Nam","Phường 1, Tân Bình",9 Phạm Văn Hai,Thành phố Hồ Chí Minh,,"Tân Bình, Thành phố Hồ Chí Minh",VN
369,ChIJWcDqr9gudTERF4bGrJCAnyQ,Clb Bida Q1,Câu lạc bộ bi da lỗ,+84 28 6276 2298,"Clb Bida Q1, 175 Đ. Cao Thắng, Phường 12, Quận 10, Thành phố Hồ Chí Minh, Việt Nam","Phường 12, Quận 10",175 Đ. Cao Thắng,Thành phố Hồ Chí Minh,,"Quận 10, Thành phố Hồ Chí Minh",VN
385,ChIJuyvvE9YtdTERT_sQiL8btLw,Clb Bida Quốc Tế,Câu lạc bộ,+84 28 5406 1938,"Clb Bida Quốc Tế, 65 Đường Số 22, Phường 11, Quận 6, Thành phố Hồ Chí Minh, Việt Nam","Phường 11, Quận 6",65 Đường Số 22,Thành phố Hồ Chí Minh,,"Quận 6, Thành phố Hồ Chí Minh",VN
401,ChIJMc4JgzeIoDERAv5Jk_okwXA,Café - Bida Metro,Quán cà phê,+84 946 469 720,"2QC6+F52 Café - Bida Metro, Hưng Lợi, Ninh Kiều, Cần Thơ, Việt Nam","Hưng Lợi, Ninh Kiều",2QC6+F52,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
411,ChIJj11DhtUtdTER-_ws9MWUQuY,Clb Bida Đỉnh Cao,Câu lạc bộ bi da lỗ,+84 28 3900 4549,"Clb Bida Đỉnh Cao, 135 Đ. Trần Văn Kiểu, Phường 11, Quận 6, Thành phố Hồ Chí Minh, Việt Nam","Phường 11, Quận 6",135 Đ. Trần Văn Kiểu,Thành phố Hồ Chí Minh,,"Quận 6, Thành phố Hồ Chí Minh",VN
412,ChIJqV47JHcrdTER1doTS3N5k4k,CLB Bida Go On CN 429A Lê Trọng Tấn,Câu lạc bộ bi da lỗ,+84 937 473 008,"CLB Bida Go On CN 429A Lê Trọng Tấn, 429a Lê Trọng Tấn, Sơn Kỳ, Tân Phú, Thành phố Hồ Chí Minh, Việt Nam","Sơn Kỳ, Tân Phú",429a Lê Trọng Tấn,Thành phố Hồ Chí Minh,,"Tân Phú, Thành phố Hồ Chí Minh",VN
431,ChIJcQEQKfeJoDERpb70Tg550P0,Bida Longoni,Câu lạc bộ bi da lỗ,,"2QF9+GQP Bida Longoni, Đ. Trần Ngọc Quế, Xuân Khánh, Ninh Kiều, Cần Thơ, Việt Nam","Xuân Khánh, Ninh Kiều","2QF9+GQP, Đ. Trần Ngọc Quế",Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
447,ChIJ-0ol6gQmdTERQKjX4yZoc2E,Clb Bida Boba,Câu lạc bộ bi da lỗ,+84 965 679 337,"Clb Bida Boba, 48 Đ. Trần Não, P. Bình An, Quận 2, Thành phố Hồ Chí Minh, Việt Nam","P. Bình An, Quận 2",48 Đ. Trần Não,Thành phố Hồ Chí Minh,,"Quận 2, Thành phố Hồ Chí Minh",VN
450,ChIJdVhtV0yIoDERk21VSO1aXKo,Cà Phê Bida Ngọc Loan,Quán cà phê,,"Cà Phê Bida Ngọc Loan, 66 Đ. Trần Vĩnh Kiết, An Bình, Ninh Kiều, Cần Thơ, Việt Nam","An Bình, Ninh Kiều",66 Đ. Trần Vĩnh Kiết,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
457,ChIJt4j1bgkndTERw4NJd1SpCq0,Quán Bida Quốc Nguyện & Coffee Passion,Câu lạc bộ bi da lỗ,,"Quán Bida Quốc Nguyện & Coffee Passion, 227 Đ. Hoàng Diệu 2, Phường Linh Trung, Thủ Đức, Thành phố Hồ Chí Minh, Việt Nam","Phường Linh Trung, Thủ Đức",227 Đ. Hoàng Diệu 2,Thành phố Hồ Chí Minh,,"Thủ Đức, Thành phố Hồ Chí Minh",VN
466,ChIJT_16E9SJoDERxhnBK2RudKA,Cafe - Bida - Game Hoàng tử,Quán cà phê,+84 913 979 899,"Cafe - Bida - Game Hoàng tử, 602 Hẻm 553, Hưng Lợi, Ninh Kiều, Cần Thơ 900000, Việt Nam","Hưng Lợi, Ninh Kiều",602 Hẻm 553,Cần Thơ,900000.0,"Ninh Kiều, Cần Thơ",VN
472,ChIJ-SeBt_4odTERpPtEB3_i1Fc,Clb Bida Sài Gòn,Câu lạc bộ bi da lỗ,,"Clb Bida Sài Gòn, 26 Đ. Phan Văn Trị, Phường 7, Gò Vấp, Thành phố Hồ Chí Minh, Việt Nam","Phường 7, Gò Vấp",26 Đ. Phan Văn Trị,Thành phố Hồ Chí Minh,,"Gò Vấp, Thành phố Hồ Chí Minh",VN
475,ChIJ50QO7VcpdTERMQ-hxMW29Gs,Clb Bida Tân Phú Quý,Câu lạc bộ bi da lỗ,+84 28 3810 0906,"Clb Bida Tân Phú Quý, 189 Tân Kỳ Tân Quý, Tân Sơn Nhì, Tân Phú, Thành phố Hồ Chí Minh, Việt Nam","Tân Sơn Nhì, Tân Phú",189 Tân Kỳ Tân Quý,Thành phố Hồ Chí Minh,,"Tân Phú, Thành phố Hồ Chí Minh",VN
476,ChIJk--6WGIvdTERZuBzkg8KFR8,CLB BIDA T&T,Câu lạc bộ,+84 982 588 732,"CLB BIDA T&T, 411b Lê Văn Lương, P. Phú Thuận, Quận 7, Thành phố Hồ Chí Minh, Việt Nam","P. Phú Thuận, Quận 7",411b Lê Văn Lương,Thành phố Hồ Chí Minh,,"Quận 7, Thành phố Hồ Chí Minh",VN
481,ChIJ0UaRO81JoTERU-CxHFuNBTc,CLB BIDA BA BĂNG STAR,Câu lạc bộ bi da lỗ,,"CLB BIDA BA BĂNG STAR, 30 Tôn Đức Thắng, Phường 5, Thành phố Cà Mau, Cà Mau, Việt Nam","Phường 5, Thành phố Cà Mau",30 Tôn Đức Thắng,Cà Mau,,"Thành phố Cà Mau, Cà Mau",VN
519,ChIJD2SaA84odTER63mNwwhNc2c,CLB Bida Rạch Miễu,Câu lạc bộ thể thao,+84 902 821 161,"CLB Bida Rạch Miễu, 01 Hoa Phượng, Phường 2, Phú Nhuận, Thành phố Hồ Chí Minh, Việt Nam","Phường 2, Phú Nhuận",01 Hoa Phượng,Thành phố Hồ Chí Minh,,"Phú Nhuận, Thành phố Hồ Chí Minh",VN
535,ChIJia7PCdiJoDERtP_H_LdXIL4,Bida cafe Tú Anh 2,Câu lạc bộ thể thao,+84 869 654 655,"Bida cafe Tú Anh 2, 138 Đ. Nguyễn Việt Hồng, An Lạc, Ninh Kiều, Cần Thơ 92000, Việt Nam","An Lạc, Ninh Kiều",138 Đ. Nguyễn Việt Hồng,Cần Thơ,92000.0,"Ninh Kiều, Cần Thơ",VN
549,ChIJh9py7ie2CjER3xQ1U7ZYL9Q,Clb Bida Thanh Sang,Câu lạc bộ bi da lỗ,+84 949 944 662,"Clb Bida Thanh Sang, 30 Hồ Văn Long, Phường 2, Tân An, Long An, Việt Nam","Phường 2, Tân An",30 Hồ Văn Long,Long An,,"Tân An, Long An",VN
565,ChIJ237crESJoDERTUbqif6thQk,Bida Thanh Long Cần Thơ,Câu lạc bộ thể thao,+84 387 353 535,"Bida Thanh Long Cần Thơ, 146S Đ. Trần Văn Hoài, Xuân Khánh, Ninh Kiều, Cần Thơ, Việt Nam","Xuân Khánh, Ninh Kiều",146S Đ. Trần Văn Hoài,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
566,ChIJDQ9_VcEodTER_9T7E6L3JDw,Câu Lạc Bộ Bida Đỗ Uyên,Câu lạc bộ bi da lỗ,+84 903 871 471,"Câu Lạc Bộ Bida Đỗ Uyên, 5/30 Nơ Trang Long, Phường 7, Bình Thạnh, Thành phố Hồ Chí Minh, Việt Nam","Phường 7, Bình Thạnh",5/30 Nơ Trang Long,Thành phố Hồ Chí Minh,,"Bình Thạnh, Thành phố Hồ Chí Minh",VN
584,ChIJV55FknIvdTERMVYFaGgH96o,Clb Bida 188,Câu lạc bộ,,"Clb Bida 188, 188 Đ. Khánh Hội, Phường 4, Quận 4, Thành phố Hồ Chí Minh, Việt Nam","Phường 4, Quận 4",188 Đ. Khánh Hội,Thành phố Hồ Chí Minh,,"Quận 4, Thành phố Hồ Chí Minh",VN
600,ChIJq6qqqn5hoDERHpM_yv0tdNM,Câu lạc bộ Bida Fantasy,Câu lạc bộ giải trí tư nhân,+84 982 233 303,"Câu lạc bộ Bida Fantasy, Nam Sông Hậu, Ấp Phú Xuân, Châu Thành, Hậu Giang, Việt Nam","Ấp Phú Xuân, Châu Thành",Nam Sông Hậu,Hậu Giang,,"Châu Thành, Hậu Giang",VN
601,ChIJ-0yXHld3CjER0VHNDTYYGCA,Câu lạc bộ Bida soha,Câu lạc bộ thể thao,+84 968 087 599,"Câu lạc bộ Bida soha, Ql 91 KV Phụng Thạnh 1, p. Thốt Nốt, Q, Thốt Nốt, Cần Thơ, Việt Nam","TT. Thốt Nốt, Thốt Nốt","Ql 91 KV Phụng Thạnh 1, p. Thốt Nốt, Q",Cần Thơ,,"Thốt Nốt, Cần Thơ",VN
602,ChIJNavRcuUodTERD6aOGn8tjlo,Clb Bida Victory,Câu lạc bộ bi da lỗ,,"Clb Bida Victory, 66 Lê Lợi, Phường 4, Gò Vấp, Thành phố Hồ Chí Minh 700000, Việt Nam","Phường 4, Gò Vấp",66 Lê Lợi,Thành phố Hồ Chí Minh,700000.0,"Gò Vấp, Thành phố Hồ Chí Minh",VN
645,ChIJfx2SnOiJoDERNB3Uwi7W5cA,H2 Billiards Club,Câu lạc bộ bi da lỗ,,"H2 Billiards Club, 89-91 Đ. Số 2, khu nhà ở CBGV ĐHCT, Ninh Kiều, Cần Thơ 94000, Việt Nam","khu nhà ở CBGV ĐHCT, Ninh Kiều",89-91 Đ. Số 2,Cần Thơ,94000.0,"Ninh Kiều, Cần Thơ",VN
646,ChIJV7MttqMvdTERZvVG04qNwzw,CLB BIDA Q1,Câu lạc bộ bi da lỗ,+84 969 529 524,"CLB BIDA Q1, 61/32, Hồ Chí Minh, Thành phố Hồ Chí Minh 70000, Việt Nam","Phường Cầu Ông Lãnh, Hồ Chí Minh",61/32,Thành phố Hồ Chí Minh,70000.0,"Hồ Chí Minh, Thành phố Hồ Chí Minh",VN
677,ChIJK1KsTZKJoDER3MJNBHg9gZI,Cafe Bida Minh Quân 79,Quán cà phê,,"Cafe Bida Minh Quân 79, 56 Nguyễn Văn Cừ Nối Dài, An Bình, Ninh Kiều, Cần Thơ, Việt Nam","An Bình, Ninh Kiều",56 Nguyễn Văn Cừ Nối Dài,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
678,ChIJiVBZWR5JoTERzuz60ocvQrc,CLB BiDa Di A,Câu lạc bộ bi da lỗ,+84 290 3777 768,"CLB BiDa Di A, Khóm 5, Thành phố Cà Mau, Cà Mau, Việt Nam","Khóm 5, Thành phố Cà Mau",,Cà Mau,,"Thành phố Cà Mau, Cà Mau",VN
690,ChIJRSB20UGIoDERqL3DWZhJjB4,Cà Phê Bida Hè Phố,Quán cà phê,,"Cà Phê Bida Hè Phố, 170 Đ. Nguyễn Văn Cừ, Phường An Khánh, Ninh Kiều, Cần Thơ, Việt Nam","Phường An Khánh, Ninh Kiều",170 Đ. Nguyễn Văn Cừ,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
709,ChIJ28Dw1G6JoDER9qOZy9K7tZg,Cà Phê & Bida Duy Khôi,Quán cà phê,+84 908 723 457,"Cà Phê & Bida Duy Khôi, 30/28 KDC 30, Hưng Lợi, Ninh Kiều, Cần Thơ, Việt Nam","Hưng Lợi, Ninh Kiều",30/28 KDC 30,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
712,ChIJ5837wTqIoDERPiI_a9gW8Jc,Clb Bida Joker,Câu lạc bộ,+84 292 6269 696,"Clb Bida Joker, 162 Đ. Trần Ngọc Quế, Xuân Khánh, Ninh Kiều, Cần Thơ, Việt Nam","Xuân Khánh, Ninh Kiều",162 Đ. Trần Ngọc Quế,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
713,ChIJCXJuttuGCjERYCC7WbnhzZY,Bida Bình Minh,Câu lạc bộ,,"8RGP+FH9 Bida Bình Minh, QL30, Tân Hưng, Cái Bè, Tiền Giang, Việt Nam","Tân Hưng, Cái Bè","8RGP+FH9, QL30",Tiền Giang,,"Cái Bè, Tiền Giang",VN
714,ChIJweFdxSO2CjERFdjgZPPRlmY,Câu Lạc Bộ Bida,Câu lạc bộ thể thao,+84 272 3822 032,"Câu Lạc Bộ Bida, 4 Nguyễn Trung Trực, Phường 1, Tp. Tân An, Long An, Việt Nam","Phường 1, Thành phố Tân An",4 Nguyễn Trung Trực,Long An,,"Tp. Tân An, Long An",VN
760,ChIJCfORz0NioDERb7F8ukDWgDk,Cà Phê Bida Phố Xa,Quán cà phê,,"XRV5+MPJ Cà Phê Bida Phố Xa, Quang Trung, Phú Thứ, Cái Răng, Cần Thơ, Việt Nam","Phú Thứ, Cái Răng","XRV5+MPJ, Quang Trung",Cần Thơ,,"Cái Răng, Cần Thơ",VN
761,ChIJwQEw2rWJoDER21LPR9brx8c,Coffee- Máy lạnh- Billard Toàn Phát 1,Quán cà phê,,"Coffee- Máy lạnh- Billard Toàn Phát 1, 390 QL91B, Hưng Lợi, Ninh Kiều, Cần Thơ, Việt Nam","Hưng Lợi, Ninh Kiều",390 QL91B,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
766,ChIJUzbt-eCHoDERHu7Yv4DOL_0,Câu Lạc Bộ Bida Tú Anh,Câu lạc bộ,+84 948 727 578,"Câu Lạc Bộ Bida Tú Anh, 154 Trần Quang Diệu, An Thới, Bình Thủy, Cần Thơ, Việt Nam","An Thới, Bình Thủy",154 Trần Quang Diệu,Cần Thơ,,"Bình Thủy, Cần Thơ",VN
767,ChIJXV-w1GqJoDERNllVUUbhDkw,Billard 24H,Câu lạc bộ bi da lỗ,,"Billard 24H, 151/9A Đ. Trần Hoàng Na, Hưng Lợi, Ninh Kiều, Cần Thơ 900000, Việt Nam","Hưng Lợi, Ninh Kiều",151/9A Đ. Trần Hoàng Na,Cần Thơ,900000.0,"Ninh Kiều, Cần Thơ",VN
768,ChIJUYvlt2qXCjERM67dHYo6wNY,CLB Bida 299,Câu lạc bộ thể thao,+84 353 829 664,"CLB Bida 299, Nhị Mỹ, Cai Lậy, Tiền Giang, Việt Nam","Nhị Mỹ, Cai Lậy",,Tiền Giang,,"Cai Lậy, Tiền Giang",VN
804,ChIJy2WiNsyJoDERJ6DSZ4rw2sM,BIDA ĐẠI THẾ GIỚI CẦN THƠ,Quán cà phê,+84 919 160 999,"BIDA ĐẠI THẾ GIỚI CẦN THƠ, 24 Nguyễn Văn Cừ Nối Dài, An Bình, Ninh Kiều, Cần Thơ, Việt Nam","An Bình, Ninh Kiều",24 Nguyễn Văn Cừ Nối Dài,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
805,ChIJk6-9JgWXCjERvZ7NIxeIgUA,SAO BILLIARDS CLUB ( CLB BIDA SAO),Câu lạc bộ thể thao,,"SAO BILLIARDS CLUB ( CLB BIDA SAO), 20 Thanh Tâm, TT. Cai Lậy, Cai Lậy, Tiền Giang, Việt Nam","TT. Cai Lậy, Cai Lậy",20 Thanh Tâm,Tiền Giang,,"Cai Lậy, Tiền Giang",VN
806,ChIJBX-i7DLboDER4KJYYZoAo_U,Clb Bida Vân Hưng,Câu lạc bộ,,"P7HH+RRV Clb Bida Vân Hưng, Nguyễn Thái Bình, TT. Gò Quao, Gò Quao, Kiên Giang, Việt Nam","TT. Gò Quao, Gò Quao","P7HH+RRV, Nguyễn Thái Bình",Kiên Giang,,"Gò Quao, Kiên Giang",VN
807,ChIJWWyumXMvdTER67wqP_HLl04,CLB bida,Câu lạc bộ thể thao,,"CLB bida, 72 Đ. Nguyễn Trãi, Phường 3, Quận 5, Thành phố Hồ Chí Minh, Việt Nam","Phường 3, Quận 5",72 Đ. Nguyễn Trãi,Thành phố Hồ Chí Minh,,"Quận 5, Thành phố Hồ Chí Minh",VN
825,ChIJR6H1h1aJoDER7BLyQZcDNE8,Cà Phê Võng - BIDA An Khánh ( cf hạt pha vợt bưu điện),Quán cà phê,+84 939 518 199,"Cà Phê Võng - BIDA An Khánh ( cf hạt pha vợt bưu điện), 171 Đ. Nguyễn Minh Quang, Phường An Khánh, Ninh Kiều, Cần Thơ, Việt Nam","Phường An Khánh, Ninh Kiều",171 Đ. Nguyễn Minh Quang,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
