,place_id,name,main_category,phone,address,address_ward,address_street,address_city,address_postal_code,address_state,address_country_code
378,ChIJ28TDn0OrNTERM3WIMtQYIzU,Seon - đồ ăn hàn quốc và buffet lẩu số 1,Nhà hàng tiệc đứng,0846 016 666,"Seon - đồ ăn hàn quốc và buffet lẩu số 1, 812 Ngõ 57 Láng Hạ, Chợ Dừa, Hoàn Kiếm, Hà Nội","Chợ Dừa, Hoàn Kiếm",812 Ngõ 57 Láng Hạ,Hà Nội,,"Hoàn Kiếm, Hà Nội",VN
394,ChIJK31BsXOtNTERPIfIO5qmJLM,Sala Buffet - 135 Lương Định Của,Nhà hàng,0888 113 355,"Sala Buffet - 135 Lương Định Của, 135 P. Lương Định Của, Kim Liên, Đống Đa, Hà Nội 100000","Kim Liên, Đống Đa",135 P. Lương Định Của,Hà Nội,100000.0,"Đống Đa, Hà Nội",VN
410,ChIJT1WFb6VjoDERDaofgHMnEsw,Aka House Sense City Cần Thơ,Nhà hàng,0292 7300 779,"Aka House Sense City Cần Thơ, 1 Đại lộ Hoà Bình Lầu 2, TTTM Sense City, Ninh Kiều","Tân An, Ninh Kiều","1 Đại lộ Hoà Bình Lầu 2, TTTM Sense City",Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
414,ChIJ34N-8D2tNTERd9lLc5z_hhg,Buffet chay Tâm Bình,Nhà hàng ăn chay,0984 832 086,"Buffet chay Tâm Bình, B33 Ng. 70 P. Nguyễn Thị Định, Trung Hoà, Cầu Giấy, Hà Nội 11415","Trung Hoà, Cầu Giấy",B33 Ng. 70 P. Nguyễn Thị Định,Hà Nội,11415.0,"Cầu Giấy, Hà Nội",VN
423,ChIJORbk-IaJoDERH4t5k56gJ9g,BUFFET LẨU & NƯỚNG SOOWON CẦN THƠ,Nhà hàng món nướng,0776 891 889,"BUFFET LẨU & NƯỚNG SOOWON CẦN THƠ, 127/4b Võ Văn Kiệt, An Hoà, Ninh Kiều, Cần Thơ","An Hoà, Ninh Kiều",127/4b Võ Văn Kiệt,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
439,ChIJq_qFWTqbzDYRi5ZKmjhbBtk,Nhà Hàng Kỳ Ẩm Buffet Lẩu,Nhà hàng tiệc đứng,0823 882 268,"Nhà Hàng Kỳ Ẩm Buffet Lẩu, 915 Đ. Hồng Hà, Chương Dương, Hoàn Kiếm, Hà Nội 100000","Chương Dương, Hoàn Kiếm",915 Đ. Hồng Hà,Hà Nội,100000.0,"Hoàn Kiếm, Hà Nội",VN
455,ChIJTZErPzWrNTERC_iPDYgWIcs,Bay Seafood Buffet Cát Linh,Nhà hàng Việt Nam,024 6252 5577,"Bay Seafood Buffet Cát Linh, tòa nhà NHS Center, 214 P. Hào Nam, Chợ Dừa, Đống Đa, Hà Nội","Chợ Dừa, Đống Đa","tòa nhà NHS Center, 214 P. Hào Nam",Hà Nội,,"Đống Đa, Hà Nội",VN
460,ChIJjz-I1xirNTERLL-_OWRAXq0,Nhà Hàng Buffet - An Chay,Nhà hàng cho người ăn chay,0969 952 489,"Nhà Hàng Buffet - An Chay, 122 Ng. 20A Núi Trúc, Khu tập thể Giảng Võ, Ba Đình, Hà Nội","Khu tập thể Giảng Võ, Ba Đình",122 Ng. 20A Núi Trúc,Hà Nội,,"Ba Đình, Hà Nội",VN
466,ChIJSaxnlaatNTERh_uO5QSa7gU,Kingkong Buffet 108e3,Nhà hàng món lẩu,0972 527 176,"Kingkong Buffet 108e3, 108e3 P. Lê Thanh Nghị, Khu tập thể Bách Khoa, Hai Bà Trưng, Hà Nội","Khu tập thể Bách Khoa, Hai Bà Trưng",108e3 P. Lê Thanh Nghị,Hà Nội,,"Hai Bà Trưng, Hà Nội",VN
467,ChIJifgQvm-rNTERJysfwSETqVE,Lẩu Wang - Vua Buffet Lẩu - Số 32 Võ Thị Sáu,Nhà hàng,1900 0081,"Lẩu Wang - Vua Buffet Lẩu - Số 32 Võ Thị Sáu, 32 P. Võ Thị Sáu, Thanh Nhàn, Hai Bà Trưng, Hà Nội 100000","Thanh Nhàn, Hai Bà Trưng",32 P. Võ Thị Sáu,Hà Nội,100000.0,"Hai Bà Trưng, Hà Nội",VN
498,ChIJCbRsgpStNTERDilAqZvlfgM,Buffet Lẩu Nướng SAFODI 315 Vũ Tông Phan,Nhà hàng,0889 354 488,"Buffet Lẩu Nướng SAFODI 315 Vũ Tông Phan, 315 P. Vũ Tông Phan, Khương Đình, Thanh Xuân, Hà Nội 10000","Khương Đình, Thanh Xuân",315 P. Vũ Tông Phan,Hà Nội,10000.0,"Thanh Xuân, Hà Nội",VN
514,ChIJsaVnQaetNTERNkQpcgwwLMo,Ăndeee Buffet - 176 Định Công,Nhà hàng,0346 968 188,"Ăndeee Buffet - 176 Định Công, 176 P. Định Công, Phương Liệt, Hoàng Mai, Hà Nội 100000","Phương Liệt, Hoàng Mai",176 P. Định Công,Hà Nội,100000.0,"Hoàng Mai, Hà Nội",VN
530,ChIJO8IfDW-tNTERdjZ6QUQvwxQ,Buffet Chay Bạch Liên Hoa,Nhà hàng cho người ăn chay,0782 371 499,"Buffet Chay Bạch Liên Hoa, 412 P. Tây Sơn, P, Đống Đa, Hà Nội 10000","P, Đống Đa",412 P. Tây Sơn,Hà Nội,10000.0,"Đống Đa, Hà Nội",VN
539,ChIJFfQ7OBatNTER2jyxG-Dl2vQ,Tâm Quán Buffet Lẩu,Nhà hàng tiệc đứng,0941 111 808,"Tâm Quán Buffet Lẩu, 36 P. Láng Hạ, Láng Hạ, Đống Đa, Hà Nội","Láng Hạ, Đống Đa",36 P. Láng Hạ,Hà Nội,,"Đống Đa, Hà Nội",VN
555,ChIJTZ8PlB2JoDERxwTW_wyKjp0,iSushi Vincom Xuân Khánh Cần Thơ,Nhà hàng,0292 7300 029,"iSushi Vincom Xuân Khánh Cần Thơ, TTTM Vincom Plaza, 209 Đ. 30/4, Xuân Khánh, Ninh Kiều, Cần Thơ 94000","Xuân Khánh, Ninh Kiều","TTTM Vincom Plaza, 209 Đ. 30/4",Cần Thơ,94000.0,"Ninh Kiều, Cần Thơ",VN
566,ChIJk08_Y96tNTERyBLLDM9bSDU,TÍT MÍT BBQ - BUFFET LẨU NƯỚNG,Nhà hàng món nướng,0982 412 551,"TÍT MÍT BBQ - BUFFET LẨU NƯỚNG, 78 Trương Định, Hai Bà Trưng, Hà Nội","Trương Định, Hai Bà Trưng",78 Trương Định,Hà Nội,,"Hai Bà Trưng, Hà Nội",VN
582,ChIJ61RAjnmtNTERKxthwRpkHHw,DK Buffet Lẩu Nướng,Nhà hàng,0399 150 123,"DK Buffet Lẩu Nướng, 36 Đ. Láng, Thịnh Quang, Đống Đa, Hà Nội","Thịnh Quang, Đống Đa",36 Đ. Láng,Hà Nội,,"Đống Đa, Hà Nội",VN
598,ChIJmd8z6SqrNTER5MWZvgL-r3Y,Kowloon Corner - Buffet Lẩu & Dimsum,Nhà hàng,0865 658 068,"Kowloon Corner - Buffet Lẩu & Dimsum, 41 P. Đoàn Thị Điểm, Quốc Tử Giám, Đống Đa, Hà Nội","Quốc Tử Giám, Đống Đa",41 P. Đoàn Thị Điểm,Hà Nội,,"Đống Đa, Hà Nội",VN
599,ChIJyU_u8KmrNTERI0dm9E6kvJI,Bồng Bềnh Buffet Chay,Nhà hàng cho người ăn chay,0981 629 496,"Bồng Bềnh Buffet Chay, 210 P. Xã Đàn, Phương Liên, Đống Đa, Hà Nội","Phương Liên, Đống Đa",210 P. Xã Đàn,Hà Nội,,"Đống Đa, Hà Nội",VN
623,ChIJmyej47-rNTERrpmzEW8X_DI,Moon Buffet Nem nướng Nha Trang 54 Chùa Láng,Nhà hàng,0899 590 555,"Moon Buffet Nem nướng Nha Trang 54 Chùa Láng, 54 P. Chùa Láng, Láng Thượng, Đống Đa, Hà Nội 100000","Láng Thượng, Đống Đa",54 P. Chùa Láng,Hà Nội,100000.0,"Đống Đa, Hà Nội",VN
624,ChIJXc1zpRSpNTERq4vKA3c2w2Y,Nhật Hạnh buffet nướng chảo gang - 139k,Nhà hàng món nướng,0969 352 969,"Nhật Hạnh buffet nướng chảo gang - 139k, 23 Thạch Cầu, Long Biên, Hà Nội",Long Biên,23 Thạch Cầu,Hà Nội,,"Long Biên, Hà Nội",VN
640,ChIJkxeITkGrNTERXfwB6QA5IvM,KANGCHANG BUFFET NƯỚNG LẨU,Nhà hàng,0972 296 198,"KANGCHANG BUFFET NƯỚNG LẨU, 100 P. Ô Chợ Dừa, Chợ Dừa, Đống Đa, Hà Nội 100000","Chợ Dừa, Đống Đa",100 P. Ô Chợ Dừa,Hà Nội,100000.0,"Đống Đa, Hà Nội",VN
656,ChIJXVo9ajarNTERGd03AQ_Q7sI,Buffet Nướng 1983,Nhà hàng châu Á,0943 967 806,"Buffet Nướng 1983, 17 P. Quán Thánh, Quán Thánh, Ba Đình, Hà Nội","Quán Thánh, Ba Đình",17 P. Quán Thánh,Hà Nội,,"Ba Đình, Hà Nội",VN
672,ChIJibbpdSyrNTERZieeB9vsNhk,Buffet Thành Đạt,Nhà hàng,0949 961 982,"Buffet Thành Đạt, 16 Ng. 366 Đ. Ngọc Lâm, Ngọc Lâm, Long Biên, Hà Nội","Ngọc Lâm, Long Biên",16 Ng. 366 Đ. Ngọc Lâm,Hà Nội,,"Long Biên, Hà Nội",VN
688,ChIJyTkeWT2JoDER5nIh9YpJG9o,SAWADI BUFFET THÁI - HẢI SẢN ĂN THẢ GA KHÔNG LO VỀ GIÁ VÀ CHẤT LƯỢNG,Nhà hàng Thái Lan,0824 124 430,"Cần Thơ, Ninh Kiều, Hưng Lợi, Hẻm 107 Đ. 3 Tháng 2, SAWADI BUFFET THÁI - HẢI SẢN ĂN THẢ GA KHÔNG LO VỀ GIÁ VÀ CHẤT LƯỢNG","Hưng Lợi, Ninh Kiều","2Q86+MJG, Hẻm 107 Đ. 3 Tháng 2",Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
689,ChIJFYtwkJ-sNTERvYpf_0e7z58,Nhà hàng Bay Buffet,Nhà hàng tiệc đứng,0868 846 868,"Nhà hàng Bay Buffet, 48 P. Tố Hữu, Trung Văn, Nam Từ Liêm, Hà Nội 10000","Trung Văn, Nam Từ Liêm",48 P. Tố Hữu,Hà Nội,10000.0,"Nam Từ Liêm, Hà Nội",VN
694,ChIJSQjKPZ8vdTERARJ5HBYQI7w,D'Maris Buffet - CN Lotte Mart Quận 7,Nhà hàng tiệc đứng,1900 0036,"D'Maris Buffet - CN Lotte Mart Quận 7, Lotte Mart, Tầng 3 - Tòa, 469 Đ. Nguyễn Hữu Thọ, Tân Hưng, Quận 7, Thành phố Hồ Chí Minh","Tân Hưng, Quận 7","Lotte Mart, Tầng 3 - Tòa, 469 Đ. Nguyễn Hữu Thọ",Thành phố Hồ Chí Minh,,"Quận 7, Thành phố Hồ Chí Minh",VN
695,ChIJD4Fg0KyHoDERB_a2HMCH1L4,Chuỗi Buffet Lẩu và Nướng Cô 3 Còi_ Cần Thơ,Nhà hàng,0903 922 311,"Chuỗi Buffet Lẩu và Nướng Cô 3 Còi_ Cần Thơ, 44-46 Đ. Nguyễn Văn Cừ, Cái Khế, Ninh Kiều, Cần Thơ","Cái Khế, Ninh Kiều",44-46 Đ. Nguyễn Văn Cừ,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
711,ChIJ1x8GQ4KrNTERxgLkyOyFQNg,Buffet Chay Hương Thiền,Nhà hàng,0961 577 799,"Buffet Chay Hương Thiền, cách mặt đường, 261 P. Xã Đàn, Nam Đồng, Đống Đa, Hà Nội 10000","Nam Đồng, Đống Đa","cách mặt đường, 261 P. Xã Đàn",Hà Nội,10000.0,"Đống Đa, Hà Nội",VN
716,ChIJgSZ3wAaIoDER06tEms_WdGw,Buffet Hải Sản Biển Đông,Nhà hàng,0911 120 088,"Buffet Hải Sản Biển Đông, 100 Đ. Cách Mạng Tháng 8, Cái Khế, Ninh Kiều, Cần Thơ","Cái Khế, Ninh Kiều",100 Đ. Cách Mạng Tháng 8,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
730,ChIJf87yUAeIoDERuqMrLAnDs3k,Bamboo Buffet,Nhà hàng,0902 255 116,"Bamboo Buffet, Cầu Cồn Khương, Cái Khế, Ninh Kiều, Cần Thơ","Cái Khế, Ninh Kiều",Cầu Cồn Khương,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
746,ChIJZSTVe9hVNDERmZHcwEUKl54,Adobi Buffet,Nhà hàng tiệc đứng,1900 9025,"Adobi Buffet, nhà Golden Field, Tầng 3, Tòa, số, 24 P. Nguyễn Cơ Thạch, Mỹ Đình, Nam Từ Liêm, Hà Nội 10000","Mỹ Đình, Nam Từ Liêm","nhà Golden Field, Tầng 3, Tòa, số, 24 P. Nguyễn Cơ Thạch",Hà Nội,10000.0,"Nam Từ Liêm, Hà Nội",VN
762,ChIJ-R0Iqe4vdTERVmDsU1M90bs,TAKA BBQ,Nhà hàng món nướng Hàn Quốc,028 6680 1769,"TAKA BBQ, 327 Đ. Nguyễn Tri Phương, Phường 5, Quận 10, Thành phố Hồ Chí Minh","Phường 5, Quận 10",327 Đ. Nguyễn Tri Phương,Thành phố Hồ Chí Minh,,"Quận 10, Thành phố Hồ Chí Minh",VN
775,ChIJh8szE7yrNTERq9bkqfAjj4Y,Fullboat - Buffet hải sản cao cấp,Nhà hàng,0889 496 633,"Fullboat - Buffet hải sản cao cấp, 75 Nguyễn Đình Chiểu, 31 Vân Hồ 2, Hanoi City, Hà Nội 100000","Lê Đại Hành, Hanoi City","75 Nguyễn Đình Chiểu, 31 Vân Hồ 2",Hà Nội,100000.0,"Hanoi City, Hà Nội",VN
784,ChIJI39YS62tNTER7nTpjufLbCE,Sinry BBQ - Buffet Nướng Lẩu ̃̃̃̃̃& Buffet Gà,Nhà hàng món nướng Hàn Quốc,0986 337 168,"Sinry BBQ - Buffet Nướng Lẩu ̃̃̃̃̃& Buffet Gà, số 53, B11 Pandora, P. Triều Khúc, Thanh Xuân Nam, Hà nội, Hà Nội","Thanh Xuân Nam, Hà nội","số 53, B11 Pandora, P. Triều Khúc",Hà Nội,,"Hà nội, Hà Nội",VN
