place_id,name,main_category,phone,website,address,address_ward,address_street,address_city,address_postal_code,address_state,address_country_code,coordinates,lat,lng,House_number,Street,Ward,District,City,progress
ChIJ-UbeJjkpdTERnXRahtoPyh8,Bida Sài Gòn 39 | Bida Nguyễn Văn Đậu | Bida Bình Thạnh,Câu lạc bộ bi da lỗ,0879 566 639,https://www.facebook.com/bidasaigon39,"39a Nguyễn Văn Đậu, Phường 6, Bình Thạnh, Thành phố Hồ Chí Minh","Phường 6, Bình Thạnh",39a Nguyễn Văn Đậu,Thành phố Hồ Chí Minh,,"Bình Thạnh, Thành phố Hồ Chí Minh",VN,"10.806523799999999,106.68696399999999",10.8065238,106.686964,39B,Đường Nguyễn Văn Đậu,Phường 6,Quận Bình Thạnh,Hồ Chí Minh,True
ChIJC5ds-TQpdTERtBfZYdMQEV8,CLB Bida Phúc An Khang,Câu lạc bộ bi da lỗ,0919 194 554,https://www.facebook.com/CLB-Bida-Ph%25C3%25BAc-An-Khang-104749219069938,"263 Bùi Hữu Nghĩa, Phường 1, Bình Thạnh, Thành phố Hồ Chí Minh","Phường 1, Bình Thạnh",263 Bùi Hữu Nghĩa,Thành phố Hồ Chí Minh,,"Bình Thạnh, Thành phố Hồ Chí Minh",VN,"10.798343599999999,106.69898219999999",10.7983436,106.6989822,,Đường Bùi Hữu Nghĩa,Phường 1,Quận Bình Thạnh,Hồ Chí Minh,True
ChIJC5ds-TQpdTERtBfZYdMQEV8,CLB Bida Phúc An Khang,Câu lạc bộ bi da lỗ,0919 194 554,https://www.facebook.com/CLB-Bida-Ph%C3%BAc-An-Khang-104749219069938,"263 Bùi Hữu Nghĩa, Phường 1, Bình Thạnh, Thành phố Hồ Chí Minh","Phường 1, Bình Thạnh",263 Bùi Hữu Nghĩa,Thành phố Hồ Chí Minh,,"Bình Thạnh, Thành phố Hồ Chí Minh",VN,"10.798343599999999,106.69898219999999",10.7983436,106.6989822,,Đường Bùi Hữu Nghĩa,Phường 1,Quận Bình Thạnh,Hồ Chí Minh,True
ChIJAcZjsokvdTERhgwUPfw-i2o,PURA Stadium - PURA Billiards - Bida PURA,Câu lạc bộ thể thao,0827 271 818,http://pura.vn/,"134 Đ. Võ Văn Kiệt, Phường Nguyễn Thái Bình, Quận 1, Thành phố Hồ Chí Minh","Phường Nguyễn Thái Bình, Quận 1",134 Đ. Võ Văn Kiệt,Thành phố Hồ Chí Minh,,"Quận 1, Thành phố Hồ Chí Minh",VN,"10.7653234,106.69954399999999",10.7653234,106.699544,,Đường Võ Văn Kiệt,Phường Nguyễn Thái Bình,Quận 1,Hồ Chí Minh,True
ChIJkZjMVbUpdTER4ukvWKb9_C0,PURA Billiards - Bida PURA,Câu lạc bộ thể thao,0789 991 818,http://pura.vn/,"18 Vũ Huy Tấn, Phường 3, Bình Thạnh, Thành phố Hồ Chí Minh 700000","Phường 3, Bình Thạnh",18 Vũ Huy Tấn,Thành phố Hồ Chí Minh,700000.0,"Bình Thạnh, Thành phố Hồ Chí Minh",VN,"10.7958093,106.69555079999999",10.7958093,106.6955508,18,Vũ Huy Tấn,Phường 3,Quận Bình Thạnh,Hồ Chí Minh,True
ChIJzdFlpespdTER4BSuPKDICgk,Bida Kim | Kim Billiard | Bida BÌNH THẠNH,Câu lạc bộ bi da lỗ,0879 392 424,http://kimbilliard.com/,"262 Nguyễn Gia Trí, Phường 25, Bình Thạnh, Thành phố Hồ Chí Minh","Phường 25, Bình Thạnh",262 Nguyễn Gia Trí,Thành phố Hồ Chí Minh,,"Bình Thạnh, Thành phố Hồ Chí Minh",VN,"10.810240799999999,106.71731679999999",10.8102408,106.7173168,264,Đường Nguyễn Gia Trí,Phường 25,Quận Bình Thạnh,Hồ Chí Minh,True
ChIJFx7LxRIvdTERBj7HwRIUJMQ,Club Bida Sao 5,Câu lạc bộ bi da lỗ,028 6680 7257,,"214-216, Đ. Số 48, Phường 3, Quận 4, Thành phố Hồ Chí Minh","Phường 3, Quận 4","214-216, Đ. Số 48",Thành phố Hồ Chí Minh,,"Quận 4, Thành phố Hồ Chí Minh",VN,"10.7583132,106.69904679999999",10.7583132,106.6990468,216,Đường Số 48,Phường 3,Quận 4,Hồ Chí Minh,True
ChIJfdWX6IkvdTERicm2JXY01M8,Bida Sao - Thành Thái,Câu lạc bộ bi da lỗ,028 2213 1562,,"22-24 Đ. Thành Thái, Phường 12, Quận 10, Thành phố Hồ Chí Minh","Phường 12, Quận 10",22-24 Đ. Thành Thái,Thành phố Hồ Chí Minh,,"Quận 10, Thành phố Hồ Chí Minh",VN,"10.768624599999999,106.6668727",10.7686246,106.6668727,22-24,Đường Thành Thái,Phường 12,Quận 10,Hồ Chí Minh,True
ChIJJ_iuepsvdTER1ejgarB2ri4,Câu Lạc Bộ Bida Sao 4,Câu lạc bộ bi da lỗ,028 3535 4878,,"477 Nguyễn Thị Thập, Tân Phong, Quận 7, Thành phố Hồ Chí Minh","Tân Phong, Quận 7",477 Nguyễn Thị Thập,Thành phố Hồ Chí Minh,,"Quận 7, Thành phố Hồ Chí Minh",VN,"10.7388798,106.70957159999999",10.7388798,106.7095716,459A,Đường Nguyễn Thị Thập,Phường Tân Phong,Quận 7,Hồ Chí Minh,True
ChIJUVsjmT0vdTERrWu4M2tiaZk,Clb Billiard Thiên Thần,Câu lạc bộ bi da lỗ,028 3839 2124,,"160 Đ. Lê Lai, Phường Phạm Ngũ Lão, Quận 1, Thành phố Hồ Chí Minh","Phường Phạm Ngũ Lão, Quận 1",160 Đ. Lê Lai,Thành phố Hồ Chí Minh,,"Quận 1, Thành phố Hồ Chí Minh",VN,"10.7691771,106.6913757",10.7691771,106.6913757,156,Đường Lê Lai,Phường Bến Thành,Quận 1,Hồ Chí Minh,True
ChIJOVLeGS4pdTERHoWj52RW1Gk,CLB Bida 143,Câu lạc bộ bi da lỗ,,,"9 Phạm Văn Hai, Phường 1, Tân Bình, Thành phố Hồ Chí Minh","Phường 1, Tân Bình",9 Phạm Văn Hai,Thành phố Hồ Chí Minh,,"Tân Bình, Thành phố Hồ Chí Minh",VN,"10.7978314,106.66496389999999",10.7978314,106.6649639,1,Hẻm 9 Phạm Văn Hai,Phường 1,Quận Tân Bình,Hồ Chí Minh,True
ChIJWcDqr9gudTERF4bGrJCAnyQ,Clb Bida Q1,Câu lạc bộ bi da lỗ,028 6276 2298,,"175 Đ. Cao Thắng, Phường 12, Quận 10, Thành phố Hồ Chí Minh","Phường 12, Quận 10",175 Đ. Cao Thắng,Thành phố Hồ Chí Minh,,"Quận 10, Thành phố Hồ Chí Minh",VN,"10.7746424,106.6758225",10.7746424,106.6758225,175,Đường Cao Thắng,Phường 12,Quận 10,Hồ Chí Minh,True
ChIJi-w5tLwodTER7-wTx7gpy38,Bida Mr Bean,Câu lạc bộ bi da lỗ,0933 868 647,,"425 Xô Viết Nghệ Tĩnh, Phường 26, Bình Thạnh, Thành phố Hồ Chí Minh","Phường 26, Bình Thạnh",425 Xô Viết Nghệ Tĩnh,Thành phố Hồ Chí Minh,,"Bình Thạnh, Thành phố Hồ Chí Minh",VN,"10.8060233,106.71142549999999",10.8060233,106.7114255,423,Đường Xô Viết Nghệ Tĩnh,Phường 25,Quận Bình Thạnh,Hồ Chí Minh,True
ChIJY9gqs1YvdTERZAjzlEqdzF8,Bida Chuyên Nghiệp,Câu lạc bộ thể thao,028 3832 4009,,"202 Đ. Nguyễn Thiện Thuật, Phường 3, Quận 3, Thành phố Hồ Chí Minh","Phường 3, Quận 3",202 Đ. Nguyễn Thiện Thuật,Thành phố Hồ Chí Minh,,"Quận 3, Thành phố Hồ Chí Minh",VN,"10.7688207,106.67905549999999",10.7688207,106.6790555,196,Đường Nguyễn Thiện Thuật,Phường 1,Quận 3,Hồ Chí Minh,True
ChIJ_ULWwNQpdTER6w2auofu6dI,Bida King 69,Câu lạc bộ giải trí tư nhân,0326 134 569,,"69 Ng. Tất Tố, Phường 21, Bình Thạnh, Thành phố Hồ Chí Minh 70000","Phường 21, Bình Thạnh",69 Ng. Tất Tố,Thành phố Hồ Chí Minh,70000.0,"Bình Thạnh, Thành phố Hồ Chí Minh",VN,"10.7931232,106.7118514",10.7931232,106.7118514,38,Hẻm 77 Ngô Tất Tố,Phường 21,Quận Bình Thạnh,Hồ Chí Minh,True
ChIJ-6HjiSsvdTERIiff28sHt0A,No.1,Câu lạc bộ bi da lỗ,,,"623 Đ. Điện Biên Phủ, Phường 1, Quận 3, Thành phố Hồ Chí Minh","Phường 1, Quận 3",623 Đ. Điện Biên Phủ,Thành phố Hồ Chí Minh,,"Quận 3, Thành phố Hồ Chí Minh",VN,"10.7693137,106.6757363",10.7693137,106.6757363,627,Đường Điện Biên Phủ,Phường 1,Quận 3,Hồ Chí Minh,True
ChIJdYLwS8MudTER3soqIomdY4o,Clb Bida Thiên Ý,Câu lạc bộ bi da lỗ,,,"101 Đ. Thành Thái, Phường 14, Quận 10, Thành phố Hồ Chí Minh","Phường 14, Quận 10",101 Đ. Thành Thái,Thành phố Hồ Chí Minh,,"Quận 10, Thành phố Hồ Chí Minh",VN,"10.7739206,106.6644573",10.7739206,106.6644573,A14,Hẻm 101 Thành Thái,Phường 14,Quận 10,Hồ Chí Minh,True
ChIJq7H96UopdTERboP7gKKYBqc,CLB Bida Nè 1,Câu lạc bộ thể thao,0786 189 198,,"525 Xô Viết Nghệ Tĩnh, Phường 26, Bình Thạnh, Thành phố Hồ Chí Minh","Phường 26, Bình Thạnh",525 Xô Viết Nghệ Tĩnh,Thành phố Hồ Chí Minh,,"Bình Thạnh, Thành phố Hồ Chí Minh",VN,"10.808378999999999,106.711585",10.808379,106.711585,521A,Đường Xô Viết Nghệ Tĩnh,Phường 25,Quận Bình Thạnh,Hồ Chí Minh,True
ChIJxfOO2YkpdTERGlpsZ50aHus,86 Bida,Câu lạc bộ thể thao,,,"86b Đường D5, Phường 25, Bình Thạnh, Thành phố Hồ Chí Minh","Phường 25, Bình Thạnh",86b Đường D5,Thành phố Hồ Chí Minh,,"Bình Thạnh, Thành phố Hồ Chí Minh",VN,"10.8059237,106.71511079999999",10.8059237,106.7151108,86A,Đường D5,Phường 25,Quận Bình Thạnh,Hồ Chí Minh,True
ChIJfaBZ4A0vdTERRPKzBeaW2S8,Câu lạc bộ Bida Kingdom,Câu lạc bộ bi da lỗ,0944 700 456,,"80 Nguyễn Khoái, Phường 2, Quận 4, Thành phố Hồ Chí Minh","Phường 2, Quận 4",80 Nguyễn Khoái,Thành phố Hồ Chí Minh,,"Quận 4, Thành phố Hồ Chí Minh",VN,"10.7554831,106.6942114",10.7554831,106.6942114,80,Đường Nguyễn Khoái,Phường 2,Quận 4,Hồ Chí Minh,True
ChIJQVnHuisvdTERObaI1soAf40,bida Pro Club quận 10,Câu lạc bộ bi da lỗ,0933 369 111,,"111A Hoà Hưng, Phường 12, Quận 10, Thành phố Hồ Chí Minh","Phường 12, Quận 10",111A Hoà Hưng,Thành phố Hồ Chí Minh,,"Quận 10, Thành phố Hồ Chí Minh",VN,"10.7786479,106.673149",10.7786479,106.673149,113,Đường Hòa Hưng,Phường 13,Quận 10,Hồ Chí Minh,True
ChIJD2SaA84odTER63mNwwhNc2c,CLB Bida Rạch Miễu,Câu lạc bộ thể thao,0902 821 161,,"01 Hoa Phượng, Phường 2, Phú Nhuận, Thành phố Hồ Chí Minh","Phường 2, Phú Nhuận",01 Hoa Phượng,Thành phố Hồ Chí Minh,,"Phú Nhuận, Thành phố Hồ Chí Minh",VN,"10.7957837,106.6879876",10.7957837,106.6879876,,Đường Trường Sa,Phường 2,Quận Phú Nhuận,Hồ Chí Minh,True
ChIJDQ9_VcEodTER_9T7E6L3JDw,Câu Lạc Bộ Bida Đỗ Uyên,Câu lạc bộ bi da lỗ,0903 871 471,,"5/30 Nơ Trang Long, Phường 7, Bình Thạnh, Thành phố Hồ Chí Minh","Phường 7, Bình Thạnh",5/30 Nơ Trang Long,Thành phố Hồ Chí Minh,,"Bình Thạnh, Thành phố Hồ Chí Minh",VN,"10.806018,106.694204",10.806018,106.694204,30,Hẻm 5 Nơ Trang Long,Phường 7,Quận Bình Thạnh,Hồ Chí Minh,True
ChIJV55FknIvdTERMVYFaGgH96o,Clb Bida 188,Câu lạc bộ,,,"188 Đ. Khánh Hội, Phường 4, Quận 4, Thành phố Hồ Chí Minh","Phường 4, Quận 4",188 Đ. Khánh Hội,Thành phố Hồ Chí Minh,,"Quận 4, Thành phố Hồ Chí Minh",VN,"10.7553019,106.70199649999999",10.7553019,106.7019965,188,Hẻm 188/101 Đường Khánh Hội,Phường 4,Quận 4,Hồ Chí Minh,True
ChIJWao4KAkvdTERfb4kO_I3nww,Clb Bida Tiến Mập,Câu lạc bộ bi da lỗ,0903 941 631,,"414 Trần Xuân Soạn, Tân Hưng, Quận 7, Thành phố Hồ Chí Minh","Tân Hưng, Quận 7",414 Trần Xuân Soạn,Thành phố Hồ Chí Minh,,"Quận 7, Thành phố Hồ Chí Minh",VN,"10.750916199999999,106.6912005",10.7509162,106.6912005,414,Đường Trần Xuân Soạn,Phường Tân Hưng,Quận 7,Hồ Chí Minh,True
ChIJAfEX6isvdTERaPM1_4lv2v0,Bida nhẫn sinh,Câu lạc bộ bi da lỗ,0901 331 321,,"75/5 Trần Văn Đang, phường 9, Quận 3, Thành phố Hồ Chí Minh","phường 9, Quận 3",75/5 Trần Văn Đang,Thành phố Hồ Chí Minh,,"Quận 3, Thành phố Hồ Chí Minh",VN,"10.783749,106.67655979999999",10.783749,106.6765598,75B-77,Hẻm 75 Đường Trần Văn Đang,Phường 9,Quận 3,Hồ Chí Minh,True
ChIJJyDcGTwpdTERMd9vpM3K2rY,BIDA 9A- BIDA TÂN BÌNH,Câu lạc bộ bi da lỗ,0967 095 383,,"9 Giải Phóng, Phường 4, Tân Bình, Thành phố Hồ Chí Minh","Phường 4, Tân Bình",9 Giải Phóng,Thành phố Hồ Chí Minh,,"Tân Bình, Thành phố Hồ Chí Minh",VN,"10.8023385,106.6596866",10.8023385,106.6596866,19,Đường Giải Phóng,Phường 4,Quận Tân Bình,Hồ Chí Minh,True
ChIJV7MttqMvdTERZvVG04qNwzw,CLB BIDA Q1,Câu lạc bộ bi da lỗ,0969 529 524,,"61/32, Hồ Chí Minh, Thành phố Hồ Chí Minh 70000","Phường Cầu Ông Lãnh, Hồ Chí Minh",61/32,Thành phố Hồ Chí Minh,70000.0,"Hồ Chí Minh, Thành phố Hồ Chí Minh",VN,"10.7634206,106.6964763",10.7634206,106.6964763,32,Hẻm 61 Cô Giang,Phường Cầu Ông Lãnh,Quận 1,Hồ Chí Minh,True
ChIJr_LVfjcpdTERY0L2ZwtroqE,Club Bida Lê Thịnh,Câu lạc bộ thể thao,,,"87 Nguyên Hồng, Phường 1, Gò Vấp, Thành phố Hồ Chí Minh 70000","Phường 1, Gò Vấp",87 Nguyên Hồng,Thành phố Hồ Chí Minh,70000.0,"Gò Vấp, Thành phố Hồ Chí Minh",VN,"10.818200899999999,106.6921065",10.8182009,106.6921065,87,Đường Nguyên Hồng,Phường 1,Quận Gò Vấp,Hồ Chí Minh,True
ChIJLYwrUbEpdTERAIvMtuEPHfI,Câu lạc bộ bida Hội Ngộ,Câu lạc bộ bi da lỗ,0933 060 151,,"4 Đường Số 14, Phường 26, Bình Thạnh, Thành phố Hồ Chí Minh","Phường 26, Bình Thạnh",4 Đường Số 14,Thành phố Hồ Chí Minh,,"Bình Thạnh, Thành phố Hồ Chí Minh",VN,"10.8118567,106.7043985",10.8118567,106.7043985,6,Đường Số 14,Phường 26,Quận Bình Thạnh,Hồ Chí Minh,True
ChIJBasz_nEvdTERIw8gUj1HUEk,Bida Club,Câu lạc bộ bi da lỗ,028 3940 4339,,"306 Tôn Đản, Phường 4, Quận 4, Thành phố Hồ Chí Minh","Phường 4, Quận 4",306 Tôn Đản,Thành phố Hồ Chí Minh,,"Quận 4, Thành phố Hồ Chí Minh",VN,"10.7560199,106.70594299999999",10.7560199,106.705943,306,Đường Tôn Đản,Phường 4,Quận 4,Hồ Chí Minh,True
ChIJWWyumXMvdTER67wqP_HLl04,CLB bida,Câu lạc bộ thể thao,,,"72 Đ. Nguyễn Trãi, Phường 3, Quận 5, Thành phố Hồ Chí Minh","Phường 3, Quận 5",72 Đ. Nguyễn Trãi,Thành phố Hồ Chí Minh,,"Quận 5, Thành phố Hồ Chí Minh",VN,"10.7580375,106.68001629999999",10.7580375,106.6800163,76,Đường Nguyễn Trãi,Phường 3,Quận 5,Hồ Chí Minh,True
ChIJt7gk2BsvdTERxK4NRTm6YnA,Tập Kết Bida,Câu lạc bộ thể thao,0834 666 286,,"20/2 Đ. Võ Văn Kiệt, Phường Nguyễn Thái Bình, Quận 1, Thành phố Hồ Chí Minh 700000","Phường Nguyễn Thái Bình, Quận 1",20/2 Đ. Võ Văn Kiệt,Thành phố Hồ Chí Minh,700000.0,"Quận 1, Thành phố Hồ Chí Minh",VN,"10.767536999999999,106.70145289999999",10.767537,106.7014529,22,Đường Võ Văn Kiệt,Phường Nguyễn Thái Bình,Quận 1,Hồ Chí Minh,True
ChIJ66oGILwpdTERp1ebBwKfIpM,Bida Nhẫn Sinh 1,Câu lạc bộ thể thao,0901 331 321,,"352 Đ. Điện Biên Phủ, Phường 17, Bình Thạnh, Thành phố Hồ Chí Minh","Phường 17, Bình Thạnh",352 Đ. Điện Biên Phủ,Thành phố Hồ Chí Minh,,"Bình Thạnh, Thành phố Hồ Chí Minh",VN,"10.800115499999999,106.70795509999999",10.8001155,106.7079551,354,Đường Điện Biên Phủ,Phường 17,Quận Bình Thạnh,Hồ Chí Minh,True
ChIJc7oV4cwodTERolJD7ccRBr0,Rown Bida Club,Câu lạc bộ gôn,0968 008 181,,"26 Nguyễn Hữu Cầu, Phường Tân Định, Quận 1, Thành phố Hồ Chí Minh 00000","Phường Tân Định, Quận 1",26 Nguyễn Hữu Cầu,Thành phố Hồ Chí Minh,0.0,"Quận 1, Thành phố Hồ Chí Minh",VN,"10.7913138,106.6911531",10.7913138,106.6911531,28,Hẻm 63 Nguyễn Hữu Cầu,Phường Tân Định,Quận 1,Hồ Chí Minh,True
ChIJcWdQxj8vdTERwxsFEAGdQr0,Cà Phê - Bida Paloma,Câu lạc bộ bi da lỗ,,,"55 Đ. Lê Thị Hồng Gấm, Phường Nguyễn Thái Bình, Quận 1, Thành phố Hồ Chí Minh","Phường Nguyễn Thái Bình, Quận 1",55 Đ. Lê Thị Hồng Gấm,Thành phố Hồ Chí Minh,,"Quận 1, Thành phố Hồ Chí Minh",VN,"10.7686981,106.6978776",10.7686981,106.6978776,9,Hẻm 55 Đường Nguyễn Thái Bình,Phường Nguyễn Thái Bình,Quận 1,Hồ Chí Minh,True
ChIJ_TAOAS0pdTERKhbQ55QHM88,Clb bida 162,Câu lạc bộ bi da lỗ,0909 885 808,,"134A Trần Kế Xương, Phường 7, Phú Nhuận, Thành phố Hồ Chí Minh","Phường 7, Phú Nhuận",134A Trần Kế Xương,Thành phố Hồ Chí Minh,,"Phú Nhuận, Thành phố Hồ Chí Minh",VN,"10.8027106,106.68992689999999",10.8027106,106.6899269,49A30,Hẻm 49 Phan Đăng Lưu,Phường 3,Quận Bình Thạnh,Hồ Chí Minh,True
ChIJiwmVAb0vdTERUZuuu6nVZd4,Câu lạc bộ bida Công,Câu lạc bộ giải trí tư nhân,0903 138 050,,"Đ. Nguyễn Thượng Hiền, Phường 4, Hồ Chí Minh, Thành phố Hồ Chí Minh","Phường 4, Hồ Chí Minh",Đ. Nguyễn Thượng Hiền,Thành phố Hồ Chí Minh,,"Hồ Chí Minh, Thành phố Hồ Chí Minh",VN,"10.7739785,106.68406689999999",10.7739785,106.6840669,203,Đường Nguyễn Thượng Hiền,Phường 4,Quận 3,Hồ Chí Minh,True
ChIJU04iLYYvdTERy1sB2u3VGPU,Bida Phương,Câu lạc bộ thể thao,,,"QMFM+4WQ Đ. Nguyễn Thượng Hiền, Phường 5, Quận 3, Thành phố Hồ Chí Minh","Phường 5, Quận 3","QMFM+4WQ, Đ. Nguyễn Thượng Hiền",Thành phố Hồ Chí Minh,,"Quận 3, Thành phố Hồ Chí Minh",VN,"10.7728304,106.6848512",10.7728304,106.6848512,301,Đường Nguyễn Đình Chiểu,Phường 5,Quận 3,Hồ Chí Minh,True
ChIJU1XFSxMmdTERevjdHHGczJc,D'Maris,Nhà hàng tiệc đứng,1900 0029,https://www.facebook.com/DMaris.CNAnPhu/,"Tầng 6 - Tòa nhà Cantavil Premier, 1 Song Hành Xa Lộ Hà Nội, P, Thủ Đức, Thành phố Hồ Chí Minh","P, Thủ Đức","Tầng 6 - Tòa nhà Cantavil Premier, 1 Song Hành Xa Lộ Hà Nội",Thành phố Hồ Chí Minh,,"Thủ Đức, Thành phố Hồ Chí Minh",VN,"10.8014522,106.74696139999999",10.8014522,106.7469614,,Xa Lộ Hà Nội,Phường An Phú,Thủ Đức,Hồ Chí Minh,True
