place_id,name,main_category,phone,website,address,address_ward,address_street,address_city,address_postal_code,address_state,address_country_code,coordinates,lat,lng,House_number,Street,Ward,District,City,progress
ChIJAcZjsokvdTERhgwUPfw-i2o,PURA Stadium - PURA Billiards - Bida PURA,Câu l?c b? th? thao,0827 271 818,http://pura.vn/,"134 Ð. Võ Van Ki?t, Phu?ng Nguy?n Thái Bình, Qu?n 1, Thành ph? H? Chí Minh","Phu?ng Nguy?n Thái Bình, Qu?n 1",134 Ð. Võ Van Ki?t,Thành ph? H? Chí Minh,,"Qu?n 1, Thành ph? H? Chí Minh",VN,"10.7653234,106.69954399999999",10.7653234,106.699544,,Ðu?ng Võ Van Ki?t,Phu?ng Nguy?n Thái Bình,Qu?n 1,H? Chí Minh,TRUE
ChIJkZjMVbUpdTER4ukvWKb9_C0,PURA Billiards - Bida PURA,Câu l?c b? th? thao,0789 991 818,http://pura.vn/,"18 Vu Huy T?n, Phu?ng 3, Bình Th?nh, Thành ph? H? Chí Minh 700000","Phu?ng 3, Bình Th?nh",18 Vu Huy T?n,Thành ph? H? Chí Minh,700000,"Bình Th?nh, Thành ph? H? Chí Minh",VN,"10.7958093,106.69555079999999",10.7958093,106.6955508,18,Vu Huy T?n,Phu?ng 3,Qu?n Bình Th?nh,H? Chí Minh,TRUE
ChIJzdFlpespdTER4BSuPKDICgk,Bida Kim | Kim Billiard | Bida BÌNH TH?NH,Câu la?c bô? bi da l?,0879 392 424,http://kimbilliard.com/,"262 Nguy?n Gia Trí, Phu?ng 25, Bình Th?nh, Thành ph? H? Chí Minh","Phu?ng 25, Bình Th?nh",262 Nguy?n Gia Trí,Thành ph? H? Chí Minh,,"Bình Th?nh, Thành ph? H? Chí Minh",VN,"10.810240799999999,106.71731679999999",10.8102408,106.7173168,264,Ðu?ng Nguy?n Gia Trí,Phu?ng 25,Qu?n Bình Th?nh,H? Chí Minh,TRUE
ChIJFx7LxRIvdTERBj7HwRIUJMQ,Club Bida Sao 5,Câu la?c bô? bi da l?,028 6680 7257,,"214-216, Ð. S? 48, Phu?ng 3, Qu?n 4, Thành ph? H? Chí Minh","Phu?ng 3, Qu?n 4","214-216, Ð. S? 48",Thành ph? H? Chí Minh,,"Qu?n 4, Thành ph? H? Chí Minh",VN,"10.7583132,106.69904679999999",10.7583132,106.6990468,216,Ðu?ng S? 48,Phu?ng 3,Qu?n 4,H? Chí Minh,TRUE
ChIJfdWX6IkvdTERicm2JXY01M8,Bida Sao - Thành Thái,Câu la?c bô? bi da l?,028 2213 1562,,"22-24 Ð. Thành Thái, Phu?ng 12, Qu?n 10, Thành ph? H? Chí Minh","Phu?ng 12, Qu?n 10",22-24 Ð. Thành Thái,Thành ph? H? Chí Minh,,"Qu?n 10, Thành ph? H? Chí Minh",VN,"10.768624599999999,106.6668727",10.7686246,106.6668727,22-24,Ðu?ng Thành Thái,Phu?ng 12,Qu?n 10,H? Chí Minh,TRUE
ChIJJ_iuepsvdTER1ejgarB2ri4,Câu L?c B? Bida Sao 4,Câu la?c bô? bi da l?,028 3535 4878,,"477 Nguy?n Th? Th?p, Tân Phong, Qu?n 7, Thành ph? H? Chí Minh","Tân Phong, Qu?n 7",477 Nguy?n Th? Th?p,Thành ph? H? Chí Minh,,"Qu?n 7, Thành ph? H? Chí Minh",VN,"10.7388798,106.70957159999999",10.7388798,106.7095716,459A,Ðu?ng Nguy?n Th? Th?p,Phu?ng Tân Phong,Qu?n 7,H? Chí Minh,TRUE
ChIJUVsjmT0vdTERrWu4M2tiaZk,Clb Billiard Thiên Th?n,Câu la?c bô? bi da l?,028 3839 2124,,"160 Ð. Lê Lai, Phu?ng Ph?m Ngu Lão, Qu?n 1, Thành ph? H? Chí Minh","Phu?ng Ph?m Ngu Lão, Qu?n 1",160 Ð. Lê Lai,Thành ph? H? Chí Minh,,"Qu?n 1, Thành ph? H? Chí Minh",VN,"10.7691771,106.6913757",10.7691771,106.6913757,156,Ðu?ng Lê Lai,Phu?ng B?n Thành,Qu?n 1,H? Chí Minh,TRUE
ChIJOVLeGS4pdTERHoWj52RW1Gk,CLB Bida 143,Câu la?c bô? bi da l?,,,"9 Ph?m Van Hai, Phu?ng 1, Tân Bình, Thành ph? H? Chí Minh","Phu?ng 1, Tân Bình",9 Ph?m Van Hai,Thành ph? H? Chí Minh,,"Tân Bình, Thành ph? H? Chí Minh",VN,"10.7978314,106.66496389999999",10.7978314,106.6649639,1,H?m 9 Ph?m Van Hai,Phu?ng 1,Qu?n Tân Bình,H? Chí Minh,TRUE
ChIJWcDqr9gudTERF4bGrJCAnyQ,Clb Bida Q1,Câu la?c bô? bi da l?,028 6276 2298,,"175 Ð. Cao Th?ng, Phu?ng 12, Qu?n 10, Thành ph? H? Chí Minh","Phu?ng 12, Qu?n 10",175 Ð. Cao Th?ng,Thành ph? H? Chí Minh,,"Qu?n 10, Thành ph? H? Chí Minh",VN,"10.7746424,106.6758225",10.7746424,106.6758225,175,Ðu?ng Cao Th?ng,Phu?ng 12,Qu?n 10,H? Chí Minh,TRUE
ChIJi-w5tLwodTER7-wTx7gpy38,Bida Mr Bean,Câu la?c bô? bi da l?,0933 868 647,,"425 Xô Vi?t Ngh? Tinh, Phu?ng 26, Bình Th?nh, Thành ph? H? Chí Minh","Phu?ng 26, Bình Th?nh",425 Xô Vi?t Ngh? Tinh,Thành ph? H? Chí Minh,,"Bình Th?nh, Thành ph? H? Chí Minh",VN,"10.8060233,106.71142549999999",10.8060233,106.7114255,423,Ðu?ng Xô Vi?t Ngh? Tinh,Phu?ng 25,Qu?n Bình Th?nh,H? Chí Minh,TRUE
ChIJY9gqs1YvdTERZAjzlEqdzF8,Bida Chuyên Nghi?p,Câu l?c b? th? thao,028 3832 4009,,"202 Ð. Nguy?n Thi?n Thu?t, Phu?ng 3, Qu?n 3, Thành ph? H? Chí Minh","Phu?ng 3, Qu?n 3",202 Ð. Nguy?n Thi?n Thu?t,Thành ph? H? Chí Minh,,"Qu?n 3, Thành ph? H? Chí Minh",VN,"10.7688207,106.67905549999999",10.7688207,106.6790555,196,Ðu?ng Nguy?n Thi?n Thu?t,Phu?ng 1,Qu?n 3,H? Chí Minh,TRUE
ChIJ_ULWwNQpdTER6w2auofu6dI,Bida King 69,Câu l?c b? gi?i trí tu nhân,0326 134 569,,"69 Ng. T?t T?, Phu?ng 21, Bình Th?nh, Thành ph? H? Chí Minh 70000","Phu?ng 21, Bình Th?nh",69 Ng. T?t T?,Thành ph? H? Chí Minh,70000,"Bình Th?nh, Thành ph? H? Chí Minh",VN,"10.7931232,106.7118514",10.7931232,106.7118514,38,H?m 77 Ngô T?t T?,Phu?ng 21,Qu?n Bình Th?nh,H? Chí Minh,TRUE
ChIJ-6HjiSsvdTERIiff28sHt0A,No.1,Câu la?c bô? bi da l?,,,"623 Ð. Ði?n Biên Ph?, Phu?ng 1, Qu?n 3, Thành ph? H? Chí Minh","Phu?ng 1, Qu?n 3",623 Ð. Ði?n Biên Ph?,Thành ph? H? Chí Minh,,"Qu?n 3, Thành ph? H? Chí Minh",VN,"10.7693137,106.6757363",10.7693137,106.6757363,627,Ðu?ng Ði?n Biên Ph?,Phu?ng 1,Qu?n 3,H? Chí Minh,TRUE
ChIJdYLwS8MudTER3soqIomdY4o,Clb Bida Thiên Ý,Câu la?c bô? bi da l?,,,"101 Ð. Thành Thái, Phu?ng 14, Qu?n 10, Thành ph? H? Chí Minh","Phu?ng 14, Qu?n 10",101 Ð. Thành Thái,Thành ph? H? Chí Minh,,"Qu?n 10, Thành ph? H? Chí Minh",VN,"10.7739206,106.6644573",10.7739206,106.6644573,A14,H?m 101 Thành Thái,Phu?ng 14,Qu?n 10,H? Chí Minh,TRUE
ChIJq7H96UopdTERboP7gKKYBqc,CLB Bida Nè 1,Câu l?c b? th? thao,0786 189 198,,"525 Xô Vi?t Ngh? Tinh, Phu?ng 26, Bình Th?nh, Thành ph? H? Chí Minh","Phu?ng 26, Bình Th?nh",525 Xô Vi?t Ngh? Tinh,Thành ph? H? Chí Minh,,"Bình Th?nh, Thành ph? H? Chí Minh",VN,"10.808378999999999,106.711585",10.808379,106.711585,521A,Ðu?ng Xô Vi?t Ngh? Tinh,Phu?ng 25,Qu?n Bình Th?nh,H? Chí Minh,TRUE
ChIJxfOO2YkpdTERGlpsZ50aHus,86 Bida,Câu l?c b? th? thao,,,"86b Ðu?ng D5, Phu?ng 25, Bình Th?nh, Thành ph? H? Chí Minh","Phu?ng 25, Bình Th?nh",86b Ðu?ng D5,Thành ph? H? Chí Minh,,"Bình Th?nh, Thành ph? H? Chí Minh",VN,"10.8059237,106.71511079999999",10.8059237,106.7151108,86A,Ðu?ng D5,Phu?ng 25,Qu?n Bình Th?nh,H? Chí Minh,TRUE
ChIJfaBZ4A0vdTERRPKzBeaW2S8,Câu l?c b? Bida Kingdom,Câu la?c bô? bi da l?,0944 700 456,,"80 Nguy?n Khoái, Phu?ng 2, Qu?n 4, Thành ph? H? Chí Minh","Phu?ng 2, Qu?n 4",80 Nguy?n Khoái,Thành ph? H? Chí Minh,,"Qu?n 4, Thành ph? H? Chí Minh",VN,"10.7554831,106.6942114",10.7554831,106.6942114,80,Ðu?ng Nguy?n Khoái,Phu?ng 2,Qu?n 4,H? Chí Minh,TRUE
ChIJQVnHuisvdTERObaI1soAf40,bida Pro Club qu?n 10,Câu la?c bô? bi da l?,0933 369 111,,"111A Hoà Hung, Phu?ng 12, Qu?n 10, Thành ph? H? Chí Minh","Phu?ng 12, Qu?n 10",111A Hoà Hung,Thành ph? H? Chí Minh,,"Qu?n 10, Thành ph? H? Chí Minh",VN,"10.7786479,106.673149",10.7786479,106.673149,113,Ðu?ng Hòa Hung,Phu?ng 13,Qu?n 10,H? Chí Minh,TRUE
ChIJD2SaA84odTER63mNwwhNc2c,CLB Bida R?ch Mi?u,Câu la?c bô? th? thao,0902 821 161,,"01 Hoa Phu?ng, Phu?ng 2, Phú Nhu?n, Thành ph? H? Chí Minh","Phu?ng 2, Phú Nhu?n",01 Hoa Phu?ng,Thành ph? H? Chí Minh,,"Phú Nhu?n, Thành ph? H? Chí Minh",VN,"10.7957837,106.6879876",10.7957837,106.6879876,,Ðu?ng Tru?ng Sa,Phu?ng 2,Qu?n Phú Nhu?n,H? Chí Minh,TRUE
ChIJDQ9_VcEodTER_9T7E6L3JDw,Câu L?c B? Bida Ð? Uyên,Câu la?c bô? bi da l?,0903 871 471,,"5/30 No Trang Long, Phu?ng 7, Bình Th?nh, Thành ph? H? Chí Minh","Phu?ng 7, Bình Th?nh",5/30 No Trang Long,Thành ph? H? Chí Minh,,"Bình Th?nh, Thành ph? H? Chí Minh",VN,"10.806018,106.694204",10.806018,106.694204,30,H?m 5 No Trang Long,Phu?ng 7,Qu?n Bình Th?nh,H? Chí Minh,TRUE
ChIJV55FknIvdTERMVYFaGgH96o,Clb Bida 188,Câu l?c b?,,,"188 Ð. Khánh H?i, Phu?ng 4, Qu?n 4, Thành ph? H? Chí Minh","Phu?ng 4, Qu?n 4",188 Ð. Khánh H?i,Thành ph? H? Chí Minh,,"Qu?n 4, Thành ph? H? Chí Minh",VN,"10.7553019,106.70199649999999",10.7553019,106.7019965,188,H?m 188/101 Ðu?ng Khánh H?i,Phu?ng 4,Qu?n 4,H? Chí Minh,TRUE
ChIJWao4KAkvdTERfb4kO_I3nww,Clb Bida Ti?n M?p,Câu la?c bô? bi da l?,0903 941 631,,"414 Tr?n Xuân So?n, Tân Hung, Qu?n 7, Thành ph? H? Chí Minh","Tân Hung, Qu?n 7",414 Tr?n Xuân So?n,Thành ph? H? Chí Minh,,"Qu?n 7, Thành ph? H? Chí Minh",VN,"10.750916199999999,106.6912005",10.7509162,106.6912005,414,Ðu?ng Tr?n Xuân So?n,Phu?ng Tân Hung,Qu?n 7,H? Chí Minh,TRUE
ChIJAfEX6isvdTERaPM1_4lv2v0,Bida nh?n sinh,Câu la?c bô? bi da l?,0901 331 321,,"75/5 Tr?n Van Ðang, phu?ng 9, Qu?n 3, Thành ph? H? Chí Minh","phu?ng 9, Qu?n 3",75/5 Tr?n Van Ðang,Thành ph? H? Chí Minh,,"Qu?n 3, Thành ph? H? Chí Minh",VN,"10.783749,106.67655979999999",10.783749,106.6765598,75B-77,H?m 75 Ðu?ng Tr?n Van Ðang,Phu?ng 9,Qu?n 3,H? Chí Minh,TRUE
ChIJJyDcGTwpdTERMd9vpM3K2rY,BIDA 9A- BIDA TÂN BÌNH,Câu la?c bô? bi da l?,0967 095 383,,"9 Gi?i Phóng, Phu?ng 4, Tân Bình, Thành ph? H? Chí Minh","Phu?ng 4, Tân Bình",9 Gi?i Phóng,Thành ph? H? Chí Minh,,"Tân Bình, Thành ph? H? Chí Minh",VN,"10.8023385,106.6596866",10.8023385,106.6596866,19,Ðu?ng Gi?i Phóng,Phu?ng 4,Qu?n Tân Bình,H? Chí Minh,TRUE
ChIJV7MttqMvdTERZvVG04qNwzw,CLB BIDA Q1,Câu la?c bô? bi da l?,0969 529 524,,"61/32, H? Chí Minh, Thành ph? H? Chí Minh 70000","Phu?ng C?u Ông Lãnh, H? Chí Minh",61/32,Thành ph? H? Chí Minh,70000,"H? Chí Minh, Thành ph? H? Chí Minh",VN,"10.7634206,106.6964763",10.7634206,106.6964763,32,H?m 61 Cô Giang,Phu?ng C?u Ông Lãnh,Qu?n 1,H? Chí Minh,TRUE
ChIJr_LVfjcpdTERY0L2ZwtroqE,Club Bida Lê Th?nh,Câu la?c bô? th? thao,,,"87 Nguyên H?ng, Phu?ng 1, Gò V?p, Thành ph? H? Chí Minh 70000","Phu?ng 1, Gò V?p",87 Nguyên H?ng,Thành ph? H? Chí Minh,70000,"Gò V?p, Thành ph? H? Chí Minh",VN,"10.818200899999999,106.6921065",10.8182009,106.6921065,87,Ðu?ng Nguyên H?ng,Phu?ng 1,Qu?n Gò V?p,H? Chí Minh,TRUE
ChIJLYwrUbEpdTERAIvMtuEPHfI,Câu l?c b? bida H?i Ng?,Câu la?c bô? bi da l?,0933 060 151,,"4 Ðu?ng S? 14, Phu?ng 26, Bình Th?nh, Thành ph? H? Chí Minh","Phu?ng 26, Bình Th?nh",4 Ðu?ng S? 14,Thành ph? H? Chí Minh,,"Bình Th?nh, Thành ph? H? Chí Minh",VN,"10.8118567,106.7043985",10.8118567,106.7043985,6,Ðu?ng S? 14,Phu?ng 26,Qu?n Bình Th?nh,H? Chí Minh,TRUE
ChIJBasz_nEvdTERIw8gUj1HUEk,Bida Club,Câu la?c bô? bi da l?,028 3940 4339,,"306 Tôn Ð?n, Phu?ng 4, Qu?n 4, Thành ph? H? Chí Minh","Phu?ng 4, Qu?n 4",306 Tôn Ð?n,Thành ph? H? Chí Minh,,"Qu?n 4, Thành ph? H? Chí Minh",VN,"10.7560199,106.70594299999999",10.7560199,106.705943,306,Ðu?ng Tôn Ð?n,Phu?ng 4,Qu?n 4,H? Chí Minh,TRUE
ChIJWWyumXMvdTER67wqP_HLl04,CLB bida,Câu l?c b? th? thao,,,"72 Ð. Nguy?n Trãi, Phu?ng 3, Qu?n 5, Thành ph? H? Chí Minh","Phu?ng 3, Qu?n 5",72 Ð. Nguy?n Trãi,Thành ph? H? Chí Minh,,"Qu?n 5, Thành ph? H? Chí Minh",VN,"10.7580375,106.68001629999999",10.7580375,106.6800163,76,Ðu?ng Nguy?n Trãi,Phu?ng 3,Qu?n 5,H? Chí Minh,TRUE
ChIJt7gk2BsvdTERxK4NRTm6YnA,T?p K?t Bida,Câu l?c b? th? thao,0834 666 286,,"20/2 Ð. Võ Van Ki?t, Phu?ng Nguy?n Thái Bình, Qu?n 1, Thành ph? H? Chí Minh 700000","Phu?ng Nguy?n Thái Bình, Qu?n 1",20/2 Ð. Võ Van Ki?t,Thành ph? H? Chí Minh,700000,"Qu?n 1, Thành ph? H? Chí Minh",VN,"10.767536999999999,106.70145289999999",10.767537,106.7014529,22,Ðu?ng Võ Van Ki?t,Phu?ng Nguy?n Thái Bình,Qu?n 1,H? Chí Minh,TRUE
ChIJ66oGILwpdTERp1ebBwKfIpM,Bida Nh?n Sinh 1,Câu l?c b? th? thao,0901 331 321,,"352 Ð. Ði?n Biên Ph?, Phu?ng 17, Bình Th?nh, Thành ph? H? Chí Minh","Phu?ng 17, Bình Th?nh",352 Ð. Ði?n Biên Ph?,Thành ph? H? Chí Minh,,"Bình Th?nh, Thành ph? H? Chí Minh",VN,"10.800115499999999,106.70795509999999",10.8001155,106.7079551,354,Ðu?ng Ði?n Biên Ph?,Phu?ng 17,Qu?n Bình Th?nh,H? Chí Minh,TRUE
ChIJc7oV4cwodTERolJD7ccRBr0,Rown Bida Club,Câu l?c b? gôn,0968 008 181,,"26 Nguy?n H?u C?u, Phu?ng Tân Ð?nh, Qu?n 1, Thành ph? H? Chí Minh 00000","Phu?ng Tân Ð?nh, Qu?n 1",26 Nguy?n H?u C?u,Thành ph? H? Chí Minh,0,"Qu?n 1, Thành ph? H? Chí Minh",VN,"10.7913138,106.6911531",10.7913138,106.6911531,28,H?m 63 Nguy?n H?u C?u,Phu?ng Tân Ð?nh,Qu?n 1,H? Chí Minh,TRUE
ChIJcWdQxj8vdTERwxsFEAGdQr0,Cà Phê - Bida Paloma,Câu la?c bô? bi da l?,,,"55 Ð. Lê Th? H?ng G?m, Phu?ng Nguy?n Thái Bình, Qu?n 1, Thành ph? H? Chí Minh","Phu?ng Nguy?n Thái Bình, Qu?n 1",55 Ð. Lê Th? H?ng G?m,Thành ph? H? Chí Minh,,"Qu?n 1, Thành ph? H? Chí Minh",VN,"10.7686981,106.6978776",10.7686981,106.6978776,9,H?m 55 Ðu?ng Nguy?n Thái Bình,Phu?ng Nguy?n Thái Bình,Qu?n 1,H? Chí Minh,TRUE
ChIJ_TAOAS0pdTERKhbQ55QHM88,Clb bida 162,Câu la?c bô? bi da l?,0909 885 808,,"134A Tr?n K? Xuong, Phu?ng 7, Phú Nhu?n, Thành ph? H? Chí Minh","Phu?ng 7, Phú Nhu?n",134A Tr?n K? Xuong,Thành ph? H? Chí Minh,,"Phú Nhu?n, Thành ph? H? Chí Minh",VN,"10.8027106,106.68992689999999",10.8027106,106.6899269,49A30,H?m 49 Phan Ðang Luu,Phu?ng 3,Qu?n Bình Th?nh,H? Chí Minh,TRUE
ChIJiwmVAb0vdTERUZuuu6nVZd4,Câu l?c b? bida Công,Câu l?c b? gi?i trí tu nhân,0903 138 050,,"Ð. Nguy?n Thu?ng Hi?n, Phu?ng 4, H? Chí Minh, Thành ph? H? Chí Minh","Phu?ng 4, H? Chí Minh",Ð. Nguy?n Thu?ng Hi?n,Thành ph? H? Chí Minh,,"H? Chí Minh, Thành ph? H? Chí Minh",VN,"10.7739785,106.68406689999999",10.7739785,106.6840669,203,Ðu?ng Nguy?n Thu?ng Hi?n,Phu?ng 4,Qu?n 3,H? Chí Minh,TRUE
